[1418, 1063]
[chapter-title, [110.0, 86.0, 541.0, 30.0], 8_AvWxN-07, 6469276]
[section-title, [116.0, 144.0, 191.0, 30.0], _2bMkA1DpE, 6469276]
[sub-section-title, [112.0, 193.0, 301.0, 25.5], Oqb23Kd3S7, 6469276]
[paragraph, [107.0, 546.0, 847.0, 18.0], shoonya_0sQS40BZHU9RTM, 6469276]
[paragraph, [107.0, 564.0, 847.0, 18.0], shoonya_0sQS40BZHU9RTM, 6469276]
[paragraph, [107.0, 582.0, 847.0, 18.0], shoonya_0sQS40BZHU9RTM, 6469276]
[paragraph, [107.0, 600.0, 847.0, 18.0], shoonya_0sQS40BZHU9RTM, 6469276]
[paragraph, [107.0, 618.0, 847.0, 18.0], shoonya_0sQS40BZHU9RTM, 6469276]
[paragraph, [107.0, 636.0, 847.0, 18.0], shoonya_0sQS40BZHU9RTM, 6469276]
[paragraph, [107.0, 654.0, 847.0, 18.0], shoonya_0sQS40BZHU9RTM, 6469276]
[paragraph, [107.0, 672.0, 847.0, 18.0], shoonya_0sQS40BZHU9RTM, 6469276]
[paragraph, [107.0, 690.0, 847.0, 18.0], shoonya_0sQS40BZHU9RTM, 6469276]
[paragraph, [107.0, 708.0, 847.0, 18.0], shoonya_0sQS40BZHU9RTM, 6469276]
[paragraph, [107.0, 726.0, 847.0, 18.0], shoonya_0sQS40BZHU9RTM, 6469276]
[paragraph, [107.0, 744.0, 847.0, 18.0], shoonya_0sQS40BZHU9RTM, 6469276]
[paragraph, [107.0, 762.0, 847.0, 18.0], shoonya_0sQS40BZHU9RTM, 6469276]
[paragraph, [107.0, 780.0, 847.0, 18.0], shoonya_0sQS40BZHU9RTM, 6469276]
[paragraph, [107.0, 798.0, 847.0, 18.0], shoonya_0sQS40BZHU9RTM, 6469276]
[paragraph, [107.0, 816.0, 847.0, 18.0], shoonya_0sQS40BZHU9RTM, 6469276]
[paragraph, [107.0, 834.0, 847.0, 18.0], shoonya_0sQS40BZHU9RTM, 6469276]
[section-title, [109.0, 874.0, 198.0, 30.0], shoonya_4sYAJ1HCU5B9V2, 6469276]
[paragraph, [111.0, 929.0, 843.0, 18.0], shoonya_3sP3TBYA3ZD9SD, 6469276]
[paragraph, [111.0, 947.0, 843.0, 18.0], shoonya_3sP3TBYA3ZD9SD, 6469276]
[paragraph, [111.0, 965.0, 843.0, 18.0], shoonya_3sP3TBYA3ZD9SD, 6469276]
[paragraph, [111.0, 983.0, 843.0, 18.0], shoonya_3sP3TBYA3ZD9SD, 6469276]
[paragraph, [111.0, 1001.0, 843.0, 18.0], shoonya_3sP3TBYA3ZD9SD, 6469276]
[paragraph, [111.0, 1019.0, 843.0, 18.0], shoonya_3sP3TBYA3ZD9SD, 6469276]
[paragraph, [111.0, 1037.0, 843.0, 18.0], shoonya_3sP3TBYA3ZD9SD, 6469276]
[sub-section-title, [110.0, 1079.0, 790.0, 25.5], gbhVrp0DcJ, 6469276]
[paragraph, [108.0, 1135.0, 848.0, 18.0], dyhF-e6xGi, 6469276]
[paragraph, [108.0, 1153.0, 848.0, 18.0], dyhF-e6xGi, 6469276]
[paragraph, [108.0, 1171.0, 848.0, 18.0], dyhF-e6xGi, 6469276]
[paragraph, [108.0, 1189.0, 848.0, 18.0], dyhF-e6xGi, 6469276]
[paragraph, [108.0, 1207.0, 848.0, 18.0], dyhF-e6xGi, 6469276]
[paragraph, [108.0, 1225.0, 848.0, 18.0], dyhF-e6xGi, 6469276]
[paragraph, [108.0, 1243.0, 848.0, 18.0], dyhF-e6xGi, 6469276]
[paragraph, [108.0, 1261.0, 848.0, 18.0], dyhF-e6xGi, 6469276]
[paragraph, [108.0, 1279.0, 848.0, 18.0], dyhF-e6xGi, 6469276]
[folio, [112.0, 1311.0, 433.0, 18.0], dx1PONgh_2, 6469276]
