[1296, 864]
[section-title, [437.0, 37.0, 353.0, 30.0], Q7xFMv2viI, 5656795]
[section-title, [437.0, 67.0, 353.0, 30.0], Q7xFMv2viI, 5656795]
[sub-section-title, [402.0, 100.0, 407.0, 25.5], iFbOKovTMn, 5656795]
[sub-section-title, [402.0, 125.5, 407.0, 25.5], iFbOKovTMn, 5656795]
[sub-section-title, [402.0, 151.0, 407.0, 25.5], iFbOKovTMn, 5656795]
[sub-section-title, [402.0, 176.5, 407.0, 25.5], iFbOKovTMn, 5656795]
[subsub-section-title, [378.0, 206.0, 445.0, 15.0], j9a2e2Y2zZ, 5656795]
[subsub-section-title, [378.0, 221.0, 445.0, 15.0], j9a2e2Y2zZ, 5656795]
[subsub-section-title, [378.0, 236.0, 445.0, 15.0], j9a2e2Y2zZ, 5656795]
[subsub-section-title, [378.0, 251.0, 445.0, 15.0], j9a2e2Y2zZ, 5656795]
[unordered-list, [0.0, 266.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 284.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 302.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 320.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 338.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 356.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 374.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 392.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 410.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 428.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 446.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 464.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 482.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 500.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 518.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 536.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 554.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 572.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 590.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 608.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 626.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 644.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 662.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 680.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 698.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 716.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 734.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 752.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 770.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 788.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 806.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 824.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 842.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 860.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 878.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [0.0, 896.0, 847.0, 18.0], IruRWIflTy, 5656795]
[unordered-list, [10.0, 926.0, 853.0, 18.0], XZF_Ao3ZwC, 5656795]
[unordered-list, [10.0, 944.0, 853.0, 18.0], XZF_Ao3ZwC, 5656795]
[unordered-list, [10.0, 962.0, 853.0, 18.0], XZF_Ao3ZwC, 5656795]
[unordered-list, [23.0, 990.0, 483.0, 18.0], 3RUGD0_hX5, 5656795]
[unordered-list, [23.0, 1008.0, 483.0, 18.0], 3RUGD0_hX5, 5656795]
[unordered-list, [23.0, 1026.0, 483.0, 18.0], 3RUGD0_hX5, 5656795]
[unordered-list, [23.0, 1044.0, 483.0, 18.0], 3RUGD0_hX5, 5656795]
[unordered-list, [23.0, 1062.0, 483.0, 18.0], 3RUGD0_hX5, 5656795]
[unordered-list, [23.0, 1080.0, 483.0, 18.0], 3RUGD0_hX5, 5656795]
[unordered-list, [23.0, 1098.0, 483.0, 18.0], 3RUGD0_hX5, 5656795]
[unordered-list, [23.0, 1116.0, 483.0, 18.0], 3RUGD0_hX5, 5656795]
[unordered-list, [23.0, 1134.0, 483.0, 18.0], 3RUGD0_hX5, 5656795]
[folio, [16.0, 1195.0, 442.0, 18.0], shoonya_6sPCWOG605O743, 5656795]
