[2339, 1656]
[chapter-title, [666.0, 391.0, 234.0, 70.5], shoonya_9s0BYTPHLG70WW, 5750219]
[paragraph, [171.0, 485.0, 1222.0, 36.0], shoonya_7sHBTNQ06ACF94, 5750219]
[paragraph, [171.0, 521.0, 1222.0, 36.0], shoonya_7sHBTNQ06ACF94, 5750219]
[paragraph, [171.0, 557.0, 1222.0, 36.0], shoonya_7sHBTNQ06ACF94, 5750219]
[paragraph, [171.0, 593.0, 1222.0, 36.0], shoonya_7sHBTNQ06ACF94, 5750219]
[paragraph, [171.0, 629.0, 1222.0, 36.0], shoonya_7sHBTNQ06ACF94, 5750219]
[paragraph, [169.0, 683.0, 335.0, 36.0], VzRKjM11ah, 5750219]
[paragraph, [169.0, 719.0, 335.0, 36.0], VzRKjM11ah, 5750219]
[paragraph, [556.0, 691.0, 426.0, 36.0], ENjRoRJkcP, 5750219]
[paragraph, [556.0, 727.0, 426.0, 36.0], ENjRoRJkcP, 5750219]
[paragraph, [556.0, 763.0, 426.0, 36.0], ENjRoRJkcP, 5750219]
[paragraph, [176.0, 834.0, 995.0, 36.0], shoonya_5sA1RVVJ3IAJ1B, 5750219]
[paragraph, [179.0, 902.0, 1209.0, 36.0], shoonya_2sMEMMJ8W7A2LU, 5750219]
[paragraph, [179.0, 938.0, 1209.0, 36.0], shoonya_2sMEMMJ8W7A2LU, 5750219]
[paragraph, [179.0, 974.0, 1209.0, 36.0], shoonya_2sMEMMJ8W7A2LU, 5750219]
[paragraph, [182.0, 1043.0, 1209.0, 36.0], shoonya_1sIDTNVZKXSRH3, 5750219]
[paragraph, [182.0, 1079.0, 1209.0, 36.0], shoonya_1sIDTNVZKXSRH3, 5750219]
[paragraph, [182.0, 1115.0, 1209.0, 36.0], shoonya_1sIDTNVZKXSRH3, 5750219]
[paragraph, [182.0, 1151.0, 1209.0, 36.0], shoonya_1sIDTNVZKXSRH3, 5750219]
[paragraph, [182.0, 1187.0, 1209.0, 36.0], shoonya_1sIDTNVZKXSRH3, 5750219]
[paragraph, [177.0, 1244.0, 1221.0, 36.0], shoonya_0sR8KQ073KTK1F, 5750219]
[paragraph, [177.0, 1280.0, 1221.0, 36.0], shoonya_0sR8KQ073KTK1F, 5750219]
[paragraph, [177.0, 1316.0, 1221.0, 36.0], shoonya_0sR8KQ073KTK1F, 5750219]
[paragraph, [177.0, 1352.0, 1221.0, 36.0], shoonya_0sR8KQ073KTK1F, 5750219]
[paragraph, [177.0, 1388.0, 1221.0, 36.0], shoonya_0sR8KQ073KTK1F, 5750219]
[paragraph, [177.0, 1424.0, 1221.0, 36.0], shoonya_0sR8KQ073KTK1F, 5750219]
[paragraph, [177.0, 1460.0, 1221.0, 36.0], shoonya_0sR8KQ073KTK1F, 5750219]
[paragraph, [177.0, 1496.0, 1221.0, 36.0], shoonya_0sR8KQ073KTK1F, 5750219]
[paragraph, [177.0, 1532.0, 1221.0, 36.0], shoonya_0sR8KQ073KTK1F, 5750219]
[paragraph, [177.0, 1568.0, 1221.0, 36.0], shoonya_0sR8KQ073KTK1F, 5750219]
[paragraph, [182.0, 1649.0, 1216.0, 36.0], shoonya_4sOV5PW11GYVUM, 5750219]
[paragraph, [182.0, 1685.0, 1216.0, 36.0], shoonya_4sOV5PW11GYVUM, 5750219]
[paragraph, [182.0, 1721.0, 1216.0, 36.0], shoonya_4sOV5PW11GYVUM, 5750219]
[paragraph, [182.0, 1757.0, 1216.0, 36.0], shoonya_4sOV5PW11GYVUM, 5750219]
[paragraph, [182.0, 1793.0, 1216.0, 36.0], shoonya_4sOV5PW11GYVUM, 5750219]
[paragraph, [174.0, 1852.0, 1226.0, 36.0], shoonya_6s061HDVYHIXLX, 5750219]
[paragraph, [174.0, 1888.0, 1226.0, 36.0], shoonya_6s061HDVYHIXLX, 5750219]
[paragraph, [174.0, 1924.0, 1226.0, 36.0], shoonya_6s061HDVYHIXLX, 5750219]
[paragraph, [174.0, 1960.0, 1226.0, 36.0], shoonya_6s061HDVYHIXLX, 5750219]
[paragraph, [174.0, 1996.0, 1226.0, 36.0], shoonya_6s061HDVYHIXLX, 5750219]
[paragraph, [174.0, 2032.0, 1226.0, 36.0], shoonya_6s061HDVYHIXLX, 5750219]
[paragraph, [174.0, 2068.0, 1226.0, 36.0], shoonya_6s061HDVYHIXLX, 5750219]
[paragraph, [174.0, 2104.0, 1226.0, 36.0], shoonya_6s061HDVYHIXLX, 5750219]
[paragraph, [174.0, 2140.0, 1226.0, 36.0], shoonya_6s061HDVYHIXLX, 5750219]
[paragraph, [174.0, 2176.0, 1226.0, 36.0], shoonya_6s061HDVYHIXLX, 5750219]
