[1650, 1275]
[section-title, [178.0, 144.0, 361.0, 49.5], 7wn1o4FJUD, 5703975]
[paragraph, [184.0, 236.0, 903.0, 36.0], shoonya_3s8GV1C9W10HRQ, 5703975]
[paragraph, [184.0, 272.0, 903.0, 36.0], shoonya_3s8GV1C9W10HRQ, 5703975]
[paragraph, [184.0, 308.0, 903.0, 36.0], shoonya_3s8GV1C9W10HRQ, 5703975]
[paragraph, [184.0, 344.0, 903.0, 36.0], shoonya_3s8GV1C9W10HRQ, 5703975]
[paragraph, [184.0, 380.0, 903.0, 36.0], shoonya_3s8GV1C9W10HRQ, 5703975]
[paragraph, [184.0, 416.0, 903.0, 36.0], shoonya_3s8GV1C9W10HRQ, 5703975]
[paragraph, [184.0, 452.0, 903.0, 36.0], shoonya_3s8GV1C9W10HRQ, 5703975]
[paragraph, [184.0, 488.0, 903.0, 36.0], shoonya_3s8GV1C9W10HRQ, 5703975]
[paragraph, [184.0, 524.0, 903.0, 36.0], shoonya_3s8GV1C9W10HRQ, 5703975]
[paragraph, [184.0, 560.0, 903.0, 36.0], shoonya_3s8GV1C9W10HRQ, 5703975]
[paragraph, [184.0, 596.0, 903.0, 36.0], shoonya_3s8GV1C9W10HRQ, 5703975]
[paragraph, [184.0, 632.0, 903.0, 36.0], shoonya_3s8GV1C9W10HRQ, 5703975]
[paragraph, [184.0, 668.0, 903.0, 36.0], shoonya_3s8GV1C9W10HRQ, 5703975]
[paragraph, [184.0, 704.0, 903.0, 36.0], shoonya_3s8GV1C9W10HRQ, 5703975]
[paragraph, [186.0, 777.0, 893.0, 36.0], shoonya_4sNRRYSLWGBIM0, 5703975]
[paragraph, [186.0, 813.0, 893.0, 36.0], shoonya_4sNRRYSLWGBIM0, 5703975]
[paragraph, [186.0, 849.0, 893.0, 36.0], shoonya_4sNRRYSLWGBIM0, 5703975]
[paragraph, [186.0, 885.0, 893.0, 36.0], shoonya_4sNRRYSLWGBIM0, 5703975]
[paragraph, [186.0, 921.0, 893.0, 36.0], shoonya_4sNRRYSLWGBIM0, 5703975]
[paragraph, [186.0, 957.0, 893.0, 36.0], shoonya_4sNRRYSLWGBIM0, 5703975]
[paragraph, [186.0, 993.0, 893.0, 36.0], shoonya_4sNRRYSLWGBIM0, 5703975]
[paragraph, [186.0, 1049.0, 897.0, 36.0], shoonya_1sBWK913JYAJHK, 5703975]
[paragraph, [186.0, 1085.0, 897.0, 36.0], shoonya_1sBWK913JYAJHK, 5703975]
[paragraph, [186.0, 1121.0, 897.0, 36.0], shoonya_1sBWK913JYAJHK, 5703975]
[paragraph, [186.0, 1157.0, 897.0, 36.0], shoonya_1sBWK913JYAJHK, 5703975]
[paragraph, [186.0, 1193.0, 897.0, 36.0], shoonya_1sBWK913JYAJHK, 5703975]
[paragraph, [186.0, 1229.0, 897.0, 36.0], shoonya_1sBWK913JYAJHK, 5703975]
[paragraph, [186.0, 1273.0, 900.0, 36.0], shoonya_0sQ77SG6PD93P5, 5703975]
[paragraph, [186.0, 1309.0, 900.0, 36.0], shoonya_0sQ77SG6PD93P5, 5703975]
[paragraph, [186.0, 1345.0, 900.0, 36.0], shoonya_0sQ77SG6PD93P5, 5703975]
[paragraph, [186.0, 1381.0, 900.0, 36.0], shoonya_0sQ77SG6PD93P5, 5703975]
[paragraph, [186.0, 1417.0, 900.0, 36.0], shoonya_0sQ77SG6PD93P5, 5703975]
[paragraph, [186.0, 1453.0, 900.0, 36.0], shoonya_0sQ77SG6PD93P5, 5703975]
