[1050, 693]
[folio, [89.0, 85.0, 86.0, 18.0], shoonya_1s7NW91D07XEWI, 5702104]
[paragraph, [87.0, 128.0, 522.0, 18.0], xbheOvdiTu, 5702104]
[paragraph, [87.0, 146.0, 522.0, 18.0], xbheOvdiTu, 5702104]
[paragraph, [87.0, 164.0, 522.0, 18.0], xbheOvdiTu, 5702104]
[paragraph, [87.0, 182.0, 522.0, 18.0], xbheOvdiTu, 5702104]
[paragraph, [87.0, 200.0, 522.0, 18.0], xbheOvdiTu, 5702104]
[paragraph, [87.0, 218.0, 522.0, 18.0], xbheOvdiTu, 5702104]
[paragraph, [87.0, 236.0, 522.0, 18.0], xbheOvdiTu, 5702104]
[paragraph, [83.0, 272.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [83.0, 290.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [83.0, 308.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [83.0, 326.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [83.0, 344.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [83.0, 362.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [83.0, 380.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [83.0, 398.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [83.0, 416.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [83.0, 434.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [83.0, 452.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [83.0, 470.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [83.0, 488.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [83.0, 506.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [83.0, 524.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [83.0, 542.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [83.0, 560.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [83.0, 578.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [83.0, 596.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [83.0, 614.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [83.0, 632.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [83.0, 650.0, 529.0, 18.0], shoonya_0sCTN3NZV0HUS7, 5702104]
[paragraph, [81.0, 686.0, 531.0, 18.0], shoonya_2s4RDPYHTT30DO, 5702104]
[paragraph, [81.0, 704.0, 531.0, 18.0], shoonya_2s4RDPYHTT30DO, 5702104]
[paragraph, [81.0, 722.0, 531.0, 18.0], shoonya_2s4RDPYHTT30DO, 5702104]
[paragraph, [81.0, 740.0, 531.0, 18.0], shoonya_2s4RDPYHTT30DO, 5702104]
[paragraph, [81.0, 758.0, 531.0, 18.0], shoonya_2s4RDPYHTT30DO, 5702104]
[paragraph, [81.0, 776.0, 531.0, 18.0], shoonya_2s4RDPYHTT30DO, 5702104]
[paragraph, [81.0, 794.0, 531.0, 18.0], shoonya_2s4RDPYHTT30DO, 5702104]
[paragraph, [81.0, 812.0, 531.0, 18.0], shoonya_2s4RDPYHTT30DO, 5702104]
[paragraph, [81.0, 830.0, 531.0, 18.0], shoonya_2s4RDPYHTT30DO, 5702104]
[paragraph, [81.0, 848.0, 531.0, 18.0], shoonya_2s4RDPYHTT30DO, 5702104]
[paragraph, [81.0, 866.0, 531.0, 18.0], shoonya_2s4RDPYHTT30DO, 5702104]
[paragraph, [82.0, 906.0, 532.0, 18.0], H3PEaVQmH8, 5702104]
[paragraph, [82.0, 924.0, 532.0, 18.0], H3PEaVQmH8, 5702104]
[paragraph, [82.0, 942.0, 532.0, 18.0], H3PEaVQmH8, 5702104]
[paragraph, [82.0, 960.0, 532.0, 18.0], H3PEaVQmH8, 5702104]
