[792, 612]
[section-title, [225.0, 91.0, 162.0, 30.0], O8lea_M9AT, 6516802]
[paragraph, [403.0, 145.0, 158.0, 18.0], 8MkGEaDDdL, 6516802]
[paragraph, [403.0, 163.0, 158.0, 18.0], 8MkGEaDDdL, 6516802]
[paragraph, [403.0, 181.0, 158.0, 18.0], 8MkGEaDDdL, 6516802]
[paragraph, [403.0, 199.0, 158.0, 18.0], 8MkGEaDDdL, 6516802]
[paragraph, [403.0, 217.0, 158.0, 18.0], 8MkGEaDDdL, 6516802]
[paragraph, [403.0, 235.0, 158.0, 18.0], 8MkGEaDDdL, 6516802]
[paragraph, [403.0, 253.0, 158.0, 18.0], 8MkGEaDDdL, 6516802]
[paragraph, [403.0, 271.0, 158.0, 18.0], 8MkGEaDDdL, 6516802]
[paragraph, [403.0, 289.0, 158.0, 18.0], 8MkGEaDDdL, 6516802]
[paragraph, [403.0, 307.0, 158.0, 18.0], 8MkGEaDDdL, 6516802]
[paragraph, [225.0, 149.0, 164.0, 18.0], 1zhh0XMVlP, 6516802]
[paragraph, [225.0, 167.0, 164.0, 18.0], 1zhh0XMVlP, 6516802]
[paragraph, [225.0, 185.0, 164.0, 18.0], 1zhh0XMVlP, 6516802]
[paragraph, [225.0, 203.0, 164.0, 18.0], 1zhh0XMVlP, 6516802]
[paragraph, [225.0, 221.0, 164.0, 18.0], 1zhh0XMVlP, 6516802]
[paragraph, [225.0, 239.0, 164.0, 18.0], 1zhh0XMVlP, 6516802]
[paragraph, [225.0, 257.0, 164.0, 18.0], 1zhh0XMVlP, 6516802]
[paragraph, [225.0, 275.0, 164.0, 18.0], 1zhh0XMVlP, 6516802]
[paragraph, [225.0, 293.0, 164.0, 18.0], 1zhh0XMVlP, 6516802]
[paragraph, [225.0, 311.0, 164.0, 18.0], 1zhh0XMVlP, 6516802]
[paragraph, [225.0, 329.0, 164.0, 18.0], 1zhh0XMVlP, 6516802]
[paragraph, [225.0, 347.0, 164.0, 18.0], 1zhh0XMVlP, 6516802]
[paragraph, [225.0, 365.0, 164.0, 18.0], 1zhh0XMVlP, 6516802]
[paragraph, [225.0, 383.0, 164.0, 18.0], 1zhh0XMVlP, 6516802]
[paragraph, [225.0, 401.0, 164.0, 18.0], 1zhh0XMVlP, 6516802]
[paragraph, [225.0, 419.0, 164.0, 18.0], 1zhh0XMVlP, 6516802]
[paragraph, [225.0, 437.0, 164.0, 18.0], 1zhh0XMVlP, 6516802]
[paragraph, [225.0, 455.0, 164.0, 18.0], 1zhh0XMVlP, 6516802]
[paragraph, [225.0, 473.0, 164.0, 18.0], 1zhh0XMVlP, 6516802]
[paragraph, [225.0, 491.0, 164.0, 18.0], 1zhh0XMVlP, 6516802]
[paragraph, [47.0, 185.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 203.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 221.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 239.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 257.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 275.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 293.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 311.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 329.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 347.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 365.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 383.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 401.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 419.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 437.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 455.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 473.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 491.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 509.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 527.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 545.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 563.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 581.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 599.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 617.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 635.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 653.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [47.0, 671.0, 160.0, 18.0], Stuo0tkllC, 6516802]
[paragraph, [403.0, 337.0, 159.0, 18.0], bBuVpv4cxK, 6516802]
[paragraph, [403.0, 355.0, 159.0, 18.0], bBuVpv4cxK, 6516802]
[paragraph, [403.0, 373.0, 159.0, 18.0], bBuVpv4cxK, 6516802]
[paragraph, [403.0, 391.0, 159.0, 18.0], bBuVpv4cxK, 6516802]
[paragraph, [403.0, 409.0, 159.0, 18.0], bBuVpv4cxK, 6516802]
[paragraph, [403.0, 427.0, 159.0, 18.0], bBuVpv4cxK, 6516802]
[paragraph, [403.0, 445.0, 159.0, 18.0], bBuVpv4cxK, 6516802]
[paragraph, [403.0, 463.0, 159.0, 18.0], bBuVpv4cxK, 6516802]
[paragraph, [403.0, 481.0, 159.0, 18.0], bBuVpv4cxK, 6516802]
[paragraph, [223.0, 518.0, 163.0, 18.0], -OMaHBEFKJ, 6516802]
[paragraph, [223.0, 536.0, 163.0, 18.0], -OMaHBEFKJ, 6516802]
[paragraph, [398.0, 526.0, 162.0, 18.0], 1vtJYj-4bq, 6516802]
[paragraph, [398.0, 544.0, 162.0, 18.0], 1vtJYj-4bq, 6516802]
[paragraph, [398.0, 562.0, 162.0, 18.0], 1vtJYj-4bq, 6516802]
[paragraph, [398.0, 580.0, 162.0, 18.0], 1vtJYj-4bq, 6516802]
[paragraph, [398.0, 598.0, 162.0, 18.0], 1vtJYj-4bq, 6516802]
[paragraph, [398.0, 616.0, 162.0, 18.0], 1vtJYj-4bq, 6516802]
[paragraph, [398.0, 634.0, 162.0, 18.0], 1vtJYj-4bq, 6516802]
[paragraph, [398.0, 652.0, 162.0, 18.0], 1vtJYj-4bq, 6516802]
[paragraph, [398.0, 670.0, 162.0, 18.0], 1vtJYj-4bq, 6516802]
[paragraph, [225.0, 558.0, 161.0, 18.0], tR42oplXPp, 6516802]
[paragraph, [225.0, 576.0, 161.0, 18.0], tR42oplXPp, 6516802]
[paragraph, [225.0, 594.0, 161.0, 18.0], tR42oplXPp, 6516802]
[paragraph, [222.0, 628.0, 164.0, 18.0], ESCxv06vOm, 6516802]
[paragraph, [222.0, 646.0, 164.0, 18.0], ESCxv06vOm, 6516802]
[paragraph, [222.0, 664.0, 164.0, 18.0], ESCxv06vOm, 6516802]
