[1248, 900]
[chapter-title, [393.0, 34.0, 243.0, 30.0], shoonya_14sRDNEU4Q6QYK, 5776757]
[paragraph, [207.0, 72.0, 623.0, 18.0], shoonya_11sKWFWIVW0ET8, 5776757]
[paragraph, [207.0, 90.0, 623.0, 18.0], shoonya_11sKWFWIVW0ET8, 5776757]
[paragraph, [207.0, 108.0, 623.0, 18.0], shoonya_11sKWFWIVW0ET8, 5776757]
[paragraph, [204.0, 119.0, 628.0, 18.0], shoonya_10sAVNTFZOSZRB, 5776757]
[paragraph, [204.0, 137.0, 628.0, 18.0], shoonya_10sAVNTFZOSZRB, 5776757]
[paragraph, [204.0, 155.0, 628.0, 18.0], shoonya_10sAVNTFZOSZRB, 5776757]
[paragraph, [210.0, 169.0, 624.0, 18.0], shoonya_16s011I5HU7IQV, 5776757]
[paragraph, [210.0, 187.0, 624.0, 18.0], shoonya_16s011I5HU7IQV, 5776757]
[paragraph, [210.0, 205.0, 624.0, 18.0], shoonya_16s011I5HU7IQV, 5776757]
[paragraph, [205.0, 223.0, 621.0, 18.0], shoonya_3sC0VHEI6GQ567, 5776757]
[paragraph, [205.0, 241.0, 621.0, 18.0], shoonya_3sC0VHEI6GQ567, 5776757]
[paragraph, [205.0, 259.0, 621.0, 18.0], shoonya_3sC0VHEI6GQ567, 5776757]
[paragraph, [205.0, 277.0, 621.0, 18.0], shoonya_3sC0VHEI6GQ567, 5776757]
[paragraph, [205.0, 295.0, 621.0, 18.0], shoonya_3sC0VHEI6GQ567, 5776757]
[paragraph, [204.0, 322.0, 626.0, 18.0], shoonya_1sCUWRYCR7V0HB, 5776757]
[paragraph, [204.0, 340.0, 626.0, 18.0], shoonya_1sCUWRYCR7V0HB, 5776757]
[paragraph, [204.0, 358.0, 626.0, 18.0], shoonya_1sCUWRYCR7V0HB, 5776757]
[paragraph, [204.0, 376.0, 626.0, 18.0], shoonya_1sCUWRYCR7V0HB, 5776757]
[paragraph, [225.0, 398.0, 289.0, 18.0], shoonya_5sQV4QVQKKIO3T, 5776757]
[paragraph, [226.0, 424.0, 176.0, 18.0], shoonya_6sH4MZAILQBI88, 5776757]
[paragraph, [223.0, 447.0, 402.0, 18.0], shoonya_9sP9PCARJ0JH4Q, 5776757]
[paragraph, [226.0, 473.0, 63.0, 18.0], shoonya_8sA2OC659Y392P, 5776757]
[paragraph, [203.0, 497.0, 626.0, 18.0], shoonya_15sJ4S9AVKMYV4, 5776757]
[paragraph, [203.0, 515.0, 626.0, 18.0], shoonya_15sJ4S9AVKMYV4, 5776757]
[paragraph, [203.0, 533.0, 626.0, 18.0], shoonya_15sJ4S9AVKMYV4, 5776757]
[paragraph, [207.0, 548.0, 624.0, 18.0], shoonya_13sG3ULH9MK8ND, 5776757]
[paragraph, [207.0, 566.0, 624.0, 18.0], shoonya_13sG3ULH9MK8ND, 5776757]
[paragraph, [207.0, 584.0, 624.0, 18.0], shoonya_13sG3ULH9MK8ND, 5776757]
[paragraph, [202.0, 597.0, 624.0, 18.0], shoonya_7sWWXH6U3NBCZE, 5776757]
