[1326, 829]
[headline, [362.0, 75.0, 131.0, 25.5], shoonya_1sHH1830JFTYUC, 5769799]
[paragraph, [73.0, 136.0, 329.0, 18.0], s7AreH_ILv, 5769799]
[paragraph, [73.0, 154.0, 329.0, 18.0], s7AreH_ILv, 5769799]
[paragraph, [73.0, 172.0, 329.0, 18.0], s7AreH_ILv, 5769799]
[paragraph, [73.0, 190.0, 329.0, 18.0], s7AreH_ILv, 5769799]
[paragraph, [73.0, 208.0, 329.0, 18.0], s7AreH_ILv, 5769799]
[paragraph, [73.0, 226.0, 329.0, 18.0], s7AreH_ILv, 5769799]
[paragraph, [73.0, 244.0, 329.0, 18.0], s7AreH_ILv, 5769799]
[paragraph, [411.0, 136.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 154.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 172.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 190.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 208.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 226.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 244.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 262.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 280.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 298.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 316.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 334.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 352.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 370.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 388.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 406.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 424.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 442.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 460.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 478.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 496.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 514.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 532.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 550.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 568.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 586.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 604.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 622.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 640.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 658.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 676.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 694.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 712.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 730.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 748.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 766.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 784.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 802.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 820.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 838.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 856.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 874.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 892.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [411.0, 910.0, 338.0, 18.0], NGcWAbaxuJ, 5769799]
[paragraph, [72.0, 262.0, 341.0, 18.0], JNbeoEezUV, 5769799]
[paragraph, [72.0, 280.0, 341.0, 18.0], JNbeoEezUV, 5769799]
[paragraph, [72.0, 298.0, 341.0, 18.0], JNbeoEezUV, 5769799]
[paragraph, [72.0, 316.0, 341.0, 18.0], JNbeoEezUV, 5769799]
[paragraph, [72.0, 334.0, 341.0, 18.0], JNbeoEezUV, 5769799]
[paragraph, [69.0, 368.0, 345.0, 18.0], ySUTKmWfEI, 5769799]
[paragraph, [69.0, 386.0, 345.0, 18.0], ySUTKmWfEI, 5769799]
[paragraph, [69.0, 404.0, 345.0, 18.0], ySUTKmWfEI, 5769799]
[paragraph, [69.0, 422.0, 345.0, 18.0], ySUTKmWfEI, 5769799]
[paragraph, [69.0, 440.0, 345.0, 18.0], ySUTKmWfEI, 5769799]
[paragraph, [69.0, 458.0, 345.0, 18.0], ySUTKmWfEI, 5769799]
[paragraph, [69.0, 476.0, 345.0, 18.0], ySUTKmWfEI, 5769799]
[paragraph, [69.0, 494.0, 345.0, 18.0], ySUTKmWfEI, 5769799]
[paragraph, [69.0, 512.0, 345.0, 18.0], ySUTKmWfEI, 5769799]
[paragraph, [69.0, 530.0, 345.0, 18.0], ySUTKmWfEI, 5769799]
[paragraph, [69.0, 548.0, 345.0, 18.0], ySUTKmWfEI, 5769799]
[paragraph, [69.0, 566.0, 345.0, 18.0], ySUTKmWfEI, 5769799]
[paragraph, [69.0, 584.0, 345.0, 18.0], ySUTKmWfEI, 5769799]
[paragraph, [65.0, 601.0, 334.0, 18.0], i_NNDDPE5d, 5769799]
[paragraph, [65.0, 619.0, 334.0, 18.0], i_NNDDPE5d, 5769799]
[paragraph, [65.0, 637.0, 334.0, 18.0], i_NNDDPE5d, 5769799]
[paragraph, [65.0, 655.0, 334.0, 18.0], i_NNDDPE5d, 5769799]
[paragraph, [65.0, 673.0, 334.0, 18.0], i_NNDDPE5d, 5769799]
[paragraph, [65.0, 691.0, 334.0, 18.0], i_NNDDPE5d, 5769799]
[paragraph, [65.0, 709.0, 334.0, 18.0], i_NNDDPE5d, 5769799]
[paragraph, [65.0, 727.0, 334.0, 18.0], i_NNDDPE5d, 5769799]
[paragraph, [65.0, 745.0, 334.0, 18.0], i_NNDDPE5d, 5769799]
[paragraph, [65.0, 763.0, 334.0, 18.0], i_NNDDPE5d, 5769799]
[paragraph, [65.0, 781.0, 334.0, 18.0], i_NNDDPE5d, 5769799]
[paragraph, [59.0, 808.0, 351.0, 18.0], nedPJj-w06, 5769799]
[paragraph, [59.0, 826.0, 351.0, 18.0], nedPJj-w06, 5769799]
[paragraph, [59.0, 844.0, 351.0, 18.0], nedPJj-w06, 5769799]
[paragraph, [59.0, 862.0, 351.0, 18.0], nedPJj-w06, 5769799]
[paragraph, [59.0, 880.0, 351.0, 18.0], nedPJj-w06, 5769799]
[paragraph, [59.0, 898.0, 351.0, 18.0], nedPJj-w06, 5769799]
[paragraph, [59.0, 916.0, 351.0, 18.0], nedPJj-w06, 5769799]
[paragraph, [59.0, 934.0, 351.0, 18.0], nedPJj-w06, 5769799]
[paragraph, [422.0, 940.0, 333.0, 18.0], BMWNRy_RN6, 5769799]
[paragraph, [422.0, 958.0, 333.0, 18.0], BMWNRy_RN6, 5769799]
[paragraph, [422.0, 976.0, 333.0, 18.0], BMWNRy_RN6, 5769799]
[paragraph, [422.0, 994.0, 333.0, 18.0], BMWNRy_RN6, 5769799]
[paragraph, [422.0, 1012.0, 333.0, 18.0], BMWNRy_RN6, 5769799]
[paragraph, [422.0, 1030.0, 333.0, 18.0], BMWNRy_RN6, 5769799]
[paragraph, [422.0, 1048.0, 333.0, 18.0], BMWNRy_RN6, 5769799]
[paragraph, [422.0, 1066.0, 333.0, 18.0], BMWNRy_RN6, 5769799]
[paragraph, [422.0, 1084.0, 333.0, 18.0], BMWNRy_RN6, 5769799]
[paragraph, [422.0, 1102.0, 333.0, 18.0], BMWNRy_RN6, 5769799]
[paragraph, [422.0, 1120.0, 333.0, 18.0], BMWNRy_RN6, 5769799]
[paragraph, [422.0, 1138.0, 333.0, 18.0], BMWNRy_RN6, 5769799]
[paragraph, [422.0, 1156.0, 333.0, 18.0], BMWNRy_RN6, 5769799]
[paragraph, [422.0, 1174.0, 333.0, 18.0], BMWNRy_RN6, 5769799]
[paragraph, [422.0, 1192.0, 333.0, 18.0], BMWNRy_RN6, 5769799]
[paragraph, [422.0, 1210.0, 333.0, 18.0], BMWNRy_RN6, 5769799]
[paragraph, [422.0, 1228.0, 333.0, 18.0], BMWNRy_RN6, 5769799]
[paragraph, [53.0, 966.0, 361.0, 18.0], wwBp3TkDBG, 5769799]
[paragraph, [53.0, 984.0, 361.0, 18.0], wwBp3TkDBG, 5769799]
[paragraph, [53.0, 1002.0, 361.0, 18.0], wwBp3TkDBG, 5769799]
[paragraph, [53.0, 1020.0, 361.0, 18.0], wwBp3TkDBG, 5769799]
[paragraph, [53.0, 1038.0, 361.0, 18.0], wwBp3TkDBG, 5769799]
[paragraph, [53.0, 1056.0, 361.0, 18.0], wwBp3TkDBG, 5769799]
[paragraph, [53.0, 1074.0, 361.0, 18.0], wwBp3TkDBG, 5769799]
[paragraph, [53.0, 1092.0, 361.0, 18.0], wwBp3TkDBG, 5769799]
[paragraph, [53.0, 1110.0, 361.0, 18.0], wwBp3TkDBG, 5769799]
[paragraph, [53.0, 1128.0, 361.0, 18.0], wwBp3TkDBG, 5769799]
[paragraph, [53.0, 1146.0, 361.0, 18.0], wwBp3TkDBG, 5769799]
[paragraph, [53.0, 1164.0, 361.0, 18.0], wwBp3TkDBG, 5769799]
[paragraph, [53.0, 1182.0, 361.0, 18.0], wwBp3TkDBG, 5769799]
[paragraph, [53.0, 1200.0, 361.0, 18.0], wwBp3TkDBG, 5769799]
[paragraph, [53.0, 1218.0, 361.0, 18.0], wwBp3TkDBG, 5769799]
[paragraph, [53.0, 1236.0, 361.0, 18.0], wwBp3TkDBG, 5769799]
