[1755, 1241]
[paragraph, [138.0, 163.0, 957.0, 36.0], shoonya_0sO56VKQ2Y56YE, 5708749]
[paragraph, [138.0, 199.0, 957.0, 36.0], shoonya_0sO56VKQ2Y56YE, 5708749]
[ordered-list, [137.0, 316.0, 961.0, 36.0], shoonya_1sR2HNLE6JA952, 5708749]
[ordered-list, [137.0, 352.0, 961.0, 36.0], shoonya_1sR2HNLE6JA952, 5708749]
[ordered-list, [137.0, 388.0, 961.0, 36.0], shoonya_1sR2HNLE6JA952, 5708749]
[ordered-list, [137.0, 424.0, 961.0, 36.0], shoonya_1sR2HNLE6JA952, 5708749]
[ordered-list, [137.0, 460.0, 961.0, 36.0], shoonya_1sR2HNLE6JA952, 5708749]
[ordered-list, [137.0, 496.0, 961.0, 36.0], shoonya_1sR2HNLE6JA952, 5708749]
[ordered-list, [137.0, 532.0, 961.0, 36.0], shoonya_1sR2HNLE6JA952, 5708749]
[ordered-list, [137.0, 568.0, 961.0, 36.0], shoonya_1sR2HNLE6JA952, 5708749]
[ordered-list, [137.0, 604.0, 961.0, 36.0], shoonya_1sR2HNLE6JA952, 5708749]
[ordered-list, [137.0, 640.0, 961.0, 36.0], shoonya_1sR2HNLE6JA952, 5708749]
[ordered-list, [137.0, 676.0, 961.0, 36.0], shoonya_1sR2HNLE6JA952, 5708749]
[ordered-list, [137.0, 712.0, 961.0, 36.0], shoonya_1sR2HNLE6JA952, 5708749]
[ordered-list, [137.0, 748.0, 961.0, 36.0], shoonya_1sR2HNLE6JA952, 5708749]
[ordered-list, [137.0, 784.0, 961.0, 36.0], shoonya_1sR2HNLE6JA952, 5708749]
[ordered-list, [137.0, 820.0, 961.0, 36.0], shoonya_1sR2HNLE6JA952, 5708749]
[ordered-list, [137.0, 856.0, 961.0, 36.0], shoonya_1sR2HNLE6JA952, 5708749]
[ordered-list, [144.0, 903.0, 957.0, 36.0], _Q3zA6QXI9, 5708749]
[ordered-list, [144.0, 939.0, 957.0, 36.0], _Q3zA6QXI9, 5708749]
[ordered-list, [144.0, 975.0, 957.0, 36.0], _Q3zA6QXI9, 5708749]
[ordered-list, [144.0, 1011.0, 957.0, 36.0], _Q3zA6QXI9, 5708749]
[ordered-list, [144.0, 1047.0, 957.0, 36.0], _Q3zA6QXI9, 5708749]
[ordered-list, [144.0, 1083.0, 957.0, 36.0], _Q3zA6QXI9, 5708749]
[ordered-list, [144.0, 1119.0, 957.0, 36.0], _Q3zA6QXI9, 5708749]
[ordered-list, [144.0, 1155.0, 957.0, 36.0], _Q3zA6QXI9, 5708749]
[ordered-list, [144.0, 1191.0, 957.0, 36.0], _Q3zA6QXI9, 5708749]
[ordered-list, [144.0, 1227.0, 957.0, 36.0], _Q3zA6QXI9, 5708749]
[ordered-list, [144.0, 1263.0, 957.0, 36.0], _Q3zA6QXI9, 5708749]
[ordered-list, [144.0, 1299.0, 957.0, 36.0], _Q3zA6QXI9, 5708749]
[ordered-list, [144.0, 1335.0, 957.0, 36.0], _Q3zA6QXI9, 5708749]
[ordered-list, [144.0, 1371.0, 957.0, 36.0], _Q3zA6QXI9, 5708749]
[ordered-list, [144.0, 1407.0, 957.0, 36.0], _Q3zA6QXI9, 5708749]
[ordered-list, [144.0, 1443.0, 957.0, 36.0], _Q3zA6QXI9, 5708749]
[ordered-list, [144.0, 1479.0, 957.0, 36.0], _Q3zA6QXI9, 5708749]
[ordered-list, [144.0, 1515.0, 957.0, 36.0], _Q3zA6QXI9, 5708749]
[ordered-list, [144.0, 1551.0, 957.0, 36.0], _Q3zA6QXI9, 5708749]
[sub-ordered-list, [214.0, 977.0, 727.0, 36.0], hNrRkNuWmN, 5708749]
[sub-ordered-list, [214.0, 1013.0, 727.0, 36.0], hNrRkNuWmN, 5708749]
[sub-ordered-list, [214.0, 1049.0, 727.0, 36.0], hNrRkNuWmN, 5708749]
[sub-ordered-list, [214.0, 1085.0, 727.0, 36.0], hNrRkNuWmN, 5708749]
[sub-ordered-list, [214.0, 1121.0, 727.0, 36.0], hNrRkNuWmN, 5708749]
[sub-ordered-list, [214.0, 1157.0, 727.0, 36.0], hNrRkNuWmN, 5708749]
[sub-ordered-list, [214.0, 1193.0, 727.0, 36.0], hNrRkNuWmN, 5708749]
[sub-ordered-list, [214.0, 1229.0, 727.0, 36.0], hNrRkNuWmN, 5708749]
[sub-ordered-list, [214.0, 1265.0, 727.0, 36.0], hNrRkNuWmN, 5708749]
[sub-ordered-list, [214.0, 1301.0, 727.0, 36.0], hNrRkNuWmN, 5708749]
[sub-ordered-list, [214.0, 1337.0, 727.0, 36.0], hNrRkNuWmN, 5708749]
[sub-ordered-list, [214.0, 1373.0, 727.0, 36.0], hNrRkNuWmN, 5708749]
[sub-ordered-list, [214.0, 1409.0, 727.0, 36.0], hNrRkNuWmN, 5708749]
