[1320, 1176]
[chapter-title, [122.0, 167.0, 239.0, 30.0], shoonya_0sAF5BWS7L6VSM, 5693755]
[chapter-title, [122.0, 197.0, 239.0, 30.0], shoonya_0sAF5BWS7L6VSM, 5693755]
[author, [825.0, 192.0, 229.0, 18.0], CpgWi_wIM1, 5693755]
[author, [825.0, 210.0, 229.0, 18.0], CpgWi_wIM1, 5693755]
[paragraph, [433.0, 283.0, 322.0, 18.0], cGQfNtCRth, 5693755]
[paragraph, [433.0, 301.0, 322.0, 18.0], cGQfNtCRth, 5693755]
[paragraph, [433.0, 319.0, 322.0, 18.0], cGQfNtCRth, 5693755]
[paragraph, [433.0, 337.0, 322.0, 18.0], cGQfNtCRth, 5693755]
[answer, [776.0, 286.0, 315.0, 18.0], h8o7ugOXTY, 5693755]
[answer, [776.0, 304.0, 315.0, 18.0], h8o7ugOXTY, 5693755]
[paragraph, [436.0, 383.0, 318.0, 18.0], p3bPZO9-rJ, 5693755]
[paragraph, [436.0, 401.0, 318.0, 18.0], p3bPZO9-rJ, 5693755]
[answer, [775.0, 497.0, 317.0, 18.0], QxNK7BLB0l, 5693755]
[answer, [775.0, 515.0, 317.0, 18.0], QxNK7BLB0l, 5693755]
[answer, [775.0, 533.0, 317.0, 18.0], QxNK7BLB0l, 5693755]
[answer, [775.0, 551.0, 317.0, 18.0], QxNK7BLB0l, 5693755]
[answer, [775.0, 569.0, 317.0, 18.0], QxNK7BLB0l, 5693755]
[answer, [775.0, 587.0, 317.0, 18.0], QxNK7BLB0l, 5693755]
[answer, [775.0, 605.0, 317.0, 18.0], QxNK7BLB0l, 5693755]
[answer, [775.0, 623.0, 317.0, 18.0], QxNK7BLB0l, 5693755]
[answer, [775.0, 641.0, 317.0, 18.0], QxNK7BLB0l, 5693755]
[answer, [775.0, 659.0, 317.0, 18.0], QxNK7BLB0l, 5693755]
[answer, [775.0, 677.0, 317.0, 18.0], QxNK7BLB0l, 5693755]
[answer, [425.0, 635.0, 329.0, 18.0], cwgN4K9SCA, 5693755]
[answer, [425.0, 653.0, 329.0, 18.0], cwgN4K9SCA, 5693755]
[answer, [425.0, 671.0, 329.0, 18.0], cwgN4K9SCA, 5693755]
[answer, [425.0, 689.0, 329.0, 18.0], cwgN4K9SCA, 5693755]
[answer, [425.0, 707.0, 329.0, 18.0], cwgN4K9SCA, 5693755]
[answer, [425.0, 725.0, 329.0, 18.0], cwgN4K9SCA, 5693755]
[answer, [425.0, 743.0, 329.0, 18.0], cwgN4K9SCA, 5693755]
[answer, [425.0, 761.0, 329.0, 18.0], cwgN4K9SCA, 5693755]
[answer, [425.0, 779.0, 329.0, 18.0], cwgN4K9SCA, 5693755]
[answer, [425.0, 797.0, 329.0, 18.0], cwgN4K9SCA, 5693755]
[answer, [425.0, 815.0, 329.0, 18.0], cwgN4K9SCA, 5693755]
[answer, [89.0, 671.0, 325.0, 18.0], iEX4nZ-MFk, 5693755]
[answer, [89.0, 689.0, 325.0, 18.0], iEX4nZ-MFk, 5693755]
[paragraph, [77.0, 725.0, 336.0, 18.0], Le37MbxUov, 5693755]
[paragraph, [77.0, 743.0, 336.0, 18.0], Le37MbxUov, 5693755]
[paragraph, [77.0, 761.0, 336.0, 18.0], Le37MbxUov, 5693755]
[paragraph, [77.0, 779.0, 336.0, 18.0], Le37MbxUov, 5693755]
[paragraph, [77.0, 797.0, 336.0, 18.0], Le37MbxUov, 5693755]
[paragraph, [77.0, 815.0, 336.0, 18.0], Le37MbxUov, 5693755]
[paragraph, [77.0, 833.0, 336.0, 18.0], Le37MbxUov, 5693755]
[paragraph, [77.0, 851.0, 336.0, 18.0], Le37MbxUov, 5693755]
[answer, [110.0, 882.0, 139.0, 18.0], xZv5cbKexE, 5693755]
[paragraph, [82.0, 913.0, 327.0, 18.0], kYU32y4U9D, 5693755]
[paragraph, [82.0, 931.0, 327.0, 18.0], kYU32y4U9D, 5693755]
[paragraph, [82.0, 949.0, 327.0, 18.0], kYU32y4U9D, 5693755]
[paragraph, [82.0, 967.0, 327.0, 18.0], kYU32y4U9D, 5693755]
[paragraph, [82.0, 985.0, 327.0, 18.0], kYU32y4U9D, 5693755]
[paragraph, [82.0, 1003.0, 327.0, 18.0], kYU32y4U9D, 5693755]
[paragraph, [76.0, 1041.0, 324.0, 18.0], _6QFEMUMku, 5693755]
[paragraph, [76.0, 1059.0, 324.0, 18.0], _6QFEMUMku, 5693755]
[paragraph, [76.0, 1077.0, 324.0, 18.0], _6QFEMUMku, 5693755]
[paragraph, [73.0, 1121.0, 328.0, 18.0], 1e-EnrfZGk, 5693755]
[paragraph, [73.0, 1139.0, 328.0, 18.0], 1e-EnrfZGk, 5693755]
[paragraph, [73.0, 1157.0, 328.0, 18.0], 1e-EnrfZGk, 5693755]
[paragraph, [73.0, 1175.0, 328.0, 18.0], 1e-EnrfZGk, 5693755]
[paragraph, [73.0, 1193.0, 328.0, 18.0], 1e-EnrfZGk, 5693755]
