[1545, 2000]
[section-title, [1464.0, 53.0, 385.0, 49.5], BC8MNgo30y, 6532506]
[section-title, [1464.0, 102.5, 385.0, 49.5], BC8MNgo30y, 6532506]
[section-title, [740.0, 61.0, 536.0, 49.5], -LAPz_RgFK, 6532506]
[section-title, [740.0, 110.5, 536.0, 49.5], -LAPz_RgFK, 6532506]
[section-title, [150.0, 93.0, 474.0, 49.5], YD-jBsBxMp, 6532506]
[paragraph, [1408.0, 179.0, 512.0, 36.0], 4wpFHv2A9y, 6532506]
[paragraph, [1408.0, 215.0, 512.0, 36.0], 4wpFHv2A9y, 6532506]
[paragraph, [1408.0, 251.0, 512.0, 36.0], 4wpFHv2A9y, 6532506]
[paragraph, [75.0, 190.0, 509.0, 36.0], iy5ACkQUEY, 6532506]
[paragraph, [75.0, 226.0, 509.0, 36.0], iy5ACkQUEY, 6532506]
[paragraph, [75.0, 262.0, 509.0, 36.0], iy5ACkQUEY, 6532506]
[paragraph, [75.0, 298.0, 509.0, 36.0], iy5ACkQUEY, 6532506]
[paragraph, [75.0, 334.0, 509.0, 36.0], iy5ACkQUEY, 6532506]
[paragraph, [75.0, 370.0, 509.0, 36.0], iy5ACkQUEY, 6532506]
[paragraph, [697.0, 221.0, 587.0, 36.0], rrppIKvdWP, 6532506]
[paragraph, [697.0, 257.0, 587.0, 36.0], rrppIKvdWP, 6532506]
[paragraph, [697.0, 293.0, 587.0, 36.0], rrppIKvdWP, 6532506]
[paragraph, [697.0, 329.0, 587.0, 36.0], rrppIKvdWP, 6532506]
[paragraph, [709.0, 428.0, 328.0, 36.0], zNblCPGXHb, 6532506]
[paragraph, [709.0, 464.0, 328.0, 36.0], zNblCPGXHb, 6532506]
[paragraph, [709.0, 500.0, 328.0, 36.0], zNblCPGXHb, 6532506]
[paragraph, [68.0, 436.0, 505.0, 36.0], YIKrtXMOew, 6532506]
[paragraph, [68.0, 472.0, 505.0, 36.0], YIKrtXMOew, 6532506]
[paragraph, [68.0, 508.0, 505.0, 36.0], YIKrtXMOew, 6532506]
[paragraph, [68.0, 544.0, 505.0, 36.0], YIKrtXMOew, 6532506]
[paragraph, [68.0, 580.0, 505.0, 36.0], YIKrtXMOew, 6532506]
[paragraph, [68.0, 616.0, 505.0, 36.0], YIKrtXMOew, 6532506]
[paragraph, [68.0, 652.0, 505.0, 36.0], YIKrtXMOew, 6532506]
[section-title, [1509.0, 504.0, 342.0, 49.5], gJsSvCzlJU, 6532506]
[paragraph, [1430.0, 574.0, 506.0, 36.0], 3efgNbRIeW, 6532506]
[paragraph, [1430.0, 610.0, 506.0, 36.0], 3efgNbRIeW, 6532506]
[paragraph, [1430.0, 646.0, 506.0, 36.0], 3efgNbRIeW, 6532506]
[section-title, [55.0, 808.0, 538.0, 49.5], 3frggWzobB, 6532506]
[section-title, [55.0, 857.5, 538.0, 49.5], 3frggWzobB, 6532506]
[section-title, [1485.0, 888.0, 378.0, 49.5], TvDRVO3dKN, 6532506]
[paragraph, [26.0, 946.0, 285.0, 36.0], foiaA36kQ6, 6532506]
[paragraph, [26.0, 982.0, 285.0, 36.0], foiaA36kQ6, 6532506]
[paragraph, [26.0, 1018.0, 285.0, 36.0], foiaA36kQ6, 6532506]
[paragraph, [26.0, 1054.0, 285.0, 36.0], foiaA36kQ6, 6532506]
[paragraph, [350.0, 946.0, 277.0, 36.0], UHArtzNMtM, 6532506]
[paragraph, [350.0, 982.0, 277.0, 36.0], UHArtzNMtM, 6532506]
[paragraph, [350.0, 1018.0, 277.0, 36.0], UHArtzNMtM, 6532506]
[unordered-list, [711.0, 946.0, 299.0, 36.0], shoonya_0s1HYI2HGP8LN9, 6532506]
[unordered-list, [711.0, 982.0, 299.0, 36.0], shoonya_0s1HYI2HGP8LN9, 6532506]
[unordered-list, [711.0, 1018.0, 299.0, 36.0], shoonya_0s1HYI2HGP8LN9, 6532506]
[unordered-list, [711.0, 1054.0, 299.0, 36.0], shoonya_0s1HYI2HGP8LN9, 6532506]
[unordered-list, [711.0, 1090.0, 299.0, 36.0], shoonya_0s1HYI2HGP8LN9, 6532506]
[unordered-list, [711.0, 1126.0, 299.0, 36.0], shoonya_0s1HYI2HGP8LN9, 6532506]
[unordered-list, [711.0, 1162.0, 299.0, 36.0], shoonya_0s1HYI2HGP8LN9, 6532506]
[unordered-list, [711.0, 1198.0, 299.0, 36.0], shoonya_0s1HYI2HGP8LN9, 6532506]
[unordered-list, [711.0, 1234.0, 299.0, 36.0], shoonya_0s1HYI2HGP8LN9, 6532506]
[unordered-list, [711.0, 1270.0, 299.0, 36.0], shoonya_0s1HYI2HGP8LN9, 6532506]
[unordered-list, [711.0, 1306.0, 299.0, 36.0], shoonya_0s1HYI2HGP8LN9, 6532506]
[unordered-list, [711.0, 1342.0, 299.0, 36.0], shoonya_0s1HYI2HGP8LN9, 6532506]
[unordered-list, [711.0, 1378.0, 299.0, 36.0], shoonya_0s1HYI2HGP8LN9, 6532506]
[unordered-list, [711.0, 1414.0, 299.0, 36.0], shoonya_0s1HYI2HGP8LN9, 6532506]
[paragraph, [1426.0, 948.0, 510.0, 36.0], houVDybrIc, 6532506]
[paragraph, [1426.0, 984.0, 510.0, 36.0], houVDybrIc, 6532506]
[paragraph, [1426.0, 1020.0, 510.0, 36.0], houVDybrIc, 6532506]
