[842, 595]
[section-title, [232.0, 106.0, 133.0, 30.0], C9lAwkk9zm, 5718007]
[ordered-list, [151.0, 216.0, 200.0, 18.0], shoonya_0sI5XOF8UHOE02, 5718007]
[ordered-list, [151.0, 234.0, 200.0, 18.0], shoonya_0sI5XOF8UHOE02, 5718007]
[ordered-list, [151.0, 252.0, 200.0, 18.0], shoonya_0sI5XOF8UHOE02, 5718007]
[ordered-list, [151.0, 270.0, 200.0, 18.0], shoonya_0sI5XOF8UHOE02, 5718007]
[ordered-list, [151.0, 288.0, 200.0, 18.0], shoonya_0sI5XOF8UHOE02, 5718007]
[ordered-list, [151.0, 306.0, 200.0, 18.0], shoonya_0sI5XOF8UHOE02, 5718007]
[ordered-list, [151.0, 324.0, 200.0, 18.0], shoonya_0sI5XOF8UHOE02, 5718007]
[ordered-list, [151.0, 342.0, 200.0, 18.0], shoonya_0sI5XOF8UHOE02, 5718007]
[ordered-list, [151.0, 360.0, 200.0, 18.0], shoonya_0sI5XOF8UHOE02, 5718007]
[ordered-list, [151.0, 378.0, 200.0, 18.0], shoonya_0sI5XOF8UHOE02, 5718007]
[ordered-list, [151.0, 396.0, 200.0, 18.0], shoonya_0sI5XOF8UHOE02, 5718007]
[ordered-list, [151.0, 414.0, 200.0, 18.0], shoonya_0sI5XOF8UHOE02, 5718007]
[ordered-list, [151.0, 432.0, 200.0, 18.0], shoonya_0sI5XOF8UHOE02, 5718007]
[ordered-list, [151.0, 450.0, 200.0, 18.0], shoonya_0sI5XOF8UHOE02, 5718007]
[ordered-list, [151.0, 468.0, 200.0, 18.0], shoonya_0sI5XOF8UHOE02, 5718007]
[ordered-list, [151.0, 486.0, 200.0, 18.0], shoonya_0sI5XOF8UHOE02, 5718007]
[ordered-list, [151.0, 504.0, 200.0, 18.0], shoonya_0sI5XOF8UHOE02, 5718007]
[ordered-list, [151.0, 522.0, 200.0, 18.0], shoonya_0sI5XOF8UHOE02, 5718007]
[ordered-list, [151.0, 540.0, 200.0, 18.0], shoonya_0sI5XOF8UHOE02, 5718007]
