[2339, 1654]
[folio, [1346.0, 72.0, 219.0, 36.0], shoonya_3sN8GIJLTLCGGE, 5750711]
[paragraph, [153.0, 89.0, 79.0, 36.0], vraZm9jMql, 5750711]
[paragraph, [144.0, 133.0, 1437.0, 36.0], shoonya_1sB8FMWKZ5QC8F, 5750711]
[paragraph, [144.0, 169.0, 1437.0, 36.0], shoonya_1sB8FMWKZ5QC8F, 5750711]
[paragraph, [144.0, 205.0, 1437.0, 36.0], shoonya_1sB8FMWKZ5QC8F, 5750711]
[paragraph, [144.0, 241.0, 1437.0, 36.0], shoonya_1sB8FMWKZ5QC8F, 5750711]
[paragraph, [144.0, 277.0, 1437.0, 36.0], shoonya_1sB8FMWKZ5QC8F, 5750711]
[paragraph, [144.0, 313.0, 1437.0, 36.0], shoonya_1sB8FMWKZ5QC8F, 5750711]
[paragraph, [144.0, 349.0, 1437.0, 36.0], shoonya_1sB8FMWKZ5QC8F, 5750711]
[paragraph, [144.0, 385.0, 1437.0, 36.0], shoonya_1sB8FMWKZ5QC8F, 5750711]
[paragraph, [144.0, 421.0, 1437.0, 36.0], shoonya_1sB8FMWKZ5QC8F, 5750711]
[paragraph, [144.0, 457.0, 1437.0, 36.0], shoonya_1sB8FMWKZ5QC8F, 5750711]
[paragraph, [144.0, 493.0, 1437.0, 36.0], shoonya_1sB8FMWKZ5QC8F, 5750711]
[paragraph, [144.0, 529.0, 1437.0, 36.0], shoonya_1sB8FMWKZ5QC8F, 5750711]
[paragraph, [144.0, 565.0, 1437.0, 36.0], shoonya_1sB8FMWKZ5QC8F, 5750711]
[paragraph, [144.0, 601.0, 1437.0, 36.0], shoonya_1sB8FMWKZ5QC8F, 5750711]
[paragraph, [144.0, 637.0, 1437.0, 36.0], shoonya_1sB8FMWKZ5QC8F, 5750711]
[paragraph, [144.0, 673.0, 1437.0, 36.0], shoonya_1sB8FMWKZ5QC8F, 5750711]
[paragraph, [144.0, 709.0, 1437.0, 36.0], shoonya_1sB8FMWKZ5QC8F, 5750711]
[paragraph, [144.0, 745.0, 1437.0, 36.0], shoonya_1sB8FMWKZ5QC8F, 5750711]
[paragraph, [144.0, 781.0, 1437.0, 36.0], shoonya_1sB8FMWKZ5QC8F, 5750711]
[paragraph, [144.0, 817.0, 1437.0, 36.0], shoonya_1sB8FMWKZ5QC8F, 5750711]
[paragraph, [144.0, 853.0, 1437.0, 36.0], shoonya_1sB8FMWKZ5QC8F, 5750711]
[paragraph, [294.0, 903.0, 1173.0, 36.0], shoonya_2s6RZF1PG7946T, 5750711]
[paragraph, [294.0, 939.0, 1173.0, 36.0], shoonya_2s6RZF1PG7946T, 5750711]
[paragraph, [294.0, 975.0, 1173.0, 36.0], shoonya_2s6RZF1PG7946T, 5750711]
[paragraph, [294.0, 1011.0, 1173.0, 36.0], shoonya_2s6RZF1PG7946T, 5750711]
[paragraph, [294.0, 1047.0, 1173.0, 36.0], shoonya_2s6RZF1PG7946T, 5750711]
[paragraph, [294.0, 1083.0, 1173.0, 36.0], shoonya_2s6RZF1PG7946T, 5750711]
[paragraph, [294.0, 1119.0, 1173.0, 36.0], shoonya_2s6RZF1PG7946T, 5750711]
[paragraph, [294.0, 1155.0, 1173.0, 36.0], shoonya_2s6RZF1PG7946T, 5750711]
[paragraph, [294.0, 1191.0, 1173.0, 36.0], shoonya_2s6RZF1PG7946T, 5750711]
[paragraph, [294.0, 1227.0, 1173.0, 36.0], shoonya_2s6RZF1PG7946T, 5750711]
[paragraph, [294.0, 1263.0, 1173.0, 36.0], shoonya_2s6RZF1PG7946T, 5750711]
[paragraph, [294.0, 1299.0, 1173.0, 36.0], shoonya_2s6RZF1PG7946T, 5750711]
[paragraph, [294.0, 1335.0, 1173.0, 36.0], shoonya_2s6RZF1PG7946T, 5750711]
[paragraph, [294.0, 1371.0, 1173.0, 36.0], shoonya_2s6RZF1PG7946T, 5750711]
