[1275, 1650]
[unordered-list, [589.0, 94.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 112.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 130.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 148.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 166.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 184.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 202.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 220.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 238.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 256.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 274.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 292.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 310.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 328.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 346.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 364.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 382.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 400.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 418.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 436.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 454.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 472.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 490.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [589.0, 508.0, 476.0, 18.0], shoonya_12sC2UPLFA4F48, 6474062]
[unordered-list, [1132.0, 94.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 112.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 130.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 148.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 166.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 184.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 202.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 220.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 238.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 256.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 274.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 292.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 310.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 328.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 346.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 364.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 382.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 400.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 418.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 436.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 454.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 472.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 490.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 508.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 526.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 544.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 562.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 580.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 598.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 616.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[unordered-list, [1132.0, 634.0, 477.0, 18.0], shoonya_6sSYYM9YDOBYOH, 6474062]
[headline, [139.0, 99.0, 297.0, 25.5], shoonya_5sM1YKCYNHC2M1, 6474062]
[headline, [139.0, 124.5, 297.0, 25.5], shoonya_5sM1YKCYNHC2M1, 6474062]
[headline, [139.0, 150.0, 297.0, 25.5], shoonya_5sM1YKCYNHC2M1, 6474062]
[headline, [139.0, 175.5, 297.0, 25.5], shoonya_5sM1YKCYNHC2M1, 6474062]
[paragraph, [48.0, 231.0, 464.0, 18.0], shoonya_1sGMAZRGZ4PA4U, 6474062]
[paragraph, [48.0, 249.0, 464.0, 18.0], shoonya_1sGMAZRGZ4PA4U, 6474062]
[paragraph, [48.0, 267.0, 464.0, 18.0], shoonya_1sGMAZRGZ4PA4U, 6474062]
[paragraph, [48.0, 285.0, 464.0, 18.0], shoonya_1sGMAZRGZ4PA4U, 6474062]
[paragraph, [48.0, 303.0, 464.0, 18.0], shoonya_1sGMAZRGZ4PA4U, 6474062]
[paragraph, [48.0, 321.0, 464.0, 18.0], shoonya_1sGMAZRGZ4PA4U, 6474062]
[paragraph, [48.0, 339.0, 464.0, 18.0], shoonya_1sGMAZRGZ4PA4U, 6474062]
[paragraph, [48.0, 357.0, 464.0, 18.0], shoonya_1sGMAZRGZ4PA4U, 6474062]
[paragraph, [48.0, 375.0, 464.0, 18.0], shoonya_1sGMAZRGZ4PA4U, 6474062]
[paragraph, [48.0, 393.0, 464.0, 18.0], shoonya_1sGMAZRGZ4PA4U, 6474062]
[section-title, [49.0, 447.0, 357.0, 30.0], shoonya_4sOWCMM5A4PHC8, 6474062]
[paragraph, [48.0, 500.0, 471.0, 18.0], shoonya_8sLTFTDZ4C5AA3, 6474062]
[paragraph, [48.0, 518.0, 471.0, 18.0], shoonya_8sLTFTDZ4C5AA3, 6474062]
[paragraph, [48.0, 536.0, 471.0, 18.0], shoonya_8sLTFTDZ4C5AA3, 6474062]
[paragraph, [48.0, 554.0, 471.0, 18.0], shoonya_8sLTFTDZ4C5AA3, 6474062]
[paragraph, [48.0, 572.0, 471.0, 18.0], shoonya_8sLTFTDZ4C5AA3, 6474062]
[paragraph, [48.0, 590.0, 471.0, 18.0], shoonya_8sLTFTDZ4C5AA3, 6474062]
[paragraph, [48.0, 608.0, 471.0, 18.0], shoonya_8sLTFTDZ4C5AA3, 6474062]
[paragraph, [48.0, 626.0, 471.0, 18.0], shoonya_8sLTFTDZ4C5AA3, 6474062]
[section-title, [590.0, 555.0, 257.0, 30.0], shoonya_13s4WPWBNQJ5SK, 6474062]
[unordered-list, [590.0, 608.0, 471.0, 18.0], shoonya_3s1S52MNCI95RR, 6474062]
[unordered-list, [590.0, 626.0, 471.0, 18.0], shoonya_3s1S52MNCI95RR, 6474062]
[unordered-list, [590.0, 644.0, 471.0, 18.0], shoonya_3s1S52MNCI95RR, 6474062]
[unordered-list, [590.0, 662.0, 471.0, 18.0], shoonya_3s1S52MNCI95RR, 6474062]
[unordered-list, [590.0, 680.0, 471.0, 18.0], shoonya_3s1S52MNCI95RR, 6474062]
[unordered-list, [590.0, 698.0, 471.0, 18.0], shoonya_3s1S52MNCI95RR, 6474062]
[unordered-list, [590.0, 716.0, 471.0, 18.0], shoonya_3s1S52MNCI95RR, 6474062]
[unordered-list, [590.0, 734.0, 471.0, 18.0], shoonya_3s1S52MNCI95RR, 6474062]
[unordered-list, [590.0, 752.0, 471.0, 18.0], shoonya_3s1S52MNCI95RR, 6474062]
[unordered-list, [590.0, 770.0, 471.0, 18.0], shoonya_3s1S52MNCI95RR, 6474062]
[section-title, [48.0, 678.0, 367.0, 30.0], shoonya_10s3OP1DP5IOS6, 6474062]
[section-title, [1132.0, 720.0, 284.0, 30.0], shoonya_2sMXSVCGJDHBIH, 6474062]
[unordered-list, [48.0, 732.0, 462.0, 18.0], shoonya_9sC139I0AJFXB6, 6474062]
[unordered-list, [48.0, 750.0, 462.0, 18.0], shoonya_9sC139I0AJFXB6, 6474062]
[unordered-list, [48.0, 768.0, 462.0, 18.0], shoonya_9sC139I0AJFXB6, 6474062]
[unordered-list, [48.0, 786.0, 462.0, 18.0], shoonya_9sC139I0AJFXB6, 6474062]
[unordered-list, [48.0, 804.0, 462.0, 18.0], shoonya_9sC139I0AJFXB6, 6474062]
[unordered-list, [48.0, 822.0, 462.0, 18.0], shoonya_9sC139I0AJFXB6, 6474062]
[unordered-list, [48.0, 840.0, 462.0, 18.0], shoonya_9sC139I0AJFXB6, 6474062]
[unordered-list, [48.0, 858.0, 462.0, 18.0], shoonya_9sC139I0AJFXB6, 6474062]
[unordered-list, [48.0, 876.0, 462.0, 18.0], shoonya_9sC139I0AJFXB6, 6474062]
[unordered-list, [48.0, 894.0, 462.0, 18.0], shoonya_9sC139I0AJFXB6, 6474062]
[unordered-list, [48.0, 912.0, 462.0, 18.0], shoonya_9sC139I0AJFXB6, 6474062]
[unordered-list, [48.0, 930.0, 462.0, 18.0], shoonya_9sC139I0AJFXB6, 6474062]
[unordered-list, [48.0, 948.0, 462.0, 18.0], shoonya_9sC139I0AJFXB6, 6474062]
[unordered-list, [48.0, 966.0, 462.0, 18.0], shoonya_9sC139I0AJFXB6, 6474062]
[unordered-list, [1130.0, 775.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 793.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 811.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 829.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 847.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 865.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 883.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 901.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 919.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 937.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 955.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 973.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 991.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 1009.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 1027.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 1045.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 1063.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 1081.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 1099.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 1117.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 1135.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 1153.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[unordered-list, [1130.0, 1171.0, 482.0, 18.0], MvEQh7-ffL, 6474062]
[section-title, [43.0, 1009.0, 421.0, 30.0], shoonya_7sCJMK4ZPKFMN9, 6474062]
[unordered-list, [47.0, 1067.0, 468.0, 18.0], shoonya_11sS1S9Z0JVBWI, 6474062]
[unordered-list, [47.0, 1085.0, 468.0, 18.0], shoonya_11sS1S9Z0JVBWI, 6474062]
[unordered-list, [47.0, 1103.0, 468.0, 18.0], shoonya_11sS1S9Z0JVBWI, 6474062]
[unordered-list, [47.0, 1121.0, 468.0, 18.0], shoonya_11sS1S9Z0JVBWI, 6474062]
[unordered-list, [47.0, 1139.0, 468.0, 18.0], shoonya_11sS1S9Z0JVBWI, 6474062]
[unordered-list, [47.0, 1157.0, 468.0, 18.0], shoonya_11sS1S9Z0JVBWI, 6474062]
