[1350, 900]
[folio, [518.0, 161.0, 206.0, 18.0], ATtQQW8kdy, 5760407]
[folio, [518.0, 179.0, 206.0, 18.0], ATtQQW8kdy, 5760407]
[paragraph, [182.0, 202.0, 560.0, 18.0], shoonya_3s6IUXACE1Z6PW, 5760407]
[paragraph, [182.0, 220.0, 560.0, 18.0], shoonya_3s6IUXACE1Z6PW, 5760407]
[paragraph, [182.0, 238.0, 560.0, 18.0], shoonya_3s6IUXACE1Z6PW, 5760407]
[paragraph, [179.0, 265.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 283.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 301.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 319.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 337.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 355.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 373.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 391.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 409.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 427.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 445.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 463.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 481.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 499.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 517.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 535.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 553.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 571.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 589.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 607.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 625.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 643.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 661.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 679.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 697.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 715.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 733.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 751.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 769.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 787.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 805.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 823.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 841.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 859.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 877.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 895.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 913.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [179.0, 931.0, 563.0, 18.0], shoonya_0sYPG0CVPPIUNA, 5760407]
[paragraph, [177.0, 953.0, 568.0, 18.0], shoonya_1sL8RY21P4243V, 5760407]
[paragraph, [177.0, 971.0, 568.0, 18.0], shoonya_1sL8RY21P4243V, 5760407]
[paragraph, [177.0, 989.0, 568.0, 18.0], shoonya_1sL8RY21P4243V, 5760407]
[paragraph, [177.0, 1007.0, 568.0, 18.0], shoonya_1sL8RY21P4243V, 5760407]
[paragraph, [177.0, 1025.0, 568.0, 18.0], shoonya_1sL8RY21P4243V, 5760407]
[paragraph, [177.0, 1043.0, 568.0, 18.0], shoonya_1sL8RY21P4243V, 5760407]
[paragraph, [177.0, 1061.0, 568.0, 18.0], shoonya_1sL8RY21P4243V, 5760407]
[paragraph, [177.0, 1079.0, 568.0, 18.0], shoonya_1sL8RY21P4243V, 5760407]
[paragraph, [177.0, 1097.0, 568.0, 18.0], shoonya_1sL8RY21P4243V, 5760407]
[paragraph, [177.0, 1115.0, 568.0, 18.0], shoonya_1sL8RY21P4243V, 5760407]
