[1282, 930]
[chapter-title, [261.0, 58.0, 267.0, 30.0], hT1fLqcVTF, 5775848]
[paragraph, [82.0, 97.0, 630.0, 18.0], shoonya_4sWQDNY3ZUR2HX, 5775848]
[paragraph, [82.0, 115.0, 630.0, 18.0], shoonya_4sWQDNY3ZUR2HX, 5775848]
[paragraph, [82.0, 133.0, 630.0, 18.0], shoonya_4sWQDNY3ZUR2HX, 5775848]
[paragraph, [75.0, 151.0, 556.0, 18.0], 3CSUTsSqOA, 5775848]
[paragraph, [83.0, 175.0, 631.0, 18.0], shoonya_2sL1AXRC4WN264, 5775848]
[paragraph, [83.0, 193.0, 631.0, 18.0], shoonya_2sL1AXRC4WN264, 5775848]
[paragraph, [83.0, 211.0, 631.0, 18.0], shoonya_2sL1AXRC4WN264, 5775848]
[paragraph, [83.0, 229.0, 631.0, 18.0], shoonya_2sL1AXRC4WN264, 5775848]
[paragraph, [83.0, 247.0, 631.0, 18.0], shoonya_2sL1AXRC4WN264, 5775848]
[paragraph, [83.0, 265.0, 631.0, 18.0], shoonya_2sL1AXRC4WN264, 5775848]
[paragraph, [85.0, 300.0, 628.0, 18.0], shoonya_3sWXCFIKF7UC4A, 5775848]
[paragraph, [85.0, 318.0, 628.0, 18.0], shoonya_3sWXCFIKF7UC4A, 5775848]
[paragraph, [97.0, 350.0, 622.0, 18.0], shoonya_6sR33YITM6RFFO, 5775848]
[paragraph, [84.0, 372.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 390.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 408.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 426.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 444.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 462.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 480.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 498.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 516.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 534.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 552.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 570.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 588.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 606.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 624.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 642.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 660.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 678.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 696.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 714.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 732.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 750.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 768.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 786.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 804.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 822.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 840.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 858.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 876.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 894.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 912.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [84.0, 930.0, 643.0, 18.0], shoonya_0sAGFRSG48OG99, 5775848]
[paragraph, [90.0, 954.0, 630.0, 18.0], shoonya_1s9153F7W9LWHN, 5775848]
[paragraph, [90.0, 972.0, 630.0, 18.0], shoonya_1s9153F7W9LWHN, 5775848]
[paragraph, [90.0, 990.0, 630.0, 18.0], shoonya_1s9153F7W9LWHN, 5775848]
[paragraph, [90.0, 1008.0, 630.0, 18.0], shoonya_1s9153F7W9LWHN, 5775848]
[paragraph, [90.0, 1026.0, 630.0, 18.0], shoonya_1s9153F7W9LWHN, 5775848]
[paragraph, [90.0, 1044.0, 630.0, 18.0], shoonya_1s9153F7W9LWHN, 5775848]
[paragraph, [90.0, 1062.0, 630.0, 18.0], shoonya_1s9153F7W9LWHN, 5775848]
[paragraph, [90.0, 1080.0, 630.0, 18.0], shoonya_1s9153F7W9LWHN, 5775848]
