[1387, 987]
[paragraph, [33.0, 40.0, 914.0, 18.0], shoonya_0s9R5FXZ8BTCX6, 5652915]
[paragraph, [33.0, 58.0, 914.0, 18.0], shoonya_0s9R5FXZ8BTCX6, 5652915]
[paragraph, [33.0, 76.0, 914.0, 18.0], shoonya_0s9R5FXZ8BTCX6, 5652915]
[paragraph, [33.0, 94.0, 914.0, 18.0], shoonya_0s9R5FXZ8BTCX6, 5652915]
[paragraph, [33.0, 112.0, 914.0, 18.0], shoonya_0s9R5FXZ8BTCX6, 5652915]
[paragraph, [33.0, 130.0, 914.0, 18.0], shoonya_0s9R5FXZ8BTCX6, 5652915]
[paragraph, [33.0, 148.0, 914.0, 18.0], shoonya_0s9R5FXZ8BTCX6, 5652915]
[paragraph, [33.0, 166.0, 914.0, 18.0], shoonya_0s9R5FXZ8BTCX6, 5652915]
[paragraph, [33.0, 184.0, 914.0, 18.0], shoonya_0s9R5FXZ8BTCX6, 5652915]
[paragraph, [33.0, 202.0, 914.0, 18.0], shoonya_0s9R5FXZ8BTCX6, 5652915]
[paragraph, [33.0, 220.0, 914.0, 18.0], shoonya_0s9R5FXZ8BTCX6, 5652915]
[paragraph, [33.0, 238.0, 914.0, 18.0], shoonya_0s9R5FXZ8BTCX6, 5652915]
[paragraph, [33.0, 256.0, 914.0, 18.0], shoonya_0s9R5FXZ8BTCX6, 5652915]
[paragraph, [33.0, 274.0, 914.0, 18.0], shoonya_0s9R5FXZ8BTCX6, 5652915]
[paragraph, [33.0, 292.0, 914.0, 18.0], shoonya_0s9R5FXZ8BTCX6, 5652915]
[paragraph, [33.0, 310.0, 914.0, 18.0], shoonya_0s9R5FXZ8BTCX6, 5652915]
[paragraph, [33.0, 328.0, 914.0, 18.0], shoonya_0s9R5FXZ8BTCX6, 5652915]
[paragraph, [33.0, 346.0, 914.0, 18.0], shoonya_0s9R5FXZ8BTCX6, 5652915]
[paragraph, [33.0, 364.0, 914.0, 18.0], shoonya_0s9R5FXZ8BTCX6, 5652915]
[paragraph, [49.0, 394.0, 919.0, 18.0], LN_IOTh4qj, 5652915]
[paragraph, [49.0, 412.0, 919.0, 18.0], LN_IOTh4qj, 5652915]
[paragraph, [49.0, 430.0, 919.0, 18.0], LN_IOTh4qj, 5652915]
[paragraph, [49.0, 448.0, 919.0, 18.0], LN_IOTh4qj, 5652915]
[paragraph, [49.0, 466.0, 919.0, 18.0], LN_IOTh4qj, 5652915]
[paragraph, [49.0, 484.0, 919.0, 18.0], LN_IOTh4qj, 5652915]
[paragraph, [49.0, 502.0, 919.0, 18.0], LN_IOTh4qj, 5652915]
[paragraph, [49.0, 520.0, 919.0, 18.0], LN_IOTh4qj, 5652915]
[paragraph, [49.0, 538.0, 919.0, 18.0], LN_IOTh4qj, 5652915]
[paragraph, [49.0, 556.0, 919.0, 18.0], LN_IOTh4qj, 5652915]
[paragraph, [49.0, 574.0, 919.0, 18.0], LN_IOTh4qj, 5652915]
[paragraph, [49.0, 592.0, 919.0, 18.0], LN_IOTh4qj, 5652915]
[paragraph, [35.0, 628.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 646.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 664.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 682.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 700.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 718.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 736.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 754.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 772.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 790.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 808.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 826.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 844.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 862.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 880.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 898.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 916.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 934.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 952.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 970.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 988.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 1006.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 1024.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 1042.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 1060.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [35.0, 1078.0, 899.0, 18.0], nK2dcVvUMt, 5652915]
[paragraph, [54.0, 1105.0, 889.0, 18.0], iL_4_0Gb97, 5652915]
[paragraph, [54.0, 1123.0, 889.0, 18.0], iL_4_0Gb97, 5652915]
[paragraph, [54.0, 1141.0, 889.0, 18.0], iL_4_0Gb97, 5652915]
[paragraph, [56.0, 1173.0, 805.0, 18.0], YIxHY22506, 5652915]
[paragraph, [56.0, 1191.0, 805.0, 18.0], YIxHY22506, 5652915]
[paragraph, [56.0, 1209.0, 805.0, 18.0], YIxHY22506, 5652915]
[paragraph, [56.0, 1227.0, 805.0, 18.0], YIxHY22506, 5652915]
