[1818, 1374]
[folio, [613.0, 104.0, 130.0, 36.0], shoonya_1sMMEPGIMLUHB3, 5682866]
[paragraph, [688.0, 173.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 209.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 245.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 281.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 317.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 353.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 389.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 425.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 461.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 497.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 533.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 569.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 605.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 641.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 677.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 713.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 749.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 785.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 821.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 857.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 893.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 929.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [688.0, 965.0, 573.0, 36.0], x1QiMfhtnn, 5682866]
[paragraph, [106.0, 175.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 211.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 247.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 283.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 319.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 355.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 391.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 427.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 463.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 499.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 535.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 571.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 607.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 643.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 679.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 715.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 751.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 787.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 823.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 859.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 895.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 931.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 967.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 1003.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 1039.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 1075.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 1111.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 1147.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 1183.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 1219.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 1255.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 1291.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 1327.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 1363.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 1399.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 1435.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 1471.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 1507.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 1543.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 1579.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 1615.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [106.0, 1651.0, 565.0, 36.0], dN8ewpMXdT, 5682866]
[paragraph, [688.0, 1032.0, 571.0, 36.0], OWa0QOxhgY, 5682866]
[paragraph, [688.0, 1068.0, 571.0, 36.0], OWa0QOxhgY, 5682866]
[paragraph, [726.0, 1117.0, 190.0, 36.0], 07jhma9TuX, 5682866]
[paragraph, [729.0, 1160.0, 109.0, 36.0], M08dd6zH1e, 5682866]
[paragraph, [729.0, 1200.0, 152.0, 36.0], DzpdzjaUzT, 5682866]
[paragraph, [729.0, 1243.0, 163.0, 36.0], G5sVoQd3VU, 5682866]
[paragraph, [729.0, 1329.0, 264.0, 36.0], yy0z6THziE, 5682866]
[paragraph, [697.0, 1415.0, 573.0, 36.0], _khcMU795q, 5682866]
[paragraph, [697.0, 1451.0, 573.0, 36.0], _khcMU795q, 5682866]
[paragraph, [697.0, 1487.0, 573.0, 36.0], _khcMU795q, 5682866]
[paragraph, [695.0, 1542.0, 580.0, 36.0], e8v_mOAB0i, 5682866]
[paragraph, [695.0, 1578.0, 580.0, 36.0], e8v_mOAB0i, 5682866]
[paragraph, [695.0, 1628.0, 580.0, 36.0], 4_DyemhN8s, 5682866]
[paragraph, [695.0, 1664.0, 580.0, 36.0], 4_DyemhN8s, 5682866]
