[1387, 987]
[paragraph, [91.0, 93.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 111.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 129.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 147.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 165.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 183.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 201.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 219.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 237.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 255.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 273.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 291.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 309.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 327.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 345.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 363.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 381.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 399.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 417.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 435.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 453.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 471.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 489.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 507.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 525.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 543.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 561.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 579.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 597.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 615.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 633.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 651.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 669.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 687.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 705.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 723.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 741.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 759.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 777.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 795.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 813.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 831.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 849.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 867.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 885.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 903.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 921.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 939.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 957.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 975.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 993.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 1011.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 1029.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 1047.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [91.0, 1065.0, 795.0, 18.0], shoonya_0s3CWLX9LJFTUE, 5652279]
[paragraph, [90.0, 1092.0, 770.0, 18.0], shoonya_1sHJKNHPCW9YJA, 5652279]
[paragraph, [90.0, 1110.0, 770.0, 18.0], shoonya_1sHJKNHPCW9YJA, 5652279]
[paragraph, [90.0, 1128.0, 770.0, 18.0], shoonya_1sHJKNHPCW9YJA, 5652279]
[paragraph, [90.0, 1146.0, 770.0, 18.0], shoonya_1sHJKNHPCW9YJA, 5652279]
[paragraph, [90.0, 1164.0, 770.0, 18.0], shoonya_1sHJKNHPCW9YJA, 5652279]
[paragraph, [90.0, 1182.0, 770.0, 18.0], shoonya_1sHJKNHPCW9YJA, 5652279]
[paragraph, [90.0, 1200.0, 770.0, 18.0], shoonya_1sHJKNHPCW9YJA, 5652279]
[paragraph, [90.0, 1218.0, 770.0, 18.0], shoonya_1sHJKNHPCW9YJA, 5652279]
[paragraph, [90.0, 1236.0, 770.0, 18.0], shoonya_1sHJKNHPCW9YJA, 5652279]
[paragraph, [90.0, 1254.0, 770.0, 18.0], shoonya_1sHJKNHPCW9YJA, 5652279]
