[1238, 765]
[section-title, [279.0, 74.0, 257.0, 30.0], HmFOeL3Uyu, 5769784]
[paragraph, [386.0, 124.0, 296.0, 18.0], A897Z3E546, 5769784]
[paragraph, [386.0, 142.0, 296.0, 18.0], A897Z3E546, 5769784]
[paragraph, [386.0, 160.0, 296.0, 18.0], A897Z3E546, 5769784]
[paragraph, [72.0, 125.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 143.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 161.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 179.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 197.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 215.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 233.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 251.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 269.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 287.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 305.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 323.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 341.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 359.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 377.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 395.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 413.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 431.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 449.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 467.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 485.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 503.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 521.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 539.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 557.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 575.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 593.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 611.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 629.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 647.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 665.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 683.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 701.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [72.0, 719.0, 311.0, 18.0], RwNS4FWckD, 5769784]
[paragraph, [389.0, 173.0, 294.0, 18.0], iZ6He4w65_, 5769784]
[paragraph, [389.0, 191.0, 294.0, 18.0], iZ6He4w65_, 5769784]
[paragraph, [389.0, 209.0, 294.0, 18.0], iZ6He4w65_, 5769784]
[paragraph, [389.0, 227.0, 294.0, 18.0], iZ6He4w65_, 5769784]
[paragraph, [389.0, 245.0, 294.0, 18.0], iZ6He4w65_, 5769784]
