[2339, 1656]
[paragraph, [191.0, 179.0, 1261.0, 36.0], shoonya_0s8AHM2KXGHDY2, 5752312]
[paragraph, [191.0, 215.0, 1261.0, 36.0], shoonya_0s8AHM2KXGHDY2, 5752312]
[paragraph, [191.0, 251.0, 1261.0, 36.0], shoonya_0s8AHM2KXGHDY2, 5752312]
[paragraph, [191.0, 287.0, 1261.0, 36.0], shoonya_0s8AHM2KXGHDY2, 5752312]
[paragraph, [191.0, 323.0, 1261.0, 36.0], shoonya_0s8AHM2KXGHDY2, 5752312]
[paragraph, [191.0, 359.0, 1261.0, 36.0], shoonya_0s8AHM2KXGHDY2, 5752312]
[paragraph, [191.0, 395.0, 1261.0, 36.0], shoonya_0s8AHM2KXGHDY2, 5752312]
[paragraph, [191.0, 431.0, 1261.0, 36.0], shoonya_0s8AHM2KXGHDY2, 5752312]
[paragraph, [191.0, 467.0, 1261.0, 36.0], shoonya_0s8AHM2KXGHDY2, 5752312]
[paragraph, [191.0, 503.0, 1261.0, 36.0], shoonya_0s8AHM2KXGHDY2, 5752312]
[paragraph, [193.0, 595.0, 1258.0, 36.0], 2JQF8bHLEK, 5752312]
[paragraph, [193.0, 631.0, 1258.0, 36.0], 2JQF8bHLEK, 5752312]
[paragraph, [193.0, 667.0, 1258.0, 36.0], 2JQF8bHLEK, 5752312]
[paragraph, [193.0, 703.0, 1258.0, 36.0], 2JQF8bHLEK, 5752312]
[paragraph, [193.0, 739.0, 1258.0, 36.0], 2JQF8bHLEK, 5752312]
[paragraph, [193.0, 775.0, 1258.0, 36.0], 2JQF8bHLEK, 5752312]
[paragraph, [193.0, 811.0, 1258.0, 36.0], 2JQF8bHLEK, 5752312]
[paragraph, [193.0, 847.0, 1258.0, 36.0], 2JQF8bHLEK, 5752312]
[paragraph, [193.0, 883.0, 1258.0, 36.0], 2JQF8bHLEK, 5752312]
[paragraph, [193.0, 919.0, 1258.0, 36.0], 2JQF8bHLEK, 5752312]
[paragraph, [193.0, 1009.0, 1269.0, 36.0], YIljq_hOvh, 5752312]
[paragraph, [193.0, 1045.0, 1269.0, 36.0], YIljq_hOvh, 5752312]
[paragraph, [193.0, 1081.0, 1269.0, 36.0], YIljq_hOvh, 5752312]
[paragraph, [193.0, 1117.0, 1269.0, 36.0], YIljq_hOvh, 5752312]
[paragraph, [193.0, 1153.0, 1269.0, 36.0], YIljq_hOvh, 5752312]
[paragraph, [193.0, 1189.0, 1269.0, 36.0], YIljq_hOvh, 5752312]
[paragraph, [193.0, 1225.0, 1269.0, 36.0], YIljq_hOvh, 5752312]
[paragraph, [193.0, 1261.0, 1269.0, 36.0], YIljq_hOvh, 5752312]
[paragraph, [193.0, 1297.0, 1269.0, 36.0], YIljq_hOvh, 5752312]
[paragraph, [193.0, 1333.0, 1269.0, 36.0], YIljq_hOvh, 5752312]
[paragraph, [193.0, 1369.0, 1269.0, 36.0], YIljq_hOvh, 5752312]
[paragraph, [193.0, 1405.0, 1269.0, 36.0], YIljq_hOvh, 5752312]
[paragraph, [193.0, 1441.0, 1269.0, 36.0], YIljq_hOvh, 5752312]
[paragraph, [193.0, 1477.0, 1269.0, 36.0], YIljq_hOvh, 5752312]
[paragraph, [193.0, 1513.0, 1269.0, 36.0], YIljq_hOvh, 5752312]
[paragraph, [193.0, 1549.0, 1269.0, 36.0], YIljq_hOvh, 5752312]
[paragraph, [193.0, 1585.0, 1269.0, 36.0], YIljq_hOvh, 5752312]
[paragraph, [191.0, 1671.0, 1271.0, 36.0], nh-pOZkJXq, 5752312]
[paragraph, [191.0, 1707.0, 1271.0, 36.0], nh-pOZkJXq, 5752312]
[paragraph, [191.0, 1743.0, 1271.0, 36.0], nh-pOZkJXq, 5752312]
[paragraph, [191.0, 1779.0, 1271.0, 36.0], nh-pOZkJXq, 5752312]
[paragraph, [191.0, 1815.0, 1271.0, 36.0], nh-pOZkJXq, 5752312]
[paragraph, [191.0, 1851.0, 1271.0, 36.0], nh-pOZkJXq, 5752312]
[paragraph, [191.0, 1887.0, 1271.0, 36.0], nh-pOZkJXq, 5752312]
[paragraph, [191.0, 1923.0, 1271.0, 36.0], nh-pOZkJXq, 5752312]
[paragraph, [191.0, 1959.0, 1271.0, 36.0], nh-pOZkJXq, 5752312]
[paragraph, [191.0, 1995.0, 1271.0, 36.0], nh-pOZkJXq, 5752312]
[paragraph, [191.0, 2031.0, 1271.0, 36.0], nh-pOZkJXq, 5752312]
[paragraph, [191.0, 2067.0, 1271.0, 36.0], nh-pOZkJXq, 5752312]
[folio, [296.0, 2149.0, 472.0, 36.0], ra_qK8F2L-, 5752312]
