[2339, 1656]
[paragraph, [869.0, 93.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 129.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 165.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 201.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 237.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 273.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 309.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 345.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 381.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 417.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 453.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 489.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 525.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 561.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 597.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 633.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 669.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 705.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 741.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 777.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 813.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 849.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 885.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 921.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 957.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 993.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 1029.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 1065.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 1101.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 1137.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 1173.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 1209.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 1245.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 1281.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 1317.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 1353.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [869.0, 1389.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [139.0, 95.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [139.0, 131.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [139.0, 167.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [139.0, 203.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [139.0, 239.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [139.0, 275.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [139.0, 311.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [139.0, 347.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [139.0, 383.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [139.0, 419.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [139.0, 455.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [139.0, 491.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [139.0, 527.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [139.0, 563.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [139.0, 599.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [139.0, 635.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [139.0, 671.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [139.0, 707.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [139.0, 743.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [139.0, 779.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [139.0, 815.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [139.0, 851.0, 701.0, 36.0], shoonya_0sFX8SAITK4F7O, 5749636]
[paragraph, [142.0, 911.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 947.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 983.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1019.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1055.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1091.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1127.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1163.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1199.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1235.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1271.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1307.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1343.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1379.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1415.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
