[2339, 1654]
[paragraph, [187.0, 251.0, 1278.0, 36.0], shoonya_4sR6U0Y3NXW9K1, 5686264]
[paragraph, [187.0, 287.0, 1278.0, 36.0], shoonya_4sR6U0Y3NXW9K1, 5686264]
[paragraph, [187.0, 323.0, 1278.0, 36.0], shoonya_4sR6U0Y3NXW9K1, 5686264]
[paragraph, [187.0, 359.0, 1278.0, 36.0], shoonya_4sR6U0Y3NXW9K1, 5686264]
[paragraph, [187.0, 395.0, 1278.0, 36.0], shoonya_4sR6U0Y3NXW9K1, 5686264]
[section-title, [191.0, 475.0, 823.0, 52.5], shoonya_3sRN146FEL9YEF, 5686264]
[paragraph, [186.0, 598.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 634.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 670.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 706.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 742.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 778.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 814.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 850.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 886.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 922.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 958.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 994.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1030.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1066.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1102.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1138.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1174.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1210.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1246.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1282.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1318.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1354.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1390.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1426.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1462.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1498.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1534.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1570.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1606.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1642.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1678.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1714.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1750.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1786.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1822.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[paragraph, [186.0, 1858.0, 1275.0, 36.0], shoonya_0sMZXFTXXVS59Z, 5686264]
[reference, [191.0, 2034.0, 693.0, 36.0], shoonya_1sQAEKFWYFDLHA, 5686264]
