[1945, 1492]
[chapter-title, [489.0, 229.0, 460.0, 58.5], shoonya_5sG2XR3DQ0FNO2, 5749855]
[paragraph, [197.0, 334.0, 1050.0, 36.0], shoonya_1sGRRN3YML6W51, 5749855]
[paragraph, [197.0, 370.0, 1050.0, 36.0], shoonya_1sGRRN3YML6W51, 5749855]
[paragraph, [197.0, 406.0, 1050.0, 36.0], shoonya_1sGRRN3YML6W51, 5749855]
[paragraph, [197.0, 442.0, 1050.0, 36.0], shoonya_1sGRRN3YML6W51, 5749855]
[paragraph, [197.0, 478.0, 1050.0, 36.0], shoonya_1sGRRN3YML6W51, 5749855]
[paragraph, [197.0, 514.0, 1050.0, 36.0], shoonya_1sGRRN3YML6W51, 5749855]
[paragraph, [197.0, 550.0, 1050.0, 36.0], shoonya_1sGRRN3YML6W51, 5749855]
[paragraph, [197.0, 586.0, 1050.0, 36.0], shoonya_1sGRRN3YML6W51, 5749855]
[paragraph, [197.0, 622.0, 1050.0, 36.0], shoonya_1sGRRN3YML6W51, 5749855]
[paragraph, [197.0, 658.0, 1050.0, 36.0], shoonya_1sGRRN3YML6W51, 5749855]
[paragraph, [213.0, 698.0, 1034.0, 36.0], shoonya_0s7FP6QTSB3WGO, 5749855]
[paragraph, [213.0, 734.0, 1034.0, 36.0], shoonya_0s7FP6QTSB3WGO, 5749855]
[paragraph, [213.0, 770.0, 1034.0, 36.0], shoonya_0s7FP6QTSB3WGO, 5749855]
[paragraph, [213.0, 806.0, 1034.0, 36.0], shoonya_0s7FP6QTSB3WGO, 5749855]
[paragraph, [213.0, 842.0, 1034.0, 36.0], shoonya_0s7FP6QTSB3WGO, 5749855]
[paragraph, [213.0, 878.0, 1034.0, 36.0], shoonya_0s7FP6QTSB3WGO, 5749855]
[paragraph, [213.0, 914.0, 1034.0, 36.0], shoonya_0s7FP6QTSB3WGO, 5749855]
[paragraph, [213.0, 950.0, 1034.0, 36.0], shoonya_0s7FP6QTSB3WGO, 5749855]
[paragraph, [213.0, 986.0, 1034.0, 36.0], shoonya_0s7FP6QTSB3WGO, 5749855]
[paragraph, [213.0, 1022.0, 1034.0, 36.0], shoonya_0s7FP6QTSB3WGO, 5749855]
[paragraph, [213.0, 1058.0, 1034.0, 36.0], shoonya_0s7FP6QTSB3WGO, 5749855]
[paragraph, [218.0, 1101.0, 1045.0, 36.0], p8Cn3enBPP, 5749855]
[paragraph, [218.0, 1137.0, 1045.0, 36.0], p8Cn3enBPP, 5749855]
[paragraph, [218.0, 1173.0, 1045.0, 36.0], p8Cn3enBPP, 5749855]
[paragraph, [218.0, 1209.0, 1045.0, 36.0], p8Cn3enBPP, 5749855]
[paragraph, [218.0, 1245.0, 1045.0, 36.0], p8Cn3enBPP, 5749855]
[paragraph, [218.0, 1281.0, 1045.0, 36.0], p8Cn3enBPP, 5749855]
[paragraph, [218.0, 1317.0, 1045.0, 36.0], p8Cn3enBPP, 5749855]
[paragraph, [218.0, 1353.0, 1045.0, 36.0], p8Cn3enBPP, 5749855]
[paragraph, [218.0, 1389.0, 1045.0, 36.0], p8Cn3enBPP, 5749855]
[paragraph, [228.0, 1417.0, 1047.0, 36.0], oIqPCnVNkf, 5749855]
[paragraph, [228.0, 1453.0, 1047.0, 36.0], oIqPCnVNkf, 5749855]
[paragraph, [228.0, 1489.0, 1047.0, 36.0], oIqPCnVNkf, 5749855]
[paragraph, [228.0, 1525.0, 1047.0, 36.0], oIqPCnVNkf, 5749855]
[paragraph, [228.0, 1561.0, 1047.0, 36.0], oIqPCnVNkf, 5749855]
[paragraph, [228.0, 1597.0, 1047.0, 36.0], oIqPCnVNkf, 5749855]
[paragraph, [228.0, 1633.0, 1047.0, 36.0], oIqPCnVNkf, 5749855]
[paragraph, [265.0, 1690.0, 1017.0, 36.0], -rbpPrWmgi, 5749855]
