[690, 512]
[folio, [205.0, 37.0, 101.0, 18.0], T_Q7zNzdBt, 6491411]
[paragraph, [22.0, 62.0, 232.0, 18.0], shoonya_0s7SQEYPF0JX4S, 6491411]
[paragraph, [22.0, 80.0, 232.0, 18.0], shoonya_0s7SQEYPF0JX4S, 6491411]
[paragraph, [22.0, 98.0, 232.0, 18.0], shoonya_0s7SQEYPF0JX4S, 6491411]
[paragraph, [22.0, 116.0, 232.0, 18.0], shoonya_0s7SQEYPF0JX4S, 6491411]
[paragraph, [22.0, 134.0, 232.0, 18.0], shoonya_0s7SQEYPF0JX4S, 6491411]
[paragraph, [22.0, 152.0, 232.0, 18.0], shoonya_0s7SQEYPF0JX4S, 6491411]
[paragraph, [22.0, 170.0, 232.0, 18.0], shoonya_0s7SQEYPF0JX4S, 6491411]
[paragraph, [22.0, 188.0, 232.0, 18.0], shoonya_0s7SQEYPF0JX4S, 6491411]
[paragraph, [22.0, 206.0, 232.0, 18.0], shoonya_0s7SQEYPF0JX4S, 6491411]
[paragraph, [22.0, 224.0, 232.0, 18.0], shoonya_0s7SQEYPF0JX4S, 6491411]
[paragraph, [22.0, 242.0, 232.0, 18.0], shoonya_0s7SQEYPF0JX4S, 6491411]
[paragraph, [22.0, 260.0, 232.0, 18.0], shoonya_0s7SQEYPF0JX4S, 6491411]
[paragraph, [22.0, 278.0, 232.0, 18.0], shoonya_0s7SQEYPF0JX4S, 6491411]
[paragraph, [22.0, 296.0, 232.0, 18.0], shoonya_0s7SQEYPF0JX4S, 6491411]
[paragraph, [22.0, 314.0, 232.0, 18.0], shoonya_0s7SQEYPF0JX4S, 6491411]
[paragraph, [22.0, 332.0, 232.0, 18.0], shoonya_0s7SQEYPF0JX4S, 6491411]
[paragraph, [22.0, 350.0, 232.0, 18.0], shoonya_0s7SQEYPF0JX4S, 6491411]
[paragraph, [22.0, 368.0, 232.0, 18.0], shoonya_0s7SQEYPF0JX4S, 6491411]
[paragraph, [22.0, 386.0, 232.0, 18.0], shoonya_0s7SQEYPF0JX4S, 6491411]
[paragraph, [22.0, 404.0, 232.0, 18.0], shoonya_0s7SQEYPF0JX4S, 6491411]
[paragraph, [22.0, 422.0, 232.0, 18.0], shoonya_0s7SQEYPF0JX4S, 6491411]
[paragraph, [260.0, 62.0, 222.0, 18.0], 45Tnpa4OAw, 6491411]
[paragraph, [260.0, 80.0, 222.0, 18.0], 45Tnpa4OAw, 6491411]
[paragraph, [260.0, 98.0, 222.0, 18.0], 45Tnpa4OAw, 6491411]
[paragraph, [260.0, 116.0, 222.0, 18.0], 45Tnpa4OAw, 6491411]
[paragraph, [260.0, 134.0, 222.0, 18.0], 45Tnpa4OAw, 6491411]
[paragraph, [260.0, 164.0, 221.0, 18.0], HkHZ89rWHV, 6491411]
[paragraph, [260.0, 182.0, 221.0, 18.0], HkHZ89rWHV, 6491411]
[paragraph, [260.0, 200.0, 221.0, 18.0], HkHZ89rWHV, 6491411]
[paragraph, [260.0, 218.0, 221.0, 18.0], HkHZ89rWHV, 6491411]
[paragraph, [260.0, 236.0, 221.0, 18.0], HkHZ89rWHV, 6491411]
[paragraph, [260.0, 254.0, 221.0, 18.0], HkHZ89rWHV, 6491411]
[paragraph, [260.0, 272.0, 221.0, 18.0], HkHZ89rWHV, 6491411]
[paragraph, [259.0, 298.0, 224.0, 18.0], porNumXESl, 6491411]
[paragraph, [259.0, 316.0, 224.0, 18.0], porNumXESl, 6491411]
[paragraph, [259.0, 334.0, 224.0, 18.0], porNumXESl, 6491411]
[paragraph, [259.0, 352.0, 224.0, 18.0], porNumXESl, 6491411]
[paragraph, [259.0, 370.0, 224.0, 18.0], porNumXESl, 6491411]
[paragraph, [259.0, 388.0, 224.0, 18.0], porNumXESl, 6491411]
[paragraph, [259.0, 406.0, 224.0, 18.0], porNumXESl, 6491411]
[paragraph, [259.0, 424.0, 224.0, 18.0], porNumXESl, 6491411]
[paragraph, [259.0, 442.0, 224.0, 18.0], porNumXESl, 6491411]
[paragraph, [259.0, 460.0, 224.0, 18.0], porNumXESl, 6491411]
[paragraph, [259.0, 478.0, 224.0, 18.0], porNumXESl, 6491411]
[paragraph, [259.0, 496.0, 224.0, 18.0], porNumXESl, 6491411]
[paragraph, [259.0, 514.0, 224.0, 18.0], porNumXESl, 6491411]
[paragraph, [259.0, 532.0, 224.0, 18.0], porNumXESl, 6491411]
[paragraph, [259.0, 550.0, 224.0, 18.0], porNumXESl, 6491411]
[paragraph, [32.0, 452.0, 221.0, 18.0], eI682xlvdx, 6491411]
[paragraph, [32.0, 470.0, 221.0, 18.0], eI682xlvdx, 6491411]
[paragraph, [32.0, 488.0, 221.0, 18.0], eI682xlvdx, 6491411]
[paragraph, [32.0, 506.0, 221.0, 18.0], eI682xlvdx, 6491411]
[paragraph, [32.0, 524.0, 221.0, 18.0], eI682xlvdx, 6491411]
[paragraph, [32.0, 542.0, 221.0, 18.0], eI682xlvdx, 6491411]
[paragraph, [32.0, 560.0, 221.0, 18.0], eI682xlvdx, 6491411]
[paragraph, [32.0, 578.0, 221.0, 18.0], eI682xlvdx, 6491411]
[paragraph, [32.0, 596.0, 221.0, 18.0], eI682xlvdx, 6491411]
[paragraph, [32.0, 614.0, 221.0, 18.0], eI682xlvdx, 6491411]
[paragraph, [258.0, 583.0, 226.0, 18.0], Hiw94hDm4m, 6491411]
[paragraph, [258.0, 601.0, 226.0, 18.0], Hiw94hDm4m, 6491411]
