[2200, 1700]
[chapter-title, [208.0, 332.0, 1192.0, 70.5], shoonya_0sZQON05UP6A67, 5685596]
[section-title, [238.0, 469.0, 748.0, 52.5], shoonya_2sLT3NCI7IO6SV, 5685596]
[paragraph, [233.0, 577.0, 1231.0, 36.0], shoonya_3sVSLXKLM12ASF, 5685596]
[paragraph, [233.0, 613.0, 1231.0, 36.0], shoonya_3sVSLXKLM12ASF, 5685596]
[paragraph, [233.0, 649.0, 1231.0, 36.0], shoonya_3sVSLXKLM12ASF, 5685596]
[paragraph, [233.0, 685.0, 1231.0, 36.0], shoonya_3sVSLXKLM12ASF, 5685596]
[paragraph, [233.0, 721.0, 1231.0, 36.0], shoonya_3sVSLXKLM12ASF, 5685596]
[paragraph, [233.0, 757.0, 1231.0, 36.0], shoonya_3sVSLXKLM12ASF, 5685596]
[paragraph, [233.0, 793.0, 1231.0, 36.0], shoonya_3sVSLXKLM12ASF, 5685596]
[paragraph, [233.0, 829.0, 1231.0, 36.0], shoonya_3sVSLXKLM12ASF, 5685596]
[paragraph, [233.0, 865.0, 1231.0, 36.0], shoonya_3sVSLXKLM12ASF, 5685596]
[paragraph, [233.0, 901.0, 1231.0, 36.0], shoonya_3sVSLXKLM12ASF, 5685596]
[paragraph, [233.0, 937.0, 1231.0, 36.0], shoonya_3sVSLXKLM12ASF, 5685596]
[paragraph, [233.0, 973.0, 1231.0, 36.0], shoonya_3sVSLXKLM12ASF, 5685596]
[paragraph, [233.0, 1009.0, 1231.0, 36.0], shoonya_3sVSLXKLM12ASF, 5685596]
[section-title, [251.0, 1116.0, 493.0, 52.5], shoonya_4s83RRHLXB4O0J, 5685596]
[paragraph, [244.0, 1237.0, 1222.0, 36.0], shoonya_5sRVBDUNBNPEH8, 5685596]
[paragraph, [244.0, 1273.0, 1222.0, 36.0], shoonya_5sRVBDUNBNPEH8, 5685596]
[paragraph, [244.0, 1309.0, 1222.0, 36.0], shoonya_5sRVBDUNBNPEH8, 5685596]
[paragraph, [244.0, 1345.0, 1222.0, 36.0], shoonya_5sRVBDUNBNPEH8, 5685596]
