[890, 1101]
[contact-info, [400.0, 39.0, 308.0, 18.0], RfnDQXjeJv, 6475666]
[contact-info, [400.0, 57.0, 308.0, 18.0], RfnDQXjeJv, 6475666]
[contact-info, [400.0, 75.0, 308.0, 18.0], RfnDQXjeJv, 6475666]
[contact-info, [400.0, 93.0, 308.0, 18.0], RfnDQXjeJv, 6475666]
[contact-info, [400.0, 111.0, 308.0, 18.0], RfnDQXjeJv, 6475666]
[contact-info, [400.0, 129.0, 308.0, 18.0], RfnDQXjeJv, 6475666]
[contact-info, [400.0, 147.0, 308.0, 18.0], RfnDQXjeJv, 6475666]
[contact-info, [400.0, 165.0, 308.0, 18.0], RfnDQXjeJv, 6475666]
[section-title, [141.0, 196.0, 821.0, 30.0], H5lXJcjMLj, 6475666]
[paragraph, [25.0, 279.0, 1042.0, 18.0], shoonya_0s6FW8MW8SRSR0, 6475666]
[paragraph, [25.0, 297.0, 1042.0, 18.0], shoonya_0s6FW8MW8SRSR0, 6475666]
[paragraph, [25.0, 315.0, 1042.0, 18.0], shoonya_0s6FW8MW8SRSR0, 6475666]
[paragraph, [25.0, 333.0, 1042.0, 18.0], shoonya_0s6FW8MW8SRSR0, 6475666]
[paragraph, [25.0, 351.0, 1042.0, 18.0], shoonya_0s6FW8MW8SRSR0, 6475666]
[paragraph, [25.0, 369.0, 1042.0, 18.0], shoonya_0s6FW8MW8SRSR0, 6475666]
[paragraph, [25.0, 387.0, 1042.0, 18.0], shoonya_0s6FW8MW8SRSR0, 6475666]
[paragraph, [25.0, 405.0, 1042.0, 18.0], shoonya_0s6FW8MW8SRSR0, 6475666]
[paragraph, [25.0, 423.0, 1042.0, 18.0], shoonya_0s6FW8MW8SRSR0, 6475666]
[paragraph, [25.0, 441.0, 1042.0, 18.0], shoonya_0s6FW8MW8SRSR0, 6475666]
[paragraph, [25.0, 459.0, 1042.0, 18.0], shoonya_0s6FW8MW8SRSR0, 6475666]
[paragraph, [25.0, 477.0, 1042.0, 18.0], shoonya_0s6FW8MW8SRSR0, 6475666]
[paragraph, [30.0, 499.0, 1036.0, 18.0], 13Eh-T7FNF, 6475666]
[paragraph, [30.0, 517.0, 1036.0, 18.0], 13Eh-T7FNF, 6475666]
[paragraph, [30.0, 535.0, 1036.0, 18.0], 13Eh-T7FNF, 6475666]
[paragraph, [30.0, 553.0, 1036.0, 18.0], 13Eh-T7FNF, 6475666]
[paragraph, [30.0, 571.0, 1036.0, 18.0], 13Eh-T7FNF, 6475666]
[website-link, [34.0, 535.0, 178.0, 18.0], hj2LClEgZn, 6475666]
[paragraph, [31.0, 607.0, 1041.0, 18.0], shoonya_1sJ5IRSW5WSA98, 6475666]
[paragraph, [31.0, 625.0, 1041.0, 18.0], shoonya_1sJ5IRSW5WSA98, 6475666]
[paragraph, [31.0, 643.0, 1041.0, 18.0], shoonya_1sJ5IRSW5WSA98, 6475666]
[paragraph, [31.0, 661.0, 1041.0, 18.0], shoonya_1sJ5IRSW5WSA98, 6475666]
[paragraph, [31.0, 679.0, 1041.0, 18.0], shoonya_1sJ5IRSW5WSA98, 6475666]
[paragraph, [31.0, 697.0, 1041.0, 18.0], shoonya_1sJ5IRSW5WSA98, 6475666]
[footnote, [818.0, 713.0, 249.0, 18.0], qIXhOXgXHz, 6475666]
[footnote, [818.0, 731.0, 249.0, 18.0], qIXhOXgXHz, 6475666]
[footnote, [818.0, 749.0, 249.0, 18.0], qIXhOXgXHz, 6475666]
[footnote, [818.0, 767.0, 249.0, 18.0], qIXhOXgXHz, 6475666]
[footnote, [818.0, 785.0, 249.0, 18.0], qIXhOXgXHz, 6475666]
[footnote, [818.0, 803.0, 249.0, 18.0], qIXhOXgXHz, 6475666]
