[2174, 1461]
[folio, [157.0, 113.0, 206.0, 36.0], PcQWXhQmAc, 5655198]
[paragraph, [208.0, 220.0, 770.0, 36.0], shoonya_2sC4HVDEU0ULNY, 5655198]
[paragraph, [208.0, 256.0, 770.0, 36.0], shoonya_2sC4HVDEU0ULNY, 5655198]
[paragraph, [208.0, 292.0, 770.0, 36.0], shoonya_2sC4HVDEU0ULNY, 5655198]
[paragraph, [208.0, 328.0, 770.0, 36.0], shoonya_2sC4HVDEU0ULNY, 5655198]
[paragraph, [208.0, 364.0, 770.0, 36.0], shoonya_2sC4HVDEU0ULNY, 5655198]
[paragraph, [208.0, 400.0, 770.0, 36.0], shoonya_2sC4HVDEU0ULNY, 5655198]
[paragraph, [208.0, 436.0, 770.0, 36.0], shoonya_2sC4HVDEU0ULNY, 5655198]
[paragraph, [208.0, 472.0, 770.0, 36.0], shoonya_2sC4HVDEU0ULNY, 5655198]
[paragraph, [208.0, 508.0, 770.0, 36.0], shoonya_2sC4HVDEU0ULNY, 5655198]
[paragraph, [157.0, 595.0, 1180.0, 36.0], shoonya_4sX1V2DLOA63QZ, 5655198]
[paragraph, [157.0, 631.0, 1180.0, 36.0], shoonya_4sX1V2DLOA63QZ, 5655198]
[paragraph, [157.0, 667.0, 1180.0, 36.0], shoonya_4sX1V2DLOA63QZ, 5655198]
[paragraph, [153.0, 751.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 787.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 823.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 859.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 895.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 931.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 967.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 1003.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 1039.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 1075.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 1111.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 1147.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 1183.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 1219.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 1255.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 1291.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 1327.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 1363.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 1399.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 1435.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 1471.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 1507.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[paragraph, [153.0, 1543.0, 1193.0, 36.0], shoonya_0sOSCCQLPKV59M, 5655198]
[section-title, [157.0, 1634.0, 210.0, 52.5], shoonya_1s2ADTLFUAWE82, 5655198]
[paragraph, [153.0, 1734.0, 1190.0, 36.0], shoonya_3s0XROZHU5G04Y, 5655198]
[paragraph, [153.0, 1770.0, 1190.0, 36.0], shoonya_3s0XROZHU5G04Y, 5655198]
[paragraph, [153.0, 1806.0, 1190.0, 36.0], shoonya_3s0XROZHU5G04Y, 5655198]
[paragraph, [153.0, 1842.0, 1190.0, 36.0], shoonya_3s0XROZHU5G04Y, 5655198]
[reference, [154.0, 1899.0, 951.0, 36.0], shoonya_5sYSRSJTV00BKH, 5655198]
[reference, [154.0, 1935.0, 951.0, 36.0], shoonya_5sYSRSJTV00BKH, 5655198]
[reference, [154.0, 1971.0, 951.0, 36.0], shoonya_5sYSRSJTV00BKH, 5655198]
[reference, [154.0, 2007.0, 951.0, 36.0], shoonya_5sYSRSJTV00BKH, 5655198]
