[2200, 1700]
[paragraph, [91.0, 163.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 199.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 235.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 271.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 307.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 343.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 379.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 415.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 451.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 487.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 523.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 559.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 595.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 631.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 667.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 703.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 739.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 775.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 811.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 847.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 883.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 919.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 955.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 991.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 1027.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 1063.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [91.0, 1099.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [890.0, 167.0, 720.0, 36.0], qeqwf5RHv1, 5752463]
[paragraph, [890.0, 203.0, 720.0, 36.0], qeqwf5RHv1, 5752463]
[paragraph, [890.0, 239.0, 720.0, 36.0], qeqwf5RHv1, 5752463]
[paragraph, [890.0, 275.0, 720.0, 36.0], qeqwf5RHv1, 5752463]
[paragraph, [890.0, 311.0, 720.0, 36.0], qeqwf5RHv1, 5752463]
[paragraph, [890.0, 347.0, 720.0, 36.0], qeqwf5RHv1, 5752463]
[paragraph, [890.0, 383.0, 720.0, 36.0], qeqwf5RHv1, 5752463]
