[2520, 1740]
[folio, [251.0, 36.0, 1085.0, 46.5], shoonya_11sOGQJ5F0QK26, 5694639]
[folio, [251.0, 82.5, 1085.0, 46.5], shoonya_11sOGQJ5F0QK26, 5694639]
[folio, [251.0, 129.0, 1085.0, 46.5], shoonya_11sOGQJ5F0QK26, 5694639]
[unordered-list, [818.0, 252.0, 245.0, 46.5], jgFR3Th2w7, 5694639]
[unordered-list, [818.0, 298.5, 245.0, 46.5], jgFR3Th2w7, 5694639]
[unordered-list, [818.0, 345.0, 245.0, 46.5], jgFR3Th2w7, 5694639]
[unordered-list, [818.0, 391.5, 245.0, 46.5], jgFR3Th2w7, 5694639]
[unordered-list, [818.0, 438.0, 245.0, 46.5], jgFR3Th2w7, 5694639]
[unordered-list, [818.0, 484.5, 245.0, 46.5], jgFR3Th2w7, 5694639]
[unordered-list, [818.0, 531.0, 245.0, 46.5], jgFR3Th2w7, 5694639]
[unordered-list, [818.0, 577.5, 245.0, 46.5], jgFR3Th2w7, 5694639]
[unordered-list, [818.0, 624.0, 245.0, 46.5], jgFR3Th2w7, 5694639]
[unordered-list, [818.0, 670.5, 245.0, 46.5], jgFR3Th2w7, 5694639]
[unordered-list, [818.0, 717.0, 245.0, 46.5], jgFR3Th2w7, 5694639]
[unordered-list, [818.0, 763.5, 245.0, 46.5], jgFR3Th2w7, 5694639]
[unordered-list, [818.0, 810.0, 245.0, 46.5], jgFR3Th2w7, 5694639]
[unordered-list, [818.0, 856.5, 245.0, 46.5], jgFR3Th2w7, 5694639]
[unordered-list, [818.0, 903.0, 245.0, 46.5], jgFR3Th2w7, 5694639]
[unordered-list, [818.0, 949.5, 245.0, 46.5], jgFR3Th2w7, 5694639]
[unordered-list, [818.0, 996.0, 245.0, 46.5], jgFR3Th2w7, 5694639]
[unordered-list, [818.0, 1042.5, 245.0, 46.5], jgFR3Th2w7, 5694639]
[unordered-list, [818.0, 1089.0, 245.0, 46.5], jgFR3Th2w7, 5694639]
[unordered-list, [818.0, 1135.5, 245.0, 46.5], jgFR3Th2w7, 5694639]
[unordered-list, [818.0, 1182.0, 245.0, 46.5], jgFR3Th2w7, 5694639]
[headline, [15.0, 274.0, 278.0, 52.5], -vsTrrTxK8, 5694639]
[headline, [55.0, 865.0, 728.0, 52.5], shoonya_6s6XH8SZ09AT3G, 5694639]
[headline, [55.0, 917.5, 728.0, 52.5], shoonya_6s6XH8SZ09AT3G, 5694639]
[headline, [55.0, 970.0, 728.0, 52.5], shoonya_6s6XH8SZ09AT3G, 5694639]
[headline, [55.0, 1022.5, 728.0, 52.5], shoonya_6s6XH8SZ09AT3G, 5694639]
[paragraph, [0.0, 1110.0, 796.0, 46.5], 4dd7OWyiMV, 5694639]
[paragraph, [0.0, 1156.5, 796.0, 46.5], 4dd7OWyiMV, 5694639]
[paragraph, [0.0, 1203.0, 796.0, 46.5], 4dd7OWyiMV, 5694639]
[paragraph, [0.0, 1249.5, 796.0, 46.5], 4dd7OWyiMV, 5694639]
[paragraph, [0.0, 1296.0, 796.0, 46.5], 4dd7OWyiMV, 5694639]
[paragraph, [0.0, 1342.5, 796.0, 46.5], 4dd7OWyiMV, 5694639]
[flag, [1438.0, 1318.0, 144.0, 46.5], shoonya_5sPRBWHE8UW8U6, 5694639]
[flag, [1438.0, 1364.5, 144.0, 46.5], shoonya_5sPRBWHE8UW8U6, 5694639]
[flag, [1438.0, 1411.0, 144.0, 46.5], shoonya_5sPRBWHE8UW8U6, 5694639]
[unordered-list, [38.0, 1406.0, 750.0, 46.5], shoonya_13s1WJ2P38AYFR, 5694639]
[unordered-list, [38.0, 1452.5, 750.0, 46.5], shoonya_13s1WJ2P38AYFR, 5694639]
[unordered-list, [38.0, 1499.0, 750.0, 46.5], shoonya_13s1WJ2P38AYFR, 5694639]
[unordered-list, [38.0, 1545.5, 750.0, 46.5], shoonya_13s1WJ2P38AYFR, 5694639]
[unordered-list, [38.0, 1592.0, 750.0, 46.5], shoonya_13s1WJ2P38AYFR, 5694639]
[unordered-list, [38.0, 1638.5, 750.0, 46.5], shoonya_13s1WJ2P38AYFR, 5694639]
[unordered-list, [38.0, 1685.0, 750.0, 46.5], shoonya_13s1WJ2P38AYFR, 5694639]
[unordered-list, [38.0, 1731.5, 750.0, 46.5], shoonya_13s1WJ2P38AYFR, 5694639]
[paragraph, [28.0, 2196.0, 656.0, 46.5], shoonya_9sU5TVRMGY5GMR, 5694639]
[paragraph, [28.0, 2242.5, 656.0, 46.5], shoonya_9sU5TVRMGY5GMR, 5694639]
[paragraph, [28.0, 2289.0, 656.0, 46.5], shoonya_9sU5TVRMGY5GMR, 5694639]
[paragraph, [28.0, 2335.5, 656.0, 46.5], shoonya_9sU5TVRMGY5GMR, 5694639]
