[1518, 1075]
[paragraph, [114.0, 173.0, 427.0, 36.0], shoonya_0s5OA0VZRDU0FB, 5722155]
[paragraph, [114.0, 209.0, 427.0, 36.0], shoonya_0s5OA0VZRDU0FB, 5722155]
[paragraph, [114.0, 245.0, 427.0, 36.0], shoonya_0s5OA0VZRDU0FB, 5722155]
[paragraph, [114.0, 281.0, 427.0, 36.0], shoonya_0s5OA0VZRDU0FB, 5722155]
[paragraph, [114.0, 317.0, 427.0, 36.0], shoonya_0s5OA0VZRDU0FB, 5722155]
[paragraph, [114.0, 353.0, 427.0, 36.0], shoonya_0s5OA0VZRDU0FB, 5722155]
[paragraph, [114.0, 389.0, 427.0, 36.0], shoonya_0s5OA0VZRDU0FB, 5722155]
[paragraph, [114.0, 425.0, 427.0, 36.0], shoonya_0s5OA0VZRDU0FB, 5722155]
[paragraph, [114.0, 461.0, 427.0, 36.0], shoonya_0s5OA0VZRDU0FB, 5722155]
[paragraph, [114.0, 497.0, 427.0, 36.0], shoonya_0s5OA0VZRDU0FB, 5722155]
[paragraph, [114.0, 533.0, 427.0, 36.0], shoonya_0s5OA0VZRDU0FB, 5722155]
[paragraph, [114.0, 569.0, 427.0, 36.0], shoonya_0s5OA0VZRDU0FB, 5722155]
[paragraph, [557.0, 176.0, 428.0, 36.0], shoonya_4s1DV9VYORHOMC, 5722155]
[paragraph, [557.0, 212.0, 428.0, 36.0], shoonya_4s1DV9VYORHOMC, 5722155]
[paragraph, [557.0, 248.0, 428.0, 36.0], shoonya_4s1DV9VYORHOMC, 5722155]
[paragraph, [557.0, 314.0, 428.0, 36.0], shoonya_1sP3O7LVJMICFG, 5722155]
[paragraph, [557.0, 350.0, 428.0, 36.0], shoonya_1sP3O7LVJMICFG, 5722155]
[paragraph, [557.0, 386.0, 428.0, 36.0], shoonya_1sP3O7LVJMICFG, 5722155]
[paragraph, [557.0, 422.0, 428.0, 36.0], shoonya_1sP3O7LVJMICFG, 5722155]
[paragraph, [557.0, 458.0, 428.0, 36.0], shoonya_1sP3O7LVJMICFG, 5722155]
[paragraph, [557.0, 494.0, 428.0, 36.0], shoonya_1sP3O7LVJMICFG, 5722155]
[paragraph, [557.0, 530.0, 428.0, 36.0], shoonya_1sP3O7LVJMICFG, 5722155]
[paragraph, [557.0, 566.0, 428.0, 36.0], shoonya_1sP3O7LVJMICFG, 5722155]
[paragraph, [557.0, 602.0, 428.0, 36.0], shoonya_1sP3O7LVJMICFG, 5722155]
[paragraph, [557.0, 638.0, 428.0, 36.0], shoonya_1sP3O7LVJMICFG, 5722155]
[paragraph, [557.0, 674.0, 428.0, 36.0], shoonya_1sP3O7LVJMICFG, 5722155]
[paragraph, [557.0, 710.0, 428.0, 36.0], shoonya_1sP3O7LVJMICFG, 5722155]
[paragraph, [557.0, 746.0, 428.0, 36.0], shoonya_1sP3O7LVJMICFG, 5722155]
[paragraph, [115.0, 625.0, 425.0, 36.0], shoonya_2sMD9M0AED39SA, 5722155]
[paragraph, [115.0, 661.0, 425.0, 36.0], shoonya_2sMD9M0AED39SA, 5722155]
[paragraph, [115.0, 697.0, 425.0, 36.0], shoonya_2sMD9M0AED39SA, 5722155]
[paragraph, [115.0, 733.0, 425.0, 36.0], shoonya_2sMD9M0AED39SA, 5722155]
[paragraph, [115.0, 769.0, 425.0, 36.0], shoonya_2sMD9M0AED39SA, 5722155]
[paragraph, [115.0, 805.0, 425.0, 36.0], shoonya_2sMD9M0AED39SA, 5722155]
[paragraph, [115.0, 841.0, 425.0, 36.0], shoonya_2sMD9M0AED39SA, 5722155]
[paragraph, [115.0, 877.0, 425.0, 36.0], shoonya_2sMD9M0AED39SA, 5722155]
[paragraph, [115.0, 913.0, 425.0, 36.0], shoonya_2sMD9M0AED39SA, 5722155]
[paragraph, [115.0, 949.0, 425.0, 36.0], shoonya_2sMD9M0AED39SA, 5722155]
[paragraph, [115.0, 985.0, 425.0, 36.0], shoonya_2sMD9M0AED39SA, 5722155]
[paragraph, [115.0, 1021.0, 425.0, 36.0], shoonya_2sMD9M0AED39SA, 5722155]
[paragraph, [115.0, 1057.0, 425.0, 36.0], shoonya_2sMD9M0AED39SA, 5722155]
[paragraph, [115.0, 1093.0, 425.0, 36.0], shoonya_2sMD9M0AED39SA, 5722155]
[paragraph, [115.0, 1129.0, 425.0, 36.0], shoonya_2sMD9M0AED39SA, 5722155]
[paragraph, [115.0, 1165.0, 425.0, 36.0], shoonya_2sMD9M0AED39SA, 5722155]
[paragraph, [115.0, 1201.0, 425.0, 36.0], shoonya_2sMD9M0AED39SA, 5722155]
[paragraph, [115.0, 1237.0, 425.0, 36.0], shoonya_2sMD9M0AED39SA, 5722155]
[paragraph, [115.0, 1273.0, 425.0, 36.0], shoonya_2sMD9M0AED39SA, 5722155]
[paragraph, [557.0, 820.0, 427.0, 36.0], shoonya_3sKDKIZF4I4I8I, 5722155]
[paragraph, [557.0, 856.0, 427.0, 36.0], shoonya_3sKDKIZF4I4I8I, 5722155]
[paragraph, [557.0, 892.0, 427.0, 36.0], shoonya_3sKDKIZF4I4I8I, 5722155]
[paragraph, [557.0, 928.0, 427.0, 36.0], shoonya_3sKDKIZF4I4I8I, 5722155]
[paragraph, [557.0, 964.0, 427.0, 36.0], shoonya_3sKDKIZF4I4I8I, 5722155]
[paragraph, [557.0, 1000.0, 427.0, 36.0], shoonya_3sKDKIZF4I4I8I, 5722155]
[paragraph, [557.0, 1036.0, 427.0, 36.0], shoonya_3sKDKIZF4I4I8I, 5722155]
[paragraph, [557.0, 1072.0, 427.0, 36.0], shoonya_3sKDKIZF4I4I8I, 5722155]
[paragraph, [557.0, 1108.0, 427.0, 36.0], shoonya_3sKDKIZF4I4I8I, 5722155]
[paragraph, [560.0, 1170.0, 419.0, 36.0], 9FBsjnzp2_, 5722155]
[paragraph, [560.0, 1206.0, 419.0, 36.0], 9FBsjnzp2_, 5722155]
[paragraph, [560.0, 1242.0, 419.0, 36.0], 9FBsjnzp2_, 5722155]
[paragraph, [560.0, 1278.0, 419.0, 36.0], 9FBsjnzp2_, 5722155]
[folio, [190.0, 1383.0, 421.0, 36.0], shoonya_7sNPX4FXNWY6PP, 5722155]
