[2084, 1533]
[dateline, [81.0, 44.0, 346.0, 64.5], PN3_9w__Sn, 5713188]
[paragraph, [770.0, 109.0, 723.0, 36.0], 2NCzpEgKr0, 5713188]
[paragraph, [770.0, 145.0, 723.0, 36.0], 2NCzpEgKr0, 5713188]
[section-title, [73.0, 135.0, 346.0, 52.5], Lx9t8cDUUK, 5713188]
[paragraph, [771.0, 187.0, 719.0, 36.0], aCZyuZQkEL, 5713188]
[paragraph, [771.0, 223.0, 719.0, 36.0], aCZyuZQkEL, 5713188]
[paragraph, [771.0, 259.0, 719.0, 36.0], aCZyuZQkEL, 5713188]
[paragraph, [771.0, 295.0, 719.0, 36.0], aCZyuZQkEL, 5713188]
[paragraph, [771.0, 331.0, 719.0, 36.0], aCZyuZQkEL, 5713188]
[paragraph, [771.0, 367.0, 719.0, 36.0], aCZyuZQkEL, 5713188]
[contact-info, [78.0, 205.0, 684.0, 36.0], EwOx8QEdm1, 5713188]
[section-title, [83.0, 274.0, 665.0, 52.5], OvZ-XVgGh2, 5713188]
[paragraph, [311.0, 340.0, 460.0, 36.0], HcfRCJcK-C, 5713188]
[paragraph, [311.0, 376.0, 460.0, 36.0], HcfRCJcK-C, 5713188]
[paragraph, [311.0, 412.0, 460.0, 36.0], HcfRCJcK-C, 5713188]
[paragraph, [311.0, 448.0, 460.0, 36.0], HcfRCJcK-C, 5713188]
[paragraph, [311.0, 484.0, 460.0, 36.0], HcfRCJcK-C, 5713188]
[paragraph, [311.0, 520.0, 460.0, 36.0], HcfRCJcK-C, 5713188]
[paragraph, [311.0, 556.0, 460.0, 36.0], HcfRCJcK-C, 5713188]
[paragraph, [311.0, 592.0, 460.0, 36.0], HcfRCJcK-C, 5713188]
[paragraph, [311.0, 628.0, 460.0, 36.0], HcfRCJcK-C, 5713188]
[paragraph, [311.0, 664.0, 460.0, 36.0], HcfRCJcK-C, 5713188]
[paragraph, [777.0, 421.0, 721.0, 36.0], Qsm4YIPrc0, 5713188]
[paragraph, [777.0, 457.0, 721.0, 36.0], Qsm4YIPrc0, 5713188]
[paragraph, [777.0, 493.0, 721.0, 36.0], Qsm4YIPrc0, 5713188]
[paragraph, [777.0, 529.0, 721.0, 36.0], Qsm4YIPrc0, 5713188]
[paragraph, [777.0, 565.0, 721.0, 36.0], Qsm4YIPrc0, 5713188]
[paragraph, [777.0, 601.0, 721.0, 36.0], Qsm4YIPrc0, 5713188]
[paragraph, [777.0, 637.0, 721.0, 36.0], Qsm4YIPrc0, 5713188]
[paragraph, [777.0, 673.0, 721.0, 36.0], Qsm4YIPrc0, 5713188]
[paragraph, [777.0, 709.0, 721.0, 36.0], Qsm4YIPrc0, 5713188]
[paragraph, [777.0, 745.0, 721.0, 36.0], Qsm4YIPrc0, 5713188]
[paragraph, [777.0, 781.0, 721.0, 36.0], Qsm4YIPrc0, 5713188]
[paragraph, [777.0, 817.0, 721.0, 36.0], Qsm4YIPrc0, 5713188]
[paragraph, [777.0, 853.0, 721.0, 36.0], Qsm4YIPrc0, 5713188]
[paragraph, [70.0, 706.0, 694.0, 36.0], shoonya_9sAJ7KWL7N2G6J, 5713188]
[paragraph, [70.0, 742.0, 694.0, 36.0], shoonya_9sAJ7KWL7N2G6J, 5713188]
[paragraph, [70.0, 778.0, 694.0, 36.0], shoonya_9sAJ7KWL7N2G6J, 5713188]
[paragraph, [67.0, 838.0, 701.0, 36.0], shoonya_10sC577TJSJADU, 5713188]
[paragraph, [67.0, 874.0, 701.0, 36.0], shoonya_10sC577TJSJADU, 5713188]
[paragraph, [67.0, 910.0, 701.0, 36.0], shoonya_10sC577TJSJADU, 5713188]
[paragraph, [67.0, 946.0, 701.0, 36.0], shoonya_10sC577TJSJADU, 5713188]
[paragraph, [67.0, 982.0, 701.0, 36.0], shoonya_10sC577TJSJADU, 5713188]
[paragraph, [779.0, 914.0, 724.0, 36.0], vbZJwfBP2N, 5713188]
[paragraph, [779.0, 950.0, 724.0, 36.0], vbZJwfBP2N, 5713188]
[paragraph, [779.0, 986.0, 724.0, 36.0], vbZJwfBP2N, 5713188]
[paragraph, [52.0, 1040.0, 721.0, 36.0], 301Bai4Z2E, 5713188]
[paragraph, [52.0, 1076.0, 721.0, 36.0], 301Bai4Z2E, 5713188]
[paragraph, [52.0, 1112.0, 721.0, 36.0], 301Bai4Z2E, 5713188]
[paragraph, [52.0, 1148.0, 721.0, 36.0], 301Bai4Z2E, 5713188]
[paragraph, [52.0, 1184.0, 721.0, 36.0], 301Bai4Z2E, 5713188]
[paragraph, [52.0, 1220.0, 721.0, 36.0], 301Bai4Z2E, 5713188]
[author, [1123.0, 1053.0, 365.0, 36.0], A8WMM-9x54, 5713188]
[contact-info, [786.0, 1121.0, 707.0, 36.0], YTndFLePzE, 5713188]
[contact-info, [786.0, 1157.0, 707.0, 36.0], YTndFLePzE, 5713188]
[section-title, [860.0, 1233.0, 566.0, 52.5], vBrn0rHuk4, 5713188]
[paragraph, [52.0, 1270.0, 726.0, 36.0], f0NpQsihrA, 5713188]
[paragraph, [52.0, 1306.0, 726.0, 36.0], f0NpQsihrA, 5713188]
[paragraph, [52.0, 1342.0, 726.0, 36.0], f0NpQsihrA, 5713188]
