[1754, 1241]
[folio, [48.0, 86.0, 171.0, 36.0], LwcmN0gurX, 6472120]
[paragraph, [628.0, 129.0, 542.0, 36.0], shoonya_0sAWYM8XEJ4L4G, 6472120]
[paragraph, [628.0, 165.0, 542.0, 36.0], shoonya_0sAWYM8XEJ4L4G, 6472120]
[paragraph, [628.0, 201.0, 542.0, 36.0], shoonya_0sAWYM8XEJ4L4G, 6472120]
[paragraph, [628.0, 237.0, 542.0, 36.0], shoonya_0sAWYM8XEJ4L4G, 6472120]
[paragraph, [628.0, 273.0, 542.0, 36.0], shoonya_0sAWYM8XEJ4L4G, 6472120]
[paragraph, [628.0, 309.0, 542.0, 36.0], shoonya_0sAWYM8XEJ4L4G, 6472120]
[paragraph, [628.0, 345.0, 542.0, 36.0], shoonya_0sAWYM8XEJ4L4G, 6472120]
[paragraph, [628.0, 381.0, 542.0, 36.0], shoonya_0sAWYM8XEJ4L4G, 6472120]
[paragraph, [628.0, 417.0, 542.0, 36.0], shoonya_0sAWYM8XEJ4L4G, 6472120]
[paragraph, [628.0, 453.0, 542.0, 36.0], shoonya_0sAWYM8XEJ4L4G, 6472120]
[paragraph, [628.0, 489.0, 542.0, 36.0], shoonya_0sAWYM8XEJ4L4G, 6472120]
[paragraph, [628.0, 525.0, 542.0, 36.0], shoonya_0sAWYM8XEJ4L4G, 6472120]
[paragraph, [628.0, 561.0, 542.0, 36.0], shoonya_0sAWYM8XEJ4L4G, 6472120]
[paragraph, [628.0, 597.0, 542.0, 36.0], shoonya_0sAWYM8XEJ4L4G, 6472120]
[paragraph, [628.0, 633.0, 542.0, 36.0], shoonya_0sAWYM8XEJ4L4G, 6472120]
[paragraph, [628.0, 669.0, 542.0, 36.0], shoonya_0sAWYM8XEJ4L4G, 6472120]
[paragraph, [628.0, 705.0, 542.0, 36.0], shoonya_0sAWYM8XEJ4L4G, 6472120]
[paragraph, [628.0, 741.0, 542.0, 36.0], shoonya_0sAWYM8XEJ4L4G, 6472120]
[paragraph, [628.0, 777.0, 542.0, 36.0], shoonya_0sAWYM8XEJ4L4G, 6472120]
[paragraph, [65.0, 545.0, 543.0, 36.0], shoonya_4s5Y8BQJOA0EBB, 6472120]
[paragraph, [65.0, 581.0, 543.0, 36.0], shoonya_4s5Y8BQJOA0EBB, 6472120]
[paragraph, [65.0, 617.0, 543.0, 36.0], shoonya_4s5Y8BQJOA0EBB, 6472120]
[paragraph, [65.0, 653.0, 543.0, 36.0], shoonya_4s5Y8BQJOA0EBB, 6472120]
[paragraph, [65.0, 689.0, 543.0, 36.0], shoonya_4s5Y8BQJOA0EBB, 6472120]
[paragraph, [65.0, 725.0, 543.0, 36.0], shoonya_4s5Y8BQJOA0EBB, 6472120]
[paragraph, [65.0, 761.0, 543.0, 36.0], shoonya_4s5Y8BQJOA0EBB, 6472120]
[paragraph, [65.0, 797.0, 543.0, 36.0], shoonya_4s5Y8BQJOA0EBB, 6472120]
[paragraph, [65.0, 833.0, 543.0, 36.0], shoonya_4s5Y8BQJOA0EBB, 6472120]
[paragraph, [629.0, 832.0, 543.0, 36.0], shoonya_2sQY9RKIW7U8SY, 6472120]
[paragraph, [629.0, 868.0, 543.0, 36.0], shoonya_2sQY9RKIW7U8SY, 6472120]
[paragraph, [629.0, 904.0, 543.0, 36.0], shoonya_2sQY9RKIW7U8SY, 6472120]
[paragraph, [629.0, 940.0, 543.0, 36.0], shoonya_2sQY9RKIW7U8SY, 6472120]
[paragraph, [629.0, 976.0, 543.0, 36.0], shoonya_2sQY9RKIW7U8SY, 6472120]
[paragraph, [629.0, 1012.0, 543.0, 36.0], shoonya_2sQY9RKIW7U8SY, 6472120]
[paragraph, [629.0, 1048.0, 543.0, 36.0], shoonya_2sQY9RKIW7U8SY, 6472120]
[paragraph, [629.0, 1084.0, 543.0, 36.0], shoonya_2sQY9RKIW7U8SY, 6472120]
[paragraph, [629.0, 1120.0, 543.0, 36.0], shoonya_2sQY9RKIW7U8SY, 6472120]
[paragraph, [629.0, 1156.0, 543.0, 36.0], shoonya_2sQY9RKIW7U8SY, 6472120]
[paragraph, [629.0, 1192.0, 543.0, 36.0], shoonya_2sQY9RKIW7U8SY, 6472120]
[paragraph, [629.0, 1228.0, 543.0, 36.0], shoonya_2sQY9RKIW7U8SY, 6472120]
[paragraph, [629.0, 1264.0, 543.0, 36.0], shoonya_2sQY9RKIW7U8SY, 6472120]
[paragraph, [629.0, 1300.0, 543.0, 36.0], shoonya_2sQY9RKIW7U8SY, 6472120]
[paragraph, [64.0, 921.0, 542.0, 36.0], shoonya_3sX19HEQFS551A, 6472120]
[paragraph, [64.0, 957.0, 542.0, 36.0], shoonya_3sX19HEQFS551A, 6472120]
[paragraph, [64.0, 993.0, 542.0, 36.0], shoonya_3sX19HEQFS551A, 6472120]
[paragraph, [64.0, 1029.0, 542.0, 36.0], shoonya_3sX19HEQFS551A, 6472120]
[paragraph, [64.0, 1065.0, 542.0, 36.0], shoonya_3sX19HEQFS551A, 6472120]
[paragraph, [59.0, 1154.0, 551.0, 36.0], shoonya_1sY9UA459ZLLA6, 6472120]
[paragraph, [59.0, 1190.0, 551.0, 36.0], shoonya_1sY9UA459ZLLA6, 6472120]
[paragraph, [59.0, 1226.0, 551.0, 36.0], shoonya_1sY9UA459ZLLA6, 6472120]
[paragraph, [59.0, 1262.0, 551.0, 36.0], shoonya_1sY9UA459ZLLA6, 6472120]
[paragraph, [59.0, 1298.0, 551.0, 36.0], shoonya_1sY9UA459ZLLA6, 6472120]
[paragraph, [59.0, 1334.0, 551.0, 36.0], shoonya_1sY9UA459ZLLA6, 6472120]
[paragraph, [59.0, 1370.0, 551.0, 36.0], shoonya_1sY9UA459ZLLA6, 6472120]
[paragraph, [59.0, 1406.0, 551.0, 36.0], shoonya_1sY9UA459ZLLA6, 6472120]
[paragraph, [59.0, 1442.0, 551.0, 36.0], shoonya_1sY9UA459ZLLA6, 6472120]
[paragraph, [59.0, 1478.0, 551.0, 36.0], shoonya_1sY9UA459ZLLA6, 6472120]
[paragraph, [59.0, 1514.0, 551.0, 36.0], shoonya_1sY9UA459ZLLA6, 6472120]
[paragraph, [59.0, 1550.0, 551.0, 36.0], shoonya_1sY9UA459ZLLA6, 6472120]
[paragraph, [627.0, 1377.0, 547.0, 36.0], 3q-rbsz6T5, 6472120]
[paragraph, [627.0, 1413.0, 547.0, 36.0], 3q-rbsz6T5, 6472120]
[paragraph, [627.0, 1449.0, 547.0, 36.0], 3q-rbsz6T5, 6472120]
[paragraph, [627.0, 1485.0, 547.0, 36.0], 3q-rbsz6T5, 6472120]
[paragraph, [627.0, 1521.0, 547.0, 36.0], 3q-rbsz6T5, 6472120]
[paragraph, [627.0, 1557.0, 547.0, 36.0], 3q-rbsz6T5, 6472120]
