[1725, 1313]
[section-title, [692.0, 303.0, 436.0, 49.5], YepRH2VqGA, 5771513]
[section-title, [194.0, 307.0, 408.0, 49.5], JRGgezIa_3, 5771513]
[unordered-list, [157.0, 365.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 401.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 437.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 473.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 509.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 545.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 581.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 617.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 653.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 689.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 725.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 761.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 797.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 833.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 869.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 905.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 941.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 977.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 1013.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 1049.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 1085.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 1121.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 1157.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 1193.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 1229.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 1265.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 1301.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 1337.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 1373.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 1409.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 1445.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [157.0, 1481.0, 498.0, 36.0], shoonya_0s45ZA2U5JNOZ0, 5771513]
[unordered-list, [664.0, 409.0, 462.0, 36.0], Pb_d7tvHG1, 5771513]
[unordered-list, [664.0, 445.0, 462.0, 36.0], Pb_d7tvHG1, 5771513]
[unordered-list, [664.0, 481.0, 462.0, 36.0], Pb_d7tvHG1, 5771513]
[unordered-list, [664.0, 517.0, 462.0, 36.0], Pb_d7tvHG1, 5771513]
[unordered-list, [664.0, 553.0, 462.0, 36.0], Pb_d7tvHG1, 5771513]
[unordered-list, [664.0, 589.0, 462.0, 36.0], Pb_d7tvHG1, 5771513]
[unordered-list, [664.0, 625.0, 462.0, 36.0], Pb_d7tvHG1, 5771513]
[unordered-list, [664.0, 661.0, 462.0, 36.0], Pb_d7tvHG1, 5771513]
[unordered-list, [664.0, 697.0, 462.0, 36.0], Pb_d7tvHG1, 5771513]
[unordered-list, [664.0, 733.0, 462.0, 36.0], Pb_d7tvHG1, 5771513]
[unordered-list, [664.0, 769.0, 462.0, 36.0], Pb_d7tvHG1, 5771513]
[section-title, [702.0, 821.0, 413.0, 49.5], vXkKqvC6Gq, 5771513]
[unordered-list, [667.0, 903.0, 459.0, 36.0], 2zwh2FYV3c, 5771513]
[unordered-list, [667.0, 939.0, 459.0, 36.0], 2zwh2FYV3c, 5771513]
[unordered-list, [667.0, 975.0, 459.0, 36.0], 2zwh2FYV3c, 5771513]
[unordered-list, [667.0, 1011.0, 459.0, 36.0], 2zwh2FYV3c, 5771513]
[unordered-list, [667.0, 1047.0, 459.0, 36.0], 2zwh2FYV3c, 5771513]
[unordered-list, [667.0, 1083.0, 459.0, 36.0], 2zwh2FYV3c, 5771513]
[unordered-list, [667.0, 1119.0, 459.0, 36.0], 2zwh2FYV3c, 5771513]
[unordered-list, [667.0, 1155.0, 459.0, 36.0], 2zwh2FYV3c, 5771513]
[unordered-list, [667.0, 1191.0, 459.0, 36.0], 2zwh2FYV3c, 5771513]
[unordered-list, [667.0, 1227.0, 459.0, 36.0], 2zwh2FYV3c, 5771513]
[unordered-list, [667.0, 1263.0, 459.0, 36.0], 2zwh2FYV3c, 5771513]
[unordered-list, [667.0, 1299.0, 459.0, 36.0], 2zwh2FYV3c, 5771513]
[unordered-list, [667.0, 1335.0, 459.0, 36.0], 2zwh2FYV3c, 5771513]
[unordered-list, [667.0, 1371.0, 459.0, 36.0], 2zwh2FYV3c, 5771513]
[unordered-list, [667.0, 1407.0, 459.0, 36.0], 2zwh2FYV3c, 5771513]
[unordered-list, [667.0, 1443.0, 459.0, 36.0], 2zwh2FYV3c, 5771513]
[unordered-list, [667.0, 1479.0, 459.0, 36.0], 2zwh2FYV3c, 5771513]
[folio, [576.0, 1568.0, 150.0, 36.0], Q8P4I-grQE, 5771513]
