[3968, 2806]
[headline, [216.0, 273.0, 2330.0, 52.5], shoonya_0s9UH8SYJ7QYNN, 5684370]
[headline, [216.0, 325.5, 2330.0, 52.5], shoonya_0s9UH8SYJ7QYNN, 5684370]
[headline, [216.0, 378.0, 2330.0, 52.5], shoonya_0s9UH8SYJ7QYNN, 5684370]
[headline, [216.0, 430.5, 2330.0, 52.5], shoonya_0s9UH8SYJ7QYNN, 5684370]
[headline, [216.0, 483.0, 2330.0, 52.5], shoonya_0s9UH8SYJ7QYNN, 5684370]
[sub-headline, [768.0, 599.0, 1308.0, 73.5], u8e8iFfbE4, 5684370]
[sub-headline, [768.0, 672.5, 1308.0, 73.5], u8e8iFfbE4, 5684370]
[author, [715.0, 1293.0, 1473.0, 52.5], I4OyX4bJuC, 5684370]
[author, [715.0, 1345.5, 1473.0, 52.5], I4OyX4bJuC, 5684370]
[author, [715.0, 1398.0, 1473.0, 52.5], I4OyX4bJuC, 5684370]
[author, [715.0, 1450.5, 1473.0, 52.5], I4OyX4bJuC, 5684370]
[paragraph, [189.0, 1598.0, 676.0, 52.5], CDdT5t9ru_, 5684370]
[paragraph, [189.0, 1650.5, 676.0, 52.5], CDdT5t9ru_, 5684370]
[paragraph, [189.0, 1703.0, 676.0, 52.5], CDdT5t9ru_, 5684370]
[paragraph, [189.0, 1755.5, 676.0, 52.5], CDdT5t9ru_, 5684370]
[ordered-list, [1452.0, 1605.0, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 1657.5, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 1710.0, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 1762.5, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 1815.0, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 1867.5, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 1920.0, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 1972.5, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 2025.0, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 2077.5, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 2130.0, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 2182.5, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 2235.0, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 2287.5, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 2340.0, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 2392.5, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 2445.0, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 2497.5, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 2550.0, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 2602.5, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 2655.0, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 2707.5, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 2760.0, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 2812.5, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 2865.0, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 2917.5, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 2970.0, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 3022.5, 1175.0, 52.5], So6psRcLDl, 5684370]
