[1372, 849]
[section-title, [324.0, 67.0, 200.0, 30.0], shoonya_3s4HQF707VTWXK, 5709951]
[paragraph, [62.0, 132.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 150.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 168.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 186.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 204.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 222.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 240.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 258.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 276.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 294.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 312.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 330.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 348.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 366.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 384.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 402.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 420.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 438.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 456.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 474.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 492.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 510.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 528.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [62.0, 546.0, 724.0, 18.0], shoonya_0sUTSRY0HCAFG0, 5709951]
[paragraph, [56.0, 580.0, 730.0, 18.0], shoonya_1sQW7GOJ0BAM6C, 5709951]
[paragraph, [56.0, 598.0, 730.0, 18.0], shoonya_1sQW7GOJ0BAM6C, 5709951]
[paragraph, [56.0, 616.0, 730.0, 18.0], shoonya_1sQW7GOJ0BAM6C, 5709951]
[paragraph, [56.0, 634.0, 730.0, 18.0], shoonya_1sQW7GOJ0BAM6C, 5709951]
[paragraph, [56.0, 652.0, 730.0, 18.0], shoonya_1sQW7GOJ0BAM6C, 5709951]
[paragraph, [56.0, 670.0, 730.0, 18.0], shoonya_1sQW7GOJ0BAM6C, 5709951]
[paragraph, [56.0, 688.0, 730.0, 18.0], shoonya_1sQW7GOJ0BAM6C, 5709951]
[paragraph, [56.0, 706.0, 730.0, 18.0], shoonya_1sQW7GOJ0BAM6C, 5709951]
[paragraph, [56.0, 724.0, 730.0, 18.0], shoonya_1sQW7GOJ0BAM6C, 5709951]
[paragraph, [56.0, 742.0, 730.0, 18.0], shoonya_1sQW7GOJ0BAM6C, 5709951]
[paragraph, [56.0, 760.0, 730.0, 18.0], shoonya_1sQW7GOJ0BAM6C, 5709951]
[paragraph, [56.0, 778.0, 730.0, 18.0], shoonya_1sQW7GOJ0BAM6C, 5709951]
[paragraph, [56.0, 796.0, 730.0, 18.0], shoonya_1sQW7GOJ0BAM6C, 5709951]
[paragraph, [56.0, 814.0, 730.0, 18.0], shoonya_1sQW7GOJ0BAM6C, 5709951]
[paragraph, [56.0, 832.0, 730.0, 18.0], shoonya_1sQW7GOJ0BAM6C, 5709951]
[paragraph, [56.0, 850.0, 730.0, 18.0], shoonya_1sQW7GOJ0BAM6C, 5709951]
[paragraph, [56.0, 868.0, 730.0, 18.0], shoonya_1sQW7GOJ0BAM6C, 5709951]
[paragraph, [63.0, 894.0, 721.0, 18.0], shoonya_2sXYX9XDOTWM5F, 5709951]
[paragraph, [63.0, 912.0, 721.0, 18.0], shoonya_2sXYX9XDOTWM5F, 5709951]
[paragraph, [63.0, 930.0, 721.0, 18.0], shoonya_2sXYX9XDOTWM5F, 5709951]
