[2339, 1654]
[folio, [1319.0, 45.0, 233.0, 36.0], gh1uTAMIbe, 5750346]
[paragraph, [122.0, 109.0, 1434.0, 36.0], shoonya_1sMRFJMTX38LLO, 5750346]
[paragraph, [122.0, 145.0, 1434.0, 36.0], shoonya_1sMRFJMTX38LLO, 5750346]
[paragraph, [122.0, 181.0, 1434.0, 36.0], shoonya_1sMRFJMTX38LLO, 5750346]
[paragraph, [122.0, 217.0, 1434.0, 36.0], shoonya_1sMRFJMTX38LLO, 5750346]
[paragraph, [122.0, 253.0, 1434.0, 36.0], shoonya_1sMRFJMTX38LLO, 5750346]
[paragraph, [122.0, 289.0, 1434.0, 36.0], shoonya_1sMRFJMTX38LLO, 5750346]
[paragraph, [122.0, 325.0, 1434.0, 36.0], shoonya_1sMRFJMTX38LLO, 5750346]
[paragraph, [122.0, 361.0, 1434.0, 36.0], shoonya_1sMRFJMTX38LLO, 5750346]
[paragraph, [122.0, 397.0, 1434.0, 36.0], shoonya_1sMRFJMTX38LLO, 5750346]
[paragraph, [122.0, 433.0, 1434.0, 36.0], shoonya_1sMRFJMTX38LLO, 5750346]
[paragraph, [122.0, 469.0, 1434.0, 36.0], shoonya_1sMRFJMTX38LLO, 5750346]
[paragraph, [122.0, 505.0, 1434.0, 36.0], shoonya_1sMRFJMTX38LLO, 5750346]
[paragraph, [122.0, 541.0, 1434.0, 36.0], shoonya_1sMRFJMTX38LLO, 5750346]
[paragraph, [122.0, 577.0, 1434.0, 36.0], shoonya_1sMRFJMTX38LLO, 5750346]
[paragraph, [122.0, 613.0, 1434.0, 36.0], shoonya_1sMRFJMTX38LLO, 5750346]
[paragraph, [252.0, 690.0, 1149.0, 36.0], MblU1uml--, 5750346]
[paragraph, [252.0, 726.0, 1149.0, 36.0], MblU1uml--, 5750346]
[paragraph, [252.0, 762.0, 1149.0, 36.0], MblU1uml--, 5750346]
[paragraph, [252.0, 798.0, 1149.0, 36.0], MblU1uml--, 5750346]
[paragraph, [252.0, 834.0, 1149.0, 36.0], MblU1uml--, 5750346]
[paragraph, [252.0, 870.0, 1149.0, 36.0], MblU1uml--, 5750346]
[paragraph, [252.0, 906.0, 1149.0, 36.0], MblU1uml--, 5750346]
[reference, [814.0, 957.0, 585.0, 36.0], b05RkaUx6O, 5750346]
[paragraph, [120.0, 1022.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [120.0, 1058.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [120.0, 1094.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [120.0, 1130.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [120.0, 1166.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [120.0, 1202.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [120.0, 1238.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [120.0, 1274.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [120.0, 1310.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [120.0, 1346.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [120.0, 1382.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [120.0, 1418.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [120.0, 1454.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [120.0, 1490.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [120.0, 1526.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [120.0, 1562.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [120.0, 1598.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [120.0, 1634.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [120.0, 1670.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [120.0, 1706.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [120.0, 1742.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [120.0, 1778.0, 1438.0, 36.0], shoonya_0sQLCXTIYQHLJI, 5750346]
[paragraph, [243.0, 1846.0, 1174.0, 36.0], IjUFy2VhvX, 5750346]
[paragraph, [243.0, 1882.0, 1174.0, 36.0], IjUFy2VhvX, 5750346]
[paragraph, [243.0, 1918.0, 1174.0, 36.0], IjUFy2VhvX, 5750346]
[reference, [1013.0, 1987.0, 405.0, 36.0], 8MwIRNzgux, 5750346]
[paragraph, [118.0, 2046.0, 1444.0, 36.0], shoonya_3s8P5Q6VADNYS4, 5750346]
[paragraph, [118.0, 2082.0, 1444.0, 36.0], shoonya_3s8P5Q6VADNYS4, 5750346]
[paragraph, [118.0, 2118.0, 1444.0, 36.0], shoonya_3s8P5Q6VADNYS4, 5750346]
[paragraph, [118.0, 2154.0, 1444.0, 36.0], shoonya_3s8P5Q6VADNYS4, 5750346]
[paragraph, [118.0, 2190.0, 1444.0, 36.0], shoonya_3s8P5Q6VADNYS4, 5750346]
