[1625, 1211]
[paragraph, [429.0, 80.0, 354.0, 36.0], kBdYBtz9tx, 5742037]
[paragraph, [429.0, 116.0, 354.0, 36.0], kBdYBtz9tx, 5742037]
[paragraph, [429.0, 152.0, 354.0, 36.0], kBdYBtz9tx, 5742037]
[paragraph, [429.0, 188.0, 354.0, 36.0], kBdYBtz9tx, 5742037]
[paragraph, [429.0, 224.0, 354.0, 36.0], kBdYBtz9tx, 5742037]
[paragraph, [429.0, 260.0, 354.0, 36.0], kBdYBtz9tx, 5742037]
[paragraph, [429.0, 296.0, 354.0, 36.0], kBdYBtz9tx, 5742037]
[paragraph, [429.0, 332.0, 354.0, 36.0], kBdYBtz9tx, 5742037]
[paragraph, [429.0, 368.0, 354.0, 36.0], kBdYBtz9tx, 5742037]
[paragraph, [429.0, 404.0, 354.0, 36.0], kBdYBtz9tx, 5742037]
[paragraph, [429.0, 440.0, 354.0, 36.0], kBdYBtz9tx, 5742037]
[paragraph, [74.0, 84.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 120.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 156.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 192.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 228.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 264.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 300.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 336.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 372.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 408.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 444.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 480.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 516.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 552.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 588.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 624.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 660.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 696.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 732.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 768.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 804.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 840.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 876.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [74.0, 912.0, 346.0, 36.0], JcCfzYe3xM, 5742037]
[paragraph, [794.0, 90.0, 360.0, 36.0], kmGes-HyJN, 5742037]
[paragraph, [794.0, 126.0, 360.0, 36.0], kmGes-HyJN, 5742037]
[paragraph, [794.0, 162.0, 360.0, 36.0], kmGes-HyJN, 5742037]
[paragraph, [794.0, 198.0, 360.0, 36.0], kmGes-HyJN, 5742037]
[paragraph, [794.0, 234.0, 360.0, 36.0], kmGes-HyJN, 5742037]
[paragraph, [794.0, 270.0, 360.0, 36.0], kmGes-HyJN, 5742037]
[paragraph, [794.0, 306.0, 360.0, 36.0], kmGes-HyJN, 5742037]
[paragraph, [794.0, 342.0, 360.0, 36.0], kmGes-HyJN, 5742037]
[paragraph, [794.0, 378.0, 360.0, 36.0], kmGes-HyJN, 5742037]
[paragraph, [794.0, 414.0, 360.0, 36.0], kmGes-HyJN, 5742037]
[paragraph, [794.0, 450.0, 360.0, 36.0], kmGes-HyJN, 5742037]
[paragraph, [794.0, 486.0, 360.0, 36.0], kmGes-HyJN, 5742037]
[paragraph, [794.0, 522.0, 360.0, 36.0], kmGes-HyJN, 5742037]
[paragraph, [794.0, 558.0, 360.0, 36.0], kmGes-HyJN, 5742037]
[paragraph, [794.0, 594.0, 360.0, 36.0], kmGes-HyJN, 5742037]
[paragraph, [794.0, 630.0, 360.0, 36.0], kmGes-HyJN, 5742037]
[paragraph, [794.0, 666.0, 360.0, 36.0], kmGes-HyJN, 5742037]
[paragraph, [794.0, 702.0, 360.0, 36.0], kmGes-HyJN, 5742037]
[paragraph, [794.0, 738.0, 360.0, 36.0], kmGes-HyJN, 5742037]
[paragraph, [794.0, 774.0, 360.0, 36.0], kmGes-HyJN, 5742037]
[paragraph, [794.0, 810.0, 360.0, 36.0], kmGes-HyJN, 5742037]
[paragraph, [442.0, 516.0, 336.0, 36.0], gHkRmvNHP1, 5742037]
[paragraph, [442.0, 552.0, 336.0, 36.0], gHkRmvNHP1, 5742037]
[paragraph, [442.0, 588.0, 336.0, 36.0], gHkRmvNHP1, 5742037]
[paragraph, [442.0, 624.0, 336.0, 36.0], gHkRmvNHP1, 5742037]
[paragraph, [442.0, 660.0, 336.0, 36.0], gHkRmvNHP1, 5742037]
[paragraph, [442.0, 696.0, 336.0, 36.0], gHkRmvNHP1, 5742037]
[paragraph, [442.0, 732.0, 336.0, 36.0], gHkRmvNHP1, 5742037]
[paragraph, [442.0, 768.0, 336.0, 36.0], gHkRmvNHP1, 5742037]
[paragraph, [442.0, 804.0, 336.0, 36.0], gHkRmvNHP1, 5742037]
[paragraph, [442.0, 840.0, 336.0, 36.0], gHkRmvNHP1, 5742037]
[paragraph, [442.0, 876.0, 336.0, 36.0], gHkRmvNHP1, 5742037]
[paragraph, [442.0, 912.0, 336.0, 36.0], gHkRmvNHP1, 5742037]
[paragraph, [442.0, 948.0, 336.0, 36.0], gHkRmvNHP1, 5742037]
[paragraph, [800.0, 887.0, 337.0, 36.0], FgbrBtUudy, 5742037]
[paragraph, [800.0, 923.0, 337.0, 36.0], FgbrBtUudy, 5742037]
[paragraph, [800.0, 959.0, 337.0, 36.0], FgbrBtUudy, 5742037]
[paragraph, [800.0, 995.0, 337.0, 36.0], FgbrBtUudy, 5742037]
[paragraph, [800.0, 1031.0, 337.0, 36.0], FgbrBtUudy, 5742037]
[paragraph, [800.0, 1067.0, 337.0, 36.0], FgbrBtUudy, 5742037]
[paragraph, [800.0, 1103.0, 337.0, 36.0], FgbrBtUudy, 5742037]
[paragraph, [800.0, 1139.0, 337.0, 36.0], FgbrBtUudy, 5742037]
[paragraph, [800.0, 1175.0, 337.0, 36.0], FgbrBtUudy, 5742037]
[paragraph, [800.0, 1211.0, 337.0, 36.0], FgbrBtUudy, 5742037]
[paragraph, [800.0, 1247.0, 337.0, 36.0], FgbrBtUudy, 5742037]
