[2339, 1653]
[folio, [717.0, 165.0, 218.0, 36.0], shoonya_2s85W0099SA3ZV, 5686621]
[section-title, [532.0, 270.0, 595.0, 52.5], shoonya_4s586166V7SJ8S, 5686621]
[sub-section-title, [230.0, 450.0, 499.0, 55.5], shoonya_3sYYUJ22ERZUGN, 5686621]
[paragraph, [220.0, 522.0, 1216.0, 36.0], shoonya_0sF88ERJR62JGS, 5686621]
[paragraph, [220.0, 558.0, 1216.0, 36.0], shoonya_0sF88ERJR62JGS, 5686621]
[paragraph, [220.0, 594.0, 1216.0, 36.0], shoonya_0sF88ERJR62JGS, 5686621]
[paragraph, [220.0, 630.0, 1216.0, 36.0], shoonya_0sF88ERJR62JGS, 5686621]
[paragraph, [220.0, 666.0, 1216.0, 36.0], shoonya_0sF88ERJR62JGS, 5686621]
[paragraph, [220.0, 702.0, 1216.0, 36.0], shoonya_0sF88ERJR62JGS, 5686621]
[paragraph, [220.0, 738.0, 1216.0, 36.0], shoonya_0sF88ERJR62JGS, 5686621]
[paragraph, [220.0, 774.0, 1216.0, 36.0], shoonya_0sF88ERJR62JGS, 5686621]
[paragraph, [220.0, 810.0, 1216.0, 36.0], shoonya_0sF88ERJR62JGS, 5686621]
[paragraph, [220.0, 846.0, 1216.0, 36.0], shoonya_0sF88ERJR62JGS, 5686621]
[paragraph, [220.0, 882.0, 1216.0, 36.0], shoonya_0sF88ERJR62JGS, 5686621]
[paragraph, [220.0, 918.0, 1216.0, 36.0], shoonya_0sF88ERJR62JGS, 5686621]
[paragraph, [220.0, 954.0, 1216.0, 36.0], shoonya_0sF88ERJR62JGS, 5686621]
[paragraph, [220.0, 990.0, 1216.0, 36.0], shoonya_0sF88ERJR62JGS, 5686621]
[paragraph, [220.0, 1026.0, 1216.0, 36.0], shoonya_0sF88ERJR62JGS, 5686621]
[paragraph, [221.0, 1100.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1136.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1172.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1208.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1244.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1280.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1316.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1352.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1388.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1424.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1460.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1496.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1532.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1568.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1604.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1640.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1676.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1712.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1748.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1784.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1820.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1856.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1892.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1928.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 1964.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 2000.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 2036.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 2072.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
[paragraph, [221.0, 2108.0, 1214.0, 36.0], shoonya_1sWYMMLZJSKGSX, 5686621]
