[2717, 1772]
[folio, [620.0, 234.0, 498.0, 46.5], p52XUclITR, 5721302]
[paragraph, [162.0, 346.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 392.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 439.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 485.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 532.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 578.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 625.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 671.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 718.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 764.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 811.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 857.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 904.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 950.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 997.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 1043.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 1090.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 1136.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 1183.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 1229.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 1276.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 1322.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 1369.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 1415.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 1462.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 1508.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 1555.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 1601.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 1648.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 1694.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 1741.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 1787.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 1834.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 1880.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 1927.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 1973.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 2020.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 2066.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 2113.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 2159.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 2206.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 2252.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 2299.0, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [162.0, 2345.5, 1473.0, 46.5], shoonya_0s9R0C367RNZDW, 5721302]
[paragraph, [338.0, 2437.0, 1036.0, 46.5], 0Le4yXK7cd, 5721302]
