[567, 454]
[chapter-title, [240.0, 143.0, 124.0, 30.0], dbeadppfco, 6460284]
[paragraph, [28.0, 190.0, 187.0, 18.0], cnaRYogvgN, 6460284]
[paragraph, [28.0, 208.0, 187.0, 18.0], cnaRYogvgN, 6460284]
[paragraph, [28.0, 226.0, 187.0, 18.0], cnaRYogvgN, 6460284]
[paragraph, [28.0, 244.0, 187.0, 18.0], cnaRYogvgN, 6460284]
[paragraph, [28.0, 262.0, 187.0, 18.0], cnaRYogvgN, 6460284]
[paragraph, [28.0, 280.0, 187.0, 18.0], cnaRYogvgN, 6460284]
[paragraph, [28.0, 298.0, 187.0, 18.0], cnaRYogvgN, 6460284]
[paragraph, [217.0, 190.0, 187.0, 18.0], Msgutsom0t, 6460284]
[paragraph, [217.0, 208.0, 187.0, 18.0], Msgutsom0t, 6460284]
[paragraph, [217.0, 226.0, 187.0, 18.0], Msgutsom0t, 6460284]
[paragraph, [220.0, 255.0, 190.0, 18.0], KkXIIplIwP, 6460284]
[paragraph, [220.0, 273.0, 190.0, 18.0], KkXIIplIwP, 6460284]
[paragraph, [220.0, 305.0, 184.0, 18.0], 91s64SiTE5, 6460284]
[paragraph, [220.0, 323.0, 184.0, 18.0], 91s64SiTE5, 6460284]
[paragraph, [220.0, 341.0, 184.0, 18.0], 91s64SiTE5, 6460284]
[paragraph, [220.0, 359.0, 184.0, 18.0], 91s64SiTE5, 6460284]
[paragraph, [220.0, 377.0, 184.0, 18.0], 91s64SiTE5, 6460284]
[paragraph, [220.0, 395.0, 184.0, 18.0], 91s64SiTE5, 6460284]
[paragraph, [220.0, 413.0, 184.0, 18.0], 91s64SiTE5, 6460284]
[paragraph, [220.0, 431.0, 184.0, 18.0], 91s64SiTE5, 6460284]
[paragraph, [29.0, 316.0, 185.0, 18.0], 9CSvinJlIW, 6460284]
[paragraph, [29.0, 334.0, 185.0, 18.0], 9CSvinJlIW, 6460284]
[paragraph, [29.0, 352.0, 185.0, 18.0], 9CSvinJlIW, 6460284]
[paragraph, [29.0, 370.0, 185.0, 18.0], 9CSvinJlIW, 6460284]
[paragraph, [29.0, 388.0, 185.0, 18.0], 9CSvinJlIW, 6460284]
[paragraph, [29.0, 406.0, 185.0, 18.0], 9CSvinJlIW, 6460284]
[paragraph, [29.0, 424.0, 185.0, 18.0], 9CSvinJlIW, 6460284]
[paragraph, [29.0, 442.0, 185.0, 18.0], 9CSvinJlIW, 6460284]
[paragraph, [29.0, 460.0, 185.0, 18.0], 9CSvinJlIW, 6460284]
[paragraph, [217.0, 451.0, 195.0, 18.0], 1D9w6qj1_C, 6460284]
[paragraph, [217.0, 469.0, 195.0, 18.0], 1D9w6qj1_C, 6460284]
[paragraph, [217.0, 487.0, 195.0, 18.0], 1D9w6qj1_C, 6460284]
[paragraph, [35.0, 480.0, 180.0, 18.0], adNcjniVjf, 6460284]
[folio, [184.0, 512.0, 65.0, 18.0], fUt3_mSxOW, 6460284]
