[1755, 1240]
[section-title, [530.0, 472.0, 176.0, 49.5], VpbktYj9tw, 5743746]
[paragraph, [228.0, 648.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
[paragraph, [228.0, 684.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
[paragraph, [228.0, 720.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
[paragraph, [228.0, 756.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
[paragraph, [228.0, 792.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
[paragraph, [228.0, 828.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
[paragraph, [228.0, 864.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
[paragraph, [228.0, 900.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
[paragraph, [228.0, 936.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
[paragraph, [228.0, 972.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
[paragraph, [228.0, 1008.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
[paragraph, [228.0, 1044.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
[paragraph, [228.0, 1080.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
[paragraph, [228.0, 1116.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
[paragraph, [228.0, 1152.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
[paragraph, [228.0, 1188.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
[paragraph, [228.0, 1224.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
[paragraph, [228.0, 1260.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
[paragraph, [228.0, 1296.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
[paragraph, [228.0, 1332.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
[paragraph, [228.0, 1368.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
[paragraph, [228.0, 1404.0, 785.0, 36.0], shoonya_0sHDCDF6AGYHEU, 5743746]
