[4210, 2980]
[ordered-list, [622.0, 394.0, 1081.0, 52.5], shoonya_1s0I81WW68CB0V, 5698766]
[ordered-list, [622.0, 446.5, 1081.0, 52.5], shoonya_1s0I81WW68CB0V, 5698766]
[ordered-list, [622.0, 499.0, 1081.0, 52.5], shoonya_1s0I81WW68CB0V, 5698766]
[ordered-list, [622.0, 551.5, 1081.0, 52.5], shoonya_1s0I81WW68CB0V, 5698766]
[ordered-list, [622.0, 604.0, 1081.0, 52.5], shoonya_1s0I81WW68CB0V, 5698766]
[ordered-list, [622.0, 656.5, 1081.0, 52.5], shoonya_1s0I81WW68CB0V, 5698766]
[answer, [644.0, 897.0, 1981.0, 52.5], _PUVr75FX4, 5698766]
[answer, [644.0, 949.5, 1981.0, 52.5], _PUVr75FX4, 5698766]
[answer, [644.0, 1002.0, 1981.0, 52.5], _PUVr75FX4, 5698766]
[answer, [644.0, 1054.5, 1981.0, 52.5], _PUVr75FX4, 5698766]
[answer, [644.0, 1107.0, 1981.0, 52.5], _PUVr75FX4, 5698766]
[answer, [644.0, 1159.5, 1981.0, 52.5], _PUVr75FX4, 5698766]
[answer, [644.0, 1212.0, 1981.0, 52.5], _PUVr75FX4, 5698766]
[answer, [644.0, 1264.5, 1981.0, 52.5], _PUVr75FX4, 5698766]
[answer, [644.0, 1317.0, 1981.0, 52.5], _PUVr75FX4, 5698766]
[sidebar, [2480.0, 1497.0, 119.0, 52.5], Yp-kHgv52i, 5698766]
[ordered-list, [558.0, 1557.0, 2056.0, 52.5], 21zk5AFS2s, 5698766]
[ordered-list, [558.0, 1609.5, 2056.0, 52.5], 21zk5AFS2s, 5698766]
[ordered-list, [558.0, 1662.0, 2056.0, 52.5], 21zk5AFS2s, 5698766]
[ordered-list, [558.0, 1714.5, 2056.0, 52.5], 21zk5AFS2s, 5698766]
[ordered-list, [558.0, 1767.0, 2056.0, 52.5], 21zk5AFS2s, 5698766]
[ordered-list, [558.0, 1819.5, 2056.0, 52.5], 21zk5AFS2s, 5698766]
[ordered-list, [558.0, 1872.0, 2056.0, 52.5], 21zk5AFS2s, 5698766]
[ordered-list, [558.0, 1924.5, 2056.0, 52.5], 21zk5AFS2s, 5698766]
[ordered-list, [558.0, 1977.0, 2056.0, 52.5], 21zk5AFS2s, 5698766]
[ordered-list, [558.0, 2029.5, 2056.0, 52.5], 21zk5AFS2s, 5698766]
[ordered-list, [558.0, 2082.0, 2056.0, 52.5], 21zk5AFS2s, 5698766]
[answer, [629.0, 1564.0, 1981.0, 52.5], -mVHll9U_Q, 5698766]
[answer, [629.0, 1616.5, 1981.0, 52.5], -mVHll9U_Q, 5698766]
[answer, [629.0, 1669.0, 1981.0, 52.5], -mVHll9U_Q, 5698766]
[answer, [629.0, 1721.5, 1981.0, 52.5], -mVHll9U_Q, 5698766]
[answer, [629.0, 1774.0, 1981.0, 52.5], -mVHll9U_Q, 5698766]
[answer, [629.0, 1826.5, 1981.0, 52.5], -mVHll9U_Q, 5698766]
[answer, [629.0, 1879.0, 1981.0, 52.5], -mVHll9U_Q, 5698766]
[answer, [629.0, 1931.5, 1981.0, 52.5], -mVHll9U_Q, 5698766]
[answer, [629.0, 1984.0, 1981.0, 52.5], -mVHll9U_Q, 5698766]
[answer, [629.0, 2036.5, 1981.0, 52.5], -mVHll9U_Q, 5698766]
[answer, [629.0, 2089.0, 1981.0, 52.5], -mVHll9U_Q, 5698766]
[sidebar, [2462.0, 2216.0, 126.0, 52.5], PGCD17pKm6, 5698766]
[answer, [625.0, 2283.0, 1352.0, 52.5], WtFPcBf2fM, 5698766]
[answer, [625.0, 2335.5, 1352.0, 52.5], WtFPcBf2fM, 5698766]
[answer, [625.0, 2388.0, 1352.0, 52.5], WtFPcBf2fM, 5698766]
[answer, [625.0, 2440.5, 1352.0, 52.5], WtFPcBf2fM, 5698766]
[answer, [625.0, 2493.0, 1352.0, 52.5], WtFPcBf2fM, 5698766]
[answer, [625.0, 2545.5, 1352.0, 52.5], WtFPcBf2fM, 5698766]
[sidebar, [2458.0, 2652.0, 115.0, 52.5], RLspOCkxWZ, 5698766]
[paragraph, [596.0, 2727.0, 1996.0, 52.5], r_bOEWxVIk, 5698766]
[paragraph, [596.0, 2779.5, 1996.0, 52.5], r_bOEWxVIk, 5698766]
[paragraph, [596.0, 2832.0, 1996.0, 52.5], r_bOEWxVIk, 5698766]
[paragraph, [573.0, 2935.0, 849.0, 52.5], cE_RqKvpvZ, 5698766]
[ordered-list, [636.0, 3032.0, 1016.0, 52.5], OZQtYqHhr9, 5698766]
[ordered-list, [636.0, 3084.5, 1016.0, 52.5], OZQtYqHhr9, 5698766]
[ordered-list, [636.0, 3137.0, 1016.0, 52.5], OZQtYqHhr9, 5698766]
[ordered-list, [636.0, 3189.5, 1016.0, 52.5], OZQtYqHhr9, 5698766]
[sidebar, [2456.0, 3320.0, 110.0, 52.5], shoonya_4s3X0XPAMHPOV0, 5698766]
[answer, [487.0, 3394.0, 2068.0, 52.5], 0KZdiOqHf0, 5698766]
[answer, [487.0, 3446.5, 2068.0, 52.5], 0KZdiOqHf0, 5698766]
[answer, [487.0, 3499.0, 2068.0, 52.5], 0KZdiOqHf0, 5698766]
[answer, [487.0, 3551.5, 2068.0, 52.5], 0KZdiOqHf0, 5698766]
[ordered-list, [562.0, 3528.0, 968.0, 52.5], T6H3A0Vy1h, 5698766]
