[1625, 1211]
[paragraph, [778.0, 86.0, 349.0, 36.0], sBIM0NQz6r, 5742841]
[paragraph, [778.0, 122.0, 349.0, 36.0], sBIM0NQz6r, 5742841]
[paragraph, [778.0, 158.0, 349.0, 36.0], sBIM0NQz6r, 5742841]
[paragraph, [778.0, 194.0, 349.0, 36.0], sBIM0NQz6r, 5742841]
[paragraph, [778.0, 230.0, 349.0, 36.0], sBIM0NQz6r, 5742841]
[paragraph, [778.0, 266.0, 349.0, 36.0], sBIM0NQz6r, 5742841]
[paragraph, [778.0, 302.0, 349.0, 36.0], sBIM0NQz6r, 5742841]
[paragraph, [778.0, 338.0, 349.0, 36.0], sBIM0NQz6r, 5742841]
[paragraph, [778.0, 374.0, 349.0, 36.0], sBIM0NQz6r, 5742841]
[paragraph, [778.0, 410.0, 349.0, 36.0], sBIM0NQz6r, 5742841]
[paragraph, [778.0, 446.0, 349.0, 36.0], sBIM0NQz6r, 5742841]
[paragraph, [778.0, 482.0, 349.0, 36.0], sBIM0NQz6r, 5742841]
[paragraph, [778.0, 518.0, 349.0, 36.0], sBIM0NQz6r, 5742841]
[paragraph, [778.0, 554.0, 349.0, 36.0], sBIM0NQz6r, 5742841]
[paragraph, [778.0, 590.0, 349.0, 36.0], sBIM0NQz6r, 5742841]
[paragraph, [778.0, 626.0, 349.0, 36.0], sBIM0NQz6r, 5742841]
[paragraph, [778.0, 662.0, 349.0, 36.0], sBIM0NQz6r, 5742841]
[paragraph, [778.0, 698.0, 349.0, 36.0], sBIM0NQz6r, 5742841]
[paragraph, [778.0, 734.0, 349.0, 36.0], sBIM0NQz6r, 5742841]
[headline, [206.0, 87.0, 430.0, 37.5], shoonya_0sZHACIC53EY37, 5742841]
[author, [214.0, 152.0, 406.0, 36.0], r1cJfRDG-7, 5742841]
[paragraph, [426.0, 214.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 250.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 286.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 322.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 358.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 394.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 430.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 466.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 502.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 538.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 574.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 610.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 646.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 682.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 718.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 754.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 790.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 826.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 862.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 898.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 934.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 970.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 1006.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 1042.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 1078.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 1114.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 1150.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 1186.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 1222.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 1258.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 1294.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 1330.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 1366.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 1402.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [426.0, 1438.0, 341.0, 36.0], acrFsWJVmo, 5742841]
[paragraph, [59.0, 219.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 255.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 291.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 327.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 363.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
