[1244, 861]
[chapter-title, [334.0, 37.0, 274.0, 30.0], shoonya_5sIU8KWCRYRVK0, 5776787]
[paragraph, [156.0, 77.0, 635.0, 18.0], shoonya_3s2A444FWX0MCB, 5776787]
[paragraph, [156.0, 95.0, 635.0, 18.0], shoonya_3s2A444FWX0MCB, 5776787]
[paragraph, [156.0, 113.0, 635.0, 18.0], shoonya_3s2A444FWX0MCB, 5776787]
[paragraph, [156.0, 131.0, 635.0, 18.0], shoonya_3s2A444FWX0MCB, 5776787]
[paragraph, [156.0, 149.0, 635.0, 18.0], shoonya_3s2A444FWX0MCB, 5776787]
[paragraph, [156.0, 167.0, 635.0, 18.0], shoonya_3s2A444FWX0MCB, 5776787]
[paragraph, [156.0, 185.0, 635.0, 18.0], shoonya_3s2A444FWX0MCB, 5776787]
[paragraph, [157.0, 201.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 219.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 237.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 255.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 273.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 291.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 309.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 327.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 345.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 363.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 381.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 399.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 417.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 435.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 453.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 471.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 489.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 507.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 525.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 543.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 561.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 579.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [157.0, 597.0, 637.0, 18.0], shoonya_1sD4KPKJH5KPKG, 5776787]
[paragraph, [160.0, 632.0, 636.0, 18.0], shoonya_2sM1CVNBB8MLQ3, 5776787]
[paragraph, [160.0, 650.0, 636.0, 18.0], shoonya_2sM1CVNBB8MLQ3, 5776787]
[paragraph, [160.0, 668.0, 636.0, 18.0], shoonya_2sM1CVNBB8MLQ3, 5776787]
[paragraph, [160.0, 686.0, 636.0, 18.0], shoonya_2sM1CVNBB8MLQ3, 5776787]
[paragraph, [160.0, 704.0, 636.0, 18.0], shoonya_2sM1CVNBB8MLQ3, 5776787]
[paragraph, [160.0, 722.0, 636.0, 18.0], shoonya_2sM1CVNBB8MLQ3, 5776787]
[paragraph, [160.0, 740.0, 636.0, 18.0], shoonya_2sM1CVNBB8MLQ3, 5776787]
[paragraph, [160.0, 758.0, 636.0, 18.0], shoonya_2sM1CVNBB8MLQ3, 5776787]
[paragraph, [160.0, 776.0, 636.0, 18.0], shoonya_2sM1CVNBB8MLQ3, 5776787]
[paragraph, [160.0, 794.0, 636.0, 18.0], shoonya_2sM1CVNBB8MLQ3, 5776787]
[paragraph, [160.0, 812.0, 636.0, 18.0], shoonya_2sM1CVNBB8MLQ3, 5776787]
[paragraph, [162.0, 834.0, 634.0, 18.0], shoonya_0sKAAX479GWAZY, 5776787]
[paragraph, [162.0, 852.0, 634.0, 18.0], shoonya_0sKAAX479GWAZY, 5776787]
[paragraph, [162.0, 870.0, 634.0, 18.0], shoonya_0sKAAX479GWAZY, 5776787]
[paragraph, [162.0, 888.0, 634.0, 18.0], shoonya_0sKAAX479GWAZY, 5776787]
[paragraph, [162.0, 906.0, 634.0, 18.0], shoonya_0sKAAX479GWAZY, 5776787]
[paragraph, [162.0, 924.0, 634.0, 18.0], shoonya_0sKAAX479GWAZY, 5776787]
[paragraph, [162.0, 942.0, 634.0, 18.0], shoonya_0sKAAX479GWAZY, 5776787]
[paragraph, [162.0, 960.0, 634.0, 18.0], shoonya_0sKAAX479GWAZY, 5776787]
[paragraph, [162.0, 978.0, 634.0, 18.0], shoonya_0sKAAX479GWAZY, 5776787]
[paragraph, [162.0, 996.0, 634.0, 18.0], shoonya_0sKAAX479GWAZY, 5776787]
[paragraph, [162.0, 1014.0, 634.0, 18.0], shoonya_0sKAAX479GWAZY, 5776787]
[paragraph, [164.0, 1035.0, 632.0, 18.0], shoonya_4sBKZ2A7O2PPC4, 5776787]
[paragraph, [164.0, 1053.0, 632.0, 18.0], shoonya_4sBKZ2A7O2PPC4, 5776787]
