[1034, 680]
[folio, [239.0, 60.0, 214.0, 18.0], shoonya_2sXXMAH52AMLOD, 5739721]
[folio, [239.0, 78.0, 214.0, 18.0], shoonya_2sXXMAH52AMLOD, 5739721]
[paragraph, [67.0, 118.0, 544.0, 18.0], shoonya_0sQMKEHG8CU5F3, 5739721]
[paragraph, [67.0, 136.0, 544.0, 18.0], shoonya_0sQMKEHG8CU5F3, 5739721]
[paragraph, [67.0, 154.0, 544.0, 18.0], shoonya_0sQMKEHG8CU5F3, 5739721]
[paragraph, [67.0, 172.0, 544.0, 18.0], shoonya_0sQMKEHG8CU5F3, 5739721]
[paragraph, [59.0, 201.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 219.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 237.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 255.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 273.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 291.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 309.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 327.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 345.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 363.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 381.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 399.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 417.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 435.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 453.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 471.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 489.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 507.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 525.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 543.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 561.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 579.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 597.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [59.0, 615.0, 557.0, 18.0], 786S9Mn0Ic, 5739721]
[paragraph, [61.0, 653.0, 551.0, 18.0], shoonya_1s5RSQN06J7OAI, 5739721]
[paragraph, [61.0, 671.0, 551.0, 18.0], shoonya_1s5RSQN06J7OAI, 5739721]
[paragraph, [61.0, 689.0, 551.0, 18.0], shoonya_1s5RSQN06J7OAI, 5739721]
[paragraph, [61.0, 707.0, 551.0, 18.0], shoonya_1s5RSQN06J7OAI, 5739721]
[paragraph, [61.0, 725.0, 551.0, 18.0], shoonya_1s5RSQN06J7OAI, 5739721]
[paragraph, [61.0, 743.0, 551.0, 18.0], shoonya_1s5RSQN06J7OAI, 5739721]
[paragraph, [61.0, 761.0, 551.0, 18.0], shoonya_1s5RSQN06J7OAI, 5739721]
[paragraph, [61.0, 779.0, 551.0, 18.0], shoonya_1s5RSQN06J7OAI, 5739721]
[paragraph, [61.0, 797.0, 551.0, 18.0], shoonya_1s5RSQN06J7OAI, 5739721]
[paragraph, [61.0, 815.0, 551.0, 18.0], shoonya_1s5RSQN06J7OAI, 5739721]
[paragraph, [61.0, 833.0, 551.0, 18.0], shoonya_1s5RSQN06J7OAI, 5739721]
[paragraph, [61.0, 851.0, 551.0, 18.0], shoonya_1s5RSQN06J7OAI, 5739721]
[paragraph, [61.0, 869.0, 551.0, 18.0], shoonya_1s5RSQN06J7OAI, 5739721]
[paragraph, [61.0, 887.0, 551.0, 18.0], shoonya_1s5RSQN06J7OAI, 5739721]
[paragraph, [61.0, 905.0, 551.0, 18.0], shoonya_1s5RSQN06J7OAI, 5739721]
[paragraph, [61.0, 923.0, 551.0, 18.0], shoonya_1s5RSQN06J7OAI, 5739721]
[paragraph, [61.0, 941.0, 551.0, 18.0], shoonya_1s5RSQN06J7OAI, 5739721]
