[1763, 1275]
[section-title, [377.0, 271.0, 363.0, 49.5], gGpoWrqk5Q, 5712852]
[section-title, [377.0, 320.5, 363.0, 49.5], gGpoWrqk5Q, 5712852]
[paragraph, [144.0, 470.0, 966.0, 36.0], shoonya_4sB5FA7T8KTERK, 5712852]
[paragraph, [144.0, 506.0, 966.0, 36.0], shoonya_4sB5FA7T8KTERK, 5712852]
[paragraph, [144.0, 542.0, 966.0, 36.0], shoonya_4sB5FA7T8KTERK, 5712852]
[paragraph, [144.0, 578.0, 966.0, 36.0], shoonya_4sB5FA7T8KTERK, 5712852]
[paragraph, [144.0, 614.0, 966.0, 36.0], shoonya_4sB5FA7T8KTERK, 5712852]
[paragraph, [144.0, 650.0, 966.0, 36.0], shoonya_4sB5FA7T8KTERK, 5712852]
[paragraph, [144.0, 686.0, 966.0, 36.0], shoonya_4sB5FA7T8KTERK, 5712852]
[paragraph, [144.0, 722.0, 966.0, 36.0], shoonya_4sB5FA7T8KTERK, 5712852]
[paragraph, [144.0, 758.0, 966.0, 36.0], shoonya_4sB5FA7T8KTERK, 5712852]
[paragraph, [144.0, 794.0, 966.0, 36.0], shoonya_4sB5FA7T8KTERK, 5712852]
[paragraph, [144.0, 830.0, 966.0, 36.0], shoonya_4sB5FA7T8KTERK, 5712852]
[paragraph, [144.0, 866.0, 966.0, 36.0], shoonya_4sB5FA7T8KTERK, 5712852]
[paragraph, [144.0, 902.0, 966.0, 36.0], shoonya_4sB5FA7T8KTERK, 5712852]
[paragraph, [144.0, 938.0, 966.0, 36.0], shoonya_4sB5FA7T8KTERK, 5712852]
[paragraph, [144.0, 974.0, 966.0, 36.0], shoonya_4sB5FA7T8KTERK, 5712852]
[paragraph, [144.0, 1010.0, 966.0, 36.0], shoonya_4sB5FA7T8KTERK, 5712852]
[paragraph, [144.0, 1046.0, 966.0, 36.0], shoonya_4sB5FA7T8KTERK, 5712852]
[paragraph, [144.0, 1082.0, 966.0, 36.0], shoonya_4sB5FA7T8KTERK, 5712852]
[paragraph, [144.0, 1118.0, 966.0, 36.0], shoonya_4sB5FA7T8KTERK, 5712852]
[paragraph, [122.0, 1183.0, 835.0, 36.0], e3HFV_FRSZ, 5712852]
[paragraph, [122.0, 1219.0, 835.0, 36.0], e3HFV_FRSZ, 5712852]
[paragraph, [122.0, 1255.0, 835.0, 36.0], e3HFV_FRSZ, 5712852]
[paragraph, [122.0, 1291.0, 835.0, 36.0], e3HFV_FRSZ, 5712852]
[paragraph, [122.0, 1327.0, 835.0, 36.0], e3HFV_FRSZ, 5712852]
[paragraph, [122.0, 1363.0, 835.0, 36.0], e3HFV_FRSZ, 5712852]
[paragraph, [122.0, 1399.0, 835.0, 36.0], e3HFV_FRSZ, 5712852]
[paragraph, [122.0, 1435.0, 835.0, 36.0], e3HFV_FRSZ, 5712852]
[paragraph, [122.0, 1471.0, 835.0, 36.0], e3HFV_FRSZ, 5712852]
[footnote, [146.0, 1590.0, 935.0, 36.0], shoonya_5sYU17H1ONFYKN, 5712852]
[folio, [853.0, 1663.0, 310.0, 36.0], L5lFaUIAKd, 5712852]
