[1004, 621]
[paragraph, [38.0, 105.0, 538.0, 18.0], shoonya_1sZBW0GO1KZ3GS, 5740661]
[paragraph, [38.0, 123.0, 538.0, 18.0], shoonya_1sZBW0GO1KZ3GS, 5740661]
[paragraph, [38.0, 141.0, 538.0, 18.0], shoonya_1sZBW0GO1KZ3GS, 5740661]
[paragraph, [38.0, 159.0, 538.0, 18.0], shoonya_1sZBW0GO1KZ3GS, 5740661]
[paragraph, [38.0, 177.0, 538.0, 18.0], shoonya_1sZBW0GO1KZ3GS, 5740661]
[paragraph, [38.0, 195.0, 538.0, 18.0], shoonya_1sZBW0GO1KZ3GS, 5740661]
[paragraph, [38.0, 213.0, 538.0, 18.0], shoonya_1sZBW0GO1KZ3GS, 5740661]
[paragraph, [38.0, 231.0, 538.0, 18.0], shoonya_1sZBW0GO1KZ3GS, 5740661]
[paragraph, [17.0, 261.0, 583.0, 18.0], 2f1qVb3Cgi, 5740661]
[paragraph, [17.0, 279.0, 583.0, 18.0], 2f1qVb3Cgi, 5740661]
[paragraph, [17.0, 297.0, 583.0, 18.0], 2f1qVb3Cgi, 5740661]
[paragraph, [17.0, 315.0, 583.0, 18.0], 2f1qVb3Cgi, 5740661]
[paragraph, [17.0, 333.0, 583.0, 18.0], 2f1qVb3Cgi, 5740661]
[paragraph, [17.0, 351.0, 583.0, 18.0], 2f1qVb3Cgi, 5740661]
[paragraph, [17.0, 369.0, 583.0, 18.0], 2f1qVb3Cgi, 5740661]
[paragraph, [17.0, 387.0, 583.0, 18.0], 2f1qVb3Cgi, 5740661]
[paragraph, [17.0, 405.0, 583.0, 18.0], 2f1qVb3Cgi, 5740661]
[paragraph, [17.0, 423.0, 583.0, 18.0], 2f1qVb3Cgi, 5740661]
[paragraph, [17.0, 441.0, 583.0, 18.0], 2f1qVb3Cgi, 5740661]
[paragraph, [17.0, 459.0, 583.0, 18.0], 2f1qVb3Cgi, 5740661]
[paragraph, [17.0, 477.0, 583.0, 18.0], 2f1qVb3Cgi, 5740661]
[paragraph, [17.0, 495.0, 583.0, 18.0], 2f1qVb3Cgi, 5740661]
[paragraph, [17.0, 513.0, 583.0, 18.0], 2f1qVb3Cgi, 5740661]
[paragraph, [17.0, 531.0, 583.0, 18.0], 2f1qVb3Cgi, 5740661]
[paragraph, [17.0, 549.0, 583.0, 18.0], 2f1qVb3Cgi, 5740661]
[quote, [45.0, 583.0, 510.0, 18.0], Uq5mbjfzwm, 5740661]
[quote, [45.0, 601.0, 510.0, 18.0], Uq5mbjfzwm, 5740661]
[quote, [45.0, 619.0, 510.0, 18.0], Uq5mbjfzwm, 5740661]
[quote, [45.0, 637.0, 510.0, 18.0], Uq5mbjfzwm, 5740661]
