[1613, 1275]
[chapter-title, [142.0, 128.0, 91.0, 58.5], shoonya_3s4YKEM7KZYVBM, 5759328]
[section-title, [454.0, 134.0, 475.0, 49.5], Ue2Ubr7QY9, 5759328]
[paragraph, [640.0, 250.0, 522.0, 36.0], shoonya_5s7IV4SKMRPZC7, 5759328]
[paragraph, [640.0, 286.0, 522.0, 36.0], shoonya_5s7IV4SKMRPZC7, 5759328]
[paragraph, [640.0, 322.0, 522.0, 36.0], shoonya_5s7IV4SKMRPZC7, 5759328]
[paragraph, [640.0, 358.0, 522.0, 36.0], shoonya_5s7IV4SKMRPZC7, 5759328]
[paragraph, [640.0, 394.0, 522.0, 36.0], shoonya_5s7IV4SKMRPZC7, 5759328]
[paragraph, [640.0, 430.0, 522.0, 36.0], shoonya_5s7IV4SKMRPZC7, 5759328]
[paragraph, [640.0, 466.0, 522.0, 36.0], shoonya_5s7IV4SKMRPZC7, 5759328]
[paragraph, [640.0, 502.0, 522.0, 36.0], shoonya_5s7IV4SKMRPZC7, 5759328]
[paragraph, [640.0, 538.0, 522.0, 36.0], shoonya_5s7IV4SKMRPZC7, 5759328]
[paragraph, [640.0, 574.0, 522.0, 36.0], shoonya_5s7IV4SKMRPZC7, 5759328]
[paragraph, [640.0, 610.0, 522.0, 36.0], shoonya_5s7IV4SKMRPZC7, 5759328]
[paragraph, [640.0, 646.0, 522.0, 36.0], shoonya_5s7IV4SKMRPZC7, 5759328]
[paragraph, [640.0, 682.0, 522.0, 36.0], shoonya_5s7IV4SKMRPZC7, 5759328]
[paragraph, [640.0, 718.0, 522.0, 36.0], shoonya_5s7IV4SKMRPZC7, 5759328]
[paragraph, [640.0, 754.0, 522.0, 36.0], shoonya_5s7IV4SKMRPZC7, 5759328]
[paragraph, [640.0, 790.0, 522.0, 36.0], shoonya_5s7IV4SKMRPZC7, 5759328]
[paragraph, [640.0, 826.0, 522.0, 36.0], shoonya_5s7IV4SKMRPZC7, 5759328]
[paragraph, [640.0, 862.0, 522.0, 36.0], shoonya_5s7IV4SKMRPZC7, 5759328]
[paragraph, [119.0, 316.0, 486.0, 36.0], shoonya_4s0BN2VEXXG1ZL, 5759328]
[paragraph, [119.0, 352.0, 486.0, 36.0], shoonya_4s0BN2VEXXG1ZL, 5759328]
[paragraph, [119.0, 388.0, 486.0, 36.0], shoonya_4s0BN2VEXXG1ZL, 5759328]
[paragraph, [119.0, 424.0, 486.0, 36.0], shoonya_4s0BN2VEXXG1ZL, 5759328]
[paragraph, [119.0, 460.0, 486.0, 36.0], shoonya_4s0BN2VEXXG1ZL, 5759328]
[paragraph, [119.0, 496.0, 486.0, 36.0], shoonya_4s0BN2VEXXG1ZL, 5759328]
[paragraph, [119.0, 532.0, 486.0, 36.0], shoonya_4s0BN2VEXXG1ZL, 5759328]
[paragraph, [119.0, 568.0, 486.0, 36.0], shoonya_4s0BN2VEXXG1ZL, 5759328]
[paragraph, [119.0, 604.0, 486.0, 36.0], shoonya_4s0BN2VEXXG1ZL, 5759328]
[paragraph, [119.0, 640.0, 486.0, 36.0], shoonya_4s0BN2VEXXG1ZL, 5759328]
[paragraph, [119.0, 676.0, 486.0, 36.0], shoonya_4s0BN2VEXXG1ZL, 5759328]
[paragraph, [119.0, 712.0, 486.0, 36.0], shoonya_4s0BN2VEXXG1ZL, 5759328]
[paragraph, [119.0, 748.0, 486.0, 36.0], shoonya_4s0BN2VEXXG1ZL, 5759328]
[paragraph, [119.0, 784.0, 486.0, 36.0], shoonya_4s0BN2VEXXG1ZL, 5759328]
[paragraph, [119.0, 820.0, 486.0, 36.0], shoonya_4s0BN2VEXXG1ZL, 5759328]
[paragraph, [119.0, 856.0, 486.0, 36.0], shoonya_4s0BN2VEXXG1ZL, 5759328]
[paragraph, [119.0, 892.0, 486.0, 36.0], shoonya_4s0BN2VEXXG1ZL, 5759328]
[paragraph, [119.0, 928.0, 486.0, 36.0], shoonya_4s0BN2VEXXG1ZL, 5759328]
[figure-caption, [493.0, 1476.0, 275.0, 36.0], shoonya_1s164P2TQ6OR2E, 5759328]
