[1320, 1176]
[folio, [931.0, 52.0, 176.0, 18.0], shoonya_7sUHR72ZS7CRMF, 5694173]
[folio, [931.0, 70.0, 176.0, 18.0], shoonya_7sUHR72ZS7CRMF, 5694173]
[folio, [931.0, 88.0, 176.0, 18.0], shoonya_7sUHR72ZS7CRMF, 5694173]
[folio, [931.0, 106.0, 176.0, 18.0], shoonya_7sUHR72ZS7CRMF, 5694173]
[folio, [931.0, 124.0, 176.0, 18.0], shoonya_7sUHR72ZS7CRMF, 5694173]
[folio, [931.0, 142.0, 176.0, 18.0], shoonya_7sUHR72ZS7CRMF, 5694173]
[paragraph, [422.0, 178.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 196.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 214.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 232.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 250.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 268.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 286.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 304.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 322.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 340.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 358.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 376.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 394.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 412.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 430.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 448.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 466.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 484.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 502.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 520.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 538.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 556.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [422.0, 574.0, 351.0, 18.0], shoonya_3sK3Z3YNDIOS9C, 5694173]
[paragraph, [771.0, 180.0, 311.0, 18.0], shoonya_6sXIP2L87JNG4U, 5694173]
[paragraph, [771.0, 198.0, 311.0, 18.0], shoonya_6sXIP2L87JNG4U, 5694173]
[paragraph, [771.0, 216.0, 311.0, 18.0], shoonya_6sXIP2L87JNG4U, 5694173]
[paragraph, [67.0, 183.0, 333.0, 18.0], shoonya_5sQGPQZ4XNG8L2, 5694173]
[paragraph, [67.0, 201.0, 333.0, 18.0], shoonya_5sQGPQZ4XNG8L2, 5694173]
[paragraph, [67.0, 219.0, 333.0, 18.0], shoonya_5sQGPQZ4XNG8L2, 5694173]
[paragraph, [770.0, 234.0, 328.0, 18.0], shoonya_2sV0X40HYHAX45, 5694173]
[paragraph, [770.0, 252.0, 328.0, 18.0], shoonya_2sV0X40HYHAX45, 5694173]
[paragraph, [770.0, 270.0, 328.0, 18.0], shoonya_2sV0X40HYHAX45, 5694173]
[paragraph, [770.0, 288.0, 328.0, 18.0], shoonya_2sV0X40HYHAX45, 5694173]
[paragraph, [770.0, 306.0, 328.0, 18.0], shoonya_2sV0X40HYHAX45, 5694173]
[paragraph, [770.0, 324.0, 328.0, 18.0], shoonya_2sV0X40HYHAX45, 5694173]
[paragraph, [770.0, 342.0, 328.0, 18.0], shoonya_2sV0X40HYHAX45, 5694173]
[paragraph, [770.0, 360.0, 328.0, 18.0], shoonya_2sV0X40HYHAX45, 5694173]
[paragraph, [770.0, 378.0, 328.0, 18.0], shoonya_2sV0X40HYHAX45, 5694173]
[paragraph, [770.0, 396.0, 328.0, 18.0], shoonya_2sV0X40HYHAX45, 5694173]
[paragraph, [73.0, 239.0, 337.0, 18.0], MEuCf_aX7J, 5694173]
[paragraph, [73.0, 257.0, 337.0, 18.0], MEuCf_aX7J, 5694173]
[paragraph, [73.0, 275.0, 337.0, 18.0], MEuCf_aX7J, 5694173]
[paragraph, [73.0, 293.0, 337.0, 18.0], MEuCf_aX7J, 5694173]
[paragraph, [73.0, 311.0, 337.0, 18.0], MEuCf_aX7J, 5694173]
[paragraph, [73.0, 329.0, 337.0, 18.0], MEuCf_aX7J, 5694173]
[paragraph, [73.0, 347.0, 337.0, 18.0], MEuCf_aX7J, 5694173]
[paragraph, [73.0, 365.0, 337.0, 18.0], MEuCf_aX7J, 5694173]
[paragraph, [73.0, 383.0, 337.0, 18.0], MEuCf_aX7J, 5694173]
[paragraph, [75.0, 410.0, 335.0, 18.0], shoonya_0sN9OQHAP831ZV, 5694173]
[paragraph, [75.0, 428.0, 335.0, 18.0], shoonya_0sN9OQHAP831ZV, 5694173]
[paragraph, [75.0, 446.0, 335.0, 18.0], shoonya_0sN9OQHAP831ZV, 5694173]
[paragraph, [75.0, 464.0, 335.0, 18.0], shoonya_0sN9OQHAP831ZV, 5694173]
[paragraph, [75.0, 482.0, 335.0, 18.0], shoonya_0sN9OQHAP831ZV, 5694173]
[paragraph, [75.0, 500.0, 335.0, 18.0], shoonya_0sN9OQHAP831ZV, 5694173]
[paragraph, [75.0, 518.0, 335.0, 18.0], shoonya_0sN9OQHAP831ZV, 5694173]
[paragraph, [75.0, 536.0, 335.0, 18.0], shoonya_0sN9OQHAP831ZV, 5694173]
[paragraph, [75.0, 554.0, 335.0, 18.0], shoonya_0sN9OQHAP831ZV, 5694173]
[paragraph, [75.0, 572.0, 335.0, 18.0], shoonya_0sN9OQHAP831ZV, 5694173]
[paragraph, [75.0, 590.0, 335.0, 18.0], shoonya_0sN9OQHAP831ZV, 5694173]
[paragraph, [75.0, 608.0, 335.0, 18.0], shoonya_0sN9OQHAP831ZV, 5694173]
[paragraph, [75.0, 626.0, 335.0, 18.0], shoonya_0sN9OQHAP831ZV, 5694173]
[paragraph, [75.0, 644.0, 335.0, 18.0], shoonya_0sN9OQHAP831ZV, 5694173]
[paragraph, [775.0, 429.0, 333.0, 18.0], uLmlPkVR9P, 5694173]
[paragraph, [775.0, 447.0, 333.0, 18.0], uLmlPkVR9P, 5694173]
[paragraph, [775.0, 465.0, 333.0, 18.0], uLmlPkVR9P, 5694173]
[paragraph, [775.0, 483.0, 333.0, 18.0], uLmlPkVR9P, 5694173]
[paragraph, [775.0, 501.0, 333.0, 18.0], uLmlPkVR9P, 5694173]
[paragraph, [775.0, 519.0, 333.0, 18.0], uLmlPkVR9P, 5694173]
[paragraph, [775.0, 537.0, 333.0, 18.0], uLmlPkVR9P, 5694173]
[paragraph, [775.0, 555.0, 333.0, 18.0], uLmlPkVR9P, 5694173]
[paragraph, [775.0, 573.0, 333.0, 18.0], uLmlPkVR9P, 5694173]
[paragraph, [775.0, 591.0, 333.0, 18.0], uLmlPkVR9P, 5694173]
[paragraph, [775.0, 609.0, 333.0, 18.0], uLmlPkVR9P, 5694173]
[paragraph, [775.0, 627.0, 333.0, 18.0], uLmlPkVR9P, 5694173]
[paragraph, [775.0, 645.0, 333.0, 18.0], uLmlPkVR9P, 5694173]
[paragraph, [775.0, 663.0, 333.0, 18.0], uLmlPkVR9P, 5694173]
[paragraph, [775.0, 681.0, 333.0, 18.0], uLmlPkVR9P, 5694173]
[paragraph, [775.0, 699.0, 333.0, 18.0], uLmlPkVR9P, 5694173]
[paragraph, [775.0, 717.0, 333.0, 18.0], uLmlPkVR9P, 5694173]
[paragraph, [775.0, 735.0, 333.0, 18.0], uLmlPkVR9P, 5694173]
[paragraph, [775.0, 753.0, 333.0, 18.0], uLmlPkVR9P, 5694173]
[paragraph, [775.0, 771.0, 333.0, 18.0], uLmlPkVR9P, 5694173]
[paragraph, [416.0, 605.0, 359.0, 18.0], shoonya_4sT05QK8Q51ZSG, 5694173]
[paragraph, [416.0, 623.0, 359.0, 18.0], shoonya_4sT05QK8Q51ZSG, 5694173]
[paragraph, [416.0, 641.0, 359.0, 18.0], shoonya_4sT05QK8Q51ZSG, 5694173]
[paragraph, [421.0, 659.0, 346.0, 18.0], kpTIlUlmhq, 5694173]
[paragraph, [421.0, 677.0, 346.0, 18.0], kpTIlUlmhq, 5694173]
[paragraph, [421.0, 695.0, 346.0, 18.0], kpTIlUlmhq, 5694173]
[paragraph, [421.0, 713.0, 346.0, 18.0], kpTIlUlmhq, 5694173]
[paragraph, [78.0, 667.0, 338.0, 18.0], 56AJo8KmME, 5694173]
[paragraph, [78.0, 685.0, 338.0, 18.0], 56AJo8KmME, 5694173]
[paragraph, [78.0, 703.0, 338.0, 18.0], 56AJo8KmME, 5694173]
[paragraph, [78.0, 721.0, 338.0, 18.0], 56AJo8KmME, 5694173]
[paragraph, [78.0, 739.0, 338.0, 18.0], 56AJo8KmME, 5694173]
[paragraph, [78.0, 757.0, 338.0, 18.0], 56AJo8KmME, 5694173]
[paragraph, [78.0, 775.0, 338.0, 18.0], 56AJo8KmME, 5694173]
[paragraph, [78.0, 793.0, 338.0, 18.0], 56AJo8KmME, 5694173]
[paragraph, [78.0, 811.0, 338.0, 18.0], 56AJo8KmME, 5694173]
[paragraph, [78.0, 829.0, 338.0, 18.0], 56AJo8KmME, 5694173]
[paragraph, [78.0, 847.0, 338.0, 18.0], 56AJo8KmME, 5694173]
[paragraph, [78.0, 865.0, 338.0, 18.0], 56AJo8KmME, 5694173]
[paragraph, [78.0, 883.0, 338.0, 18.0], 56AJo8KmME, 5694173]
[paragraph, [417.0, 749.0, 349.0, 18.0], h3D1EFuZbM, 5694173]
[paragraph, [417.0, 767.0, 349.0, 18.0], h3D1EFuZbM, 5694173]
[paragraph, [417.0, 785.0, 349.0, 18.0], h3D1EFuZbM, 5694173]
[paragraph, [417.0, 803.0, 349.0, 18.0], h3D1EFuZbM, 5694173]
[paragraph, [417.0, 821.0, 349.0, 18.0], h3D1EFuZbM, 5694173]
[paragraph, [417.0, 839.0, 349.0, 18.0], h3D1EFuZbM, 5694173]
[paragraph, [410.0, 859.0, 356.0, 18.0], iFhZ25Z_Wy, 5694173]
[paragraph, [410.0, 877.0, 356.0, 18.0], iFhZ25Z_Wy, 5694173]
[paragraph, [410.0, 895.0, 356.0, 18.0], iFhZ25Z_Wy, 5694173]
[paragraph, [410.0, 913.0, 356.0, 18.0], iFhZ25Z_Wy, 5694173]
[paragraph, [67.0, 919.0, 345.0, 18.0], MSh5o27gvA, 5694173]
[paragraph, [67.0, 937.0, 345.0, 18.0], MSh5o27gvA, 5694173]
[paragraph, [67.0, 955.0, 345.0, 18.0], MSh5o27gvA, 5694173]
[paragraph, [67.0, 973.0, 345.0, 18.0], MSh5o27gvA, 5694173]
[paragraph, [67.0, 991.0, 345.0, 18.0], MSh5o27gvA, 5694173]
[paragraph, [67.0, 1009.0, 345.0, 18.0], MSh5o27gvA, 5694173]
[paragraph, [67.0, 1027.0, 345.0, 18.0], MSh5o27gvA, 5694173]
[paragraph, [447.0, 946.0, 171.0, 18.0], f6ZGLROGKR, 5694173]
[paragraph, [415.0, 972.0, 354.0, 18.0], H0ycB0mZYn, 5694173]
[paragraph, [415.0, 990.0, 354.0, 18.0], H0ycB0mZYn, 5694173]
[paragraph, [415.0, 1008.0, 354.0, 18.0], H0ycB0mZYn, 5694173]
[paragraph, [429.0, 1057.0, 335.0, 18.0], 4MlpI25v1x, 5694173]
[paragraph, [429.0, 1075.0, 335.0, 18.0], 4MlpI25v1x, 5694173]
[paragraph, [429.0, 1093.0, 335.0, 18.0], 4MlpI25v1x, 5694173]
[paragraph, [429.0, 1111.0, 335.0, 18.0], 4MlpI25v1x, 5694173]
[paragraph, [429.0, 1129.0, 335.0, 18.0], 4MlpI25v1x, 5694173]
[paragraph, [429.0, 1147.0, 335.0, 18.0], 4MlpI25v1x, 5694173]
[paragraph, [82.0, 1058.0, 290.0, 18.0], h6Y79J0jCO, 5694173]
[paragraph, [72.0, 1088.0, 353.0, 18.0], 1RZ4DBq4xI, 5694173]
[paragraph, [72.0, 1106.0, 353.0, 18.0], 1RZ4DBq4xI, 5694173]
[paragraph, [72.0, 1124.0, 353.0, 18.0], 1RZ4DBq4xI, 5694173]
[paragraph, [72.0, 1142.0, 353.0, 18.0], 1RZ4DBq4xI, 5694173]
[paragraph, [72.0, 1160.0, 353.0, 18.0], 1RZ4DBq4xI, 5694173]
[paragraph, [72.0, 1178.0, 353.0, 18.0], 1RZ4DBq4xI, 5694173]
[paragraph, [72.0, 1196.0, 353.0, 18.0], 1RZ4DBq4xI, 5694173]
[paragraph, [72.0, 1214.0, 353.0, 18.0], 1RZ4DBq4xI, 5694173]
[paragraph, [72.0, 1232.0, 353.0, 18.0], 1RZ4DBq4xI, 5694173]
[paragraph, [426.0, 1175.0, 344.0, 18.0], 45eDXyoA9T, 5694173]
[paragraph, [426.0, 1193.0, 344.0, 18.0], 45eDXyoA9T, 5694173]
[paragraph, [426.0, 1211.0, 344.0, 18.0], 45eDXyoA9T, 5694173]
[paragraph, [426.0, 1229.0, 344.0, 18.0], 45eDXyoA9T, 5694173]
