[1650, 1000]
[chapter-title, [178.0, 130.0, 611.0, 58.5], shoonya_5sRE3RPM4OUL72, 5732393]
[paragraph, [55.0, 254.0, 856.0, 36.0], shoonya_2sWR5YYTMD6KV8, 5732393]
[paragraph, [55.0, 290.0, 856.0, 36.0], shoonya_2sWR5YYTMD6KV8, 5732393]
[paragraph, [55.0, 326.0, 856.0, 36.0], shoonya_2sWR5YYTMD6KV8, 5732393]
[paragraph, [55.0, 362.0, 856.0, 36.0], shoonya_2sWR5YYTMD6KV8, 5732393]
[paragraph, [55.0, 398.0, 856.0, 36.0], shoonya_2sWR5YYTMD6KV8, 5732393]
[paragraph, [55.0, 434.0, 856.0, 36.0], shoonya_2sWR5YYTMD6KV8, 5732393]
[paragraph, [55.0, 470.0, 856.0, 36.0], shoonya_2sWR5YYTMD6KV8, 5732393]
[paragraph, [55.0, 506.0, 856.0, 36.0], shoonya_2sWR5YYTMD6KV8, 5732393]
[paragraph, [55.0, 542.0, 856.0, 36.0], shoonya_2sWR5YYTMD6KV8, 5732393]
[paragraph, [53.0, 648.0, 855.0, 36.0], shoonya_0sL8MQYRT0G8TP, 5732393]
[paragraph, [53.0, 684.0, 855.0, 36.0], shoonya_0sL8MQYRT0G8TP, 5732393]
[paragraph, [53.0, 720.0, 855.0, 36.0], shoonya_0sL8MQYRT0G8TP, 5732393]
[paragraph, [53.0, 756.0, 855.0, 36.0], shoonya_0sL8MQYRT0G8TP, 5732393]
[paragraph, [53.0, 792.0, 855.0, 36.0], shoonya_0sL8MQYRT0G8TP, 5732393]
[paragraph, [53.0, 828.0, 855.0, 36.0], shoonya_0sL8MQYRT0G8TP, 5732393]
[paragraph, [53.0, 864.0, 855.0, 36.0], shoonya_0sL8MQYRT0G8TP, 5732393]
[paragraph, [53.0, 900.0, 855.0, 36.0], shoonya_0sL8MQYRT0G8TP, 5732393]
[paragraph, [49.0, 978.0, 852.0, 36.0], shoonya_1sCB5DMJHX7QLR, 5732393]
[paragraph, [49.0, 1014.0, 852.0, 36.0], shoonya_1sCB5DMJHX7QLR, 5732393]
[paragraph, [49.0, 1050.0, 852.0, 36.0], shoonya_1sCB5DMJHX7QLR, 5732393]
[paragraph, [49.0, 1086.0, 852.0, 36.0], shoonya_1sCB5DMJHX7QLR, 5732393]
[paragraph, [49.0, 1122.0, 852.0, 36.0], shoonya_1sCB5DMJHX7QLR, 5732393]
[paragraph, [49.0, 1158.0, 852.0, 36.0], shoonya_1sCB5DMJHX7QLR, 5732393]
[paragraph, [49.0, 1194.0, 852.0, 36.0], shoonya_1sCB5DMJHX7QLR, 5732393]
[paragraph, [49.0, 1230.0, 852.0, 36.0], shoonya_1sCB5DMJHX7QLR, 5732393]
[paragraph, [49.0, 1266.0, 852.0, 36.0], shoonya_1sCB5DMJHX7QLR, 5732393]
[paragraph, [49.0, 1302.0, 852.0, 36.0], shoonya_1sCB5DMJHX7QLR, 5732393]
[paragraph, [49.0, 1338.0, 852.0, 36.0], shoonya_1sCB5DMJHX7QLR, 5732393]
[paragraph, [49.0, 1374.0, 852.0, 36.0], shoonya_1sCB5DMJHX7QLR, 5732393]
[paragraph, [49.0, 1410.0, 852.0, 36.0], shoonya_1sCB5DMJHX7QLR, 5732393]
[paragraph, [49.0, 1446.0, 852.0, 36.0], shoonya_1sCB5DMJHX7QLR, 5732393]
