[1320, 1176]
[folio, [905.0, 58.0, 194.0, 18.0], wzVhY3dQUN, 5694387]
[folio, [905.0, 76.0, 194.0, 18.0], wzVhY3dQUN, 5694387]
[folio, [905.0, 94.0, 194.0, 18.0], wzVhY3dQUN, 5694387]
[folio, [905.0, 112.0, 194.0, 18.0], wzVhY3dQUN, 5694387]
[folio, [905.0, 130.0, 194.0, 18.0], wzVhY3dQUN, 5694387]
[folio, [905.0, 148.0, 194.0, 18.0], wzVhY3dQUN, 5694387]
[paragraph, [769.0, 175.0, 323.0, 18.0], shoonya_2s9VBCCXGZGBSR, 5694387]
[paragraph, [769.0, 193.0, 323.0, 18.0], shoonya_2s9VBCCXGZGBSR, 5694387]
[paragraph, [769.0, 211.0, 323.0, 18.0], shoonya_2s9VBCCXGZGBSR, 5694387]
[paragraph, [769.0, 229.0, 323.0, 18.0], shoonya_2s9VBCCXGZGBSR, 5694387]
[paragraph, [769.0, 247.0, 323.0, 18.0], shoonya_2s9VBCCXGZGBSR, 5694387]
[paragraph, [769.0, 265.0, 323.0, 18.0], shoonya_2s9VBCCXGZGBSR, 5694387]
[paragraph, [769.0, 283.0, 323.0, 18.0], shoonya_2s9VBCCXGZGBSR, 5694387]
[paragraph, [769.0, 301.0, 323.0, 18.0], shoonya_2s9VBCCXGZGBSR, 5694387]
[paragraph, [769.0, 319.0, 323.0, 18.0], shoonya_2s9VBCCXGZGBSR, 5694387]
[paragraph, [769.0, 337.0, 323.0, 18.0], shoonya_2s9VBCCXGZGBSR, 5694387]
[paragraph, [769.0, 355.0, 323.0, 18.0], shoonya_2s9VBCCXGZGBSR, 5694387]
[paragraph, [769.0, 373.0, 323.0, 18.0], shoonya_2s9VBCCXGZGBSR, 5694387]
[paragraph, [769.0, 391.0, 323.0, 18.0], shoonya_2s9VBCCXGZGBSR, 5694387]
[paragraph, [769.0, 409.0, 323.0, 18.0], shoonya_2s9VBCCXGZGBSR, 5694387]
[paragraph, [427.0, 178.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 196.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 214.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 232.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 250.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 268.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 286.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 304.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 322.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 340.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 358.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 376.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 394.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 412.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 430.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 448.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 466.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 484.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 502.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 520.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 538.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 556.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 574.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 592.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 610.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 628.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 646.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 664.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 682.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [427.0, 700.0, 325.0, 18.0], shoonya_0sXMAHYXS3R2HH, 5694387]
[paragraph, [83.0, 188.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 206.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 224.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 242.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 260.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 278.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 296.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 314.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 332.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 350.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 368.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 386.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 404.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 422.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 440.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 458.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 476.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 494.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 512.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 530.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 548.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 566.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 584.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 602.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 620.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 638.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 656.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 674.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
[paragraph, [83.0, 692.0, 327.0, 18.0], shoonya_1s61V11B3MPGJ0, 5694387]
