[1275, 750]
[folio, [223.0, 74.0, 305.0, 18.0], YDx7OMxwXR, 5767153]
[folio, [223.0, 92.0, 305.0, 18.0], YDx7OMxwXR, 5767153]
[folio, [223.0, 110.0, 305.0, 18.0], YDx7OMxwXR, 5767153]
[paragraph, [67.0, 152.0, 628.0, 18.0], RgkvJjIjD8, 5767153]
[paragraph, [67.0, 170.0, 628.0, 18.0], RgkvJjIjD8, 5767153]
[paragraph, [67.0, 188.0, 628.0, 18.0], RgkvJjIjD8, 5767153]
[paragraph, [67.0, 206.0, 628.0, 18.0], RgkvJjIjD8, 5767153]
[paragraph, [67.0, 224.0, 628.0, 18.0], RgkvJjIjD8, 5767153]
[paragraph, [67.0, 242.0, 628.0, 18.0], RgkvJjIjD8, 5767153]
[paragraph, [67.0, 260.0, 628.0, 18.0], RgkvJjIjD8, 5767153]
[paragraph, [67.0, 278.0, 628.0, 18.0], RgkvJjIjD8, 5767153]
[paragraph, [67.0, 296.0, 628.0, 18.0], RgkvJjIjD8, 5767153]
[paragraph, [67.0, 314.0, 628.0, 18.0], RgkvJjIjD8, 5767153]
[paragraph, [67.0, 332.0, 628.0, 18.0], RgkvJjIjD8, 5767153]
[paragraph, [67.0, 350.0, 628.0, 18.0], RgkvJjIjD8, 5767153]
[paragraph, [67.0, 368.0, 628.0, 18.0], RgkvJjIjD8, 5767153]
[paragraph, [67.0, 383.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 401.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 419.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 437.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 455.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 473.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 491.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 509.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 527.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 545.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 563.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 581.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 599.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 617.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 635.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 653.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 671.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 689.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 707.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 725.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 743.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 761.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 779.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 797.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 815.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 833.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 851.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 869.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 887.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 905.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 923.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 941.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 959.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [67.0, 977.0, 612.0, 18.0], XkYSew7V0N, 5767153]
[paragraph, [56.0, 995.0, 640.0, 18.0], -_-whxp6-T, 5767153]
[paragraph, [56.0, 1013.0, 640.0, 18.0], -_-whxp6-T, 5767153]
[paragraph, [56.0, 1031.0, 640.0, 18.0], -_-whxp6-T, 5767153]
[paragraph, [56.0, 1049.0, 640.0, 18.0], -_-whxp6-T, 5767153]
[paragraph, [56.0, 1067.0, 640.0, 18.0], -_-whxp6-T, 5767153]
[paragraph, [56.0, 1085.0, 640.0, 18.0], -_-whxp6-T, 5767153]
[paragraph, [56.0, 1103.0, 640.0, 18.0], -_-whxp6-T, 5767153]
[paragraph, [56.0, 1121.0, 640.0, 18.0], -_-whxp6-T, 5767153]
[paragraph, [56.0, 1139.0, 640.0, 18.0], -_-whxp6-T, 5767153]
[paragraph, [56.0, 1157.0, 640.0, 18.0], -_-whxp6-T, 5767153]
[paragraph, [56.0, 1175.0, 640.0, 18.0], -_-whxp6-T, 5767153]
