[1225, 1650]
[paragraph, [579.0, 27.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 45.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 63.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 81.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 99.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 117.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 135.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 153.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 171.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 189.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 207.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 225.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 243.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 261.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 279.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 297.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 315.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 333.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 351.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 369.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 387.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 405.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 423.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 441.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 459.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 477.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 495.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [579.0, 513.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [1125.0, 30.0, 505.0, 18.0], shoonya_15sYSCH0JRS8T4, 5726326]
[paragraph, [1125.0, 48.0, 505.0, 18.0], shoonya_15sYSCH0JRS8T4, 5726326]
[paragraph, [1125.0, 66.0, 505.0, 18.0], shoonya_15sYSCH0JRS8T4, 5726326]
[paragraph, [1125.0, 84.0, 505.0, 18.0], shoonya_15sYSCH0JRS8T4, 5726326]
[paragraph, [1125.0, 102.0, 505.0, 18.0], shoonya_15sYSCH0JRS8T4, 5726326]
[paragraph, [1125.0, 120.0, 505.0, 18.0], shoonya_15sYSCH0JRS8T4, 5726326]
[paragraph, [1125.0, 138.0, 505.0, 18.0], shoonya_15sYSCH0JRS8T4, 5726326]
[paragraph, [1125.0, 156.0, 505.0, 18.0], shoonya_15sYSCH0JRS8T4, 5726326]
[paragraph, [1125.0, 174.0, 505.0, 18.0], shoonya_15sYSCH0JRS8T4, 5726326]
[paragraph, [1125.0, 192.0, 505.0, 18.0], shoonya_15sYSCH0JRS8T4, 5726326]
[paragraph, [1125.0, 210.0, 505.0, 18.0], shoonya_15sYSCH0JRS8T4, 5726326]
[headline, [111.0, 43.0, 332.0, 25.5], iWRtpkZ8hn, 5726326]
[headline, [111.0, 68.5, 332.0, 25.5], iWRtpkZ8hn, 5726326]
[paragraph, [23.0, 158.0, 509.0, 18.0], shoonya_7s5QJHI5240OS3, 5726326]
[paragraph, [23.0, 176.0, 509.0, 18.0], shoonya_7s5QJHI5240OS3, 5726326]
[paragraph, [23.0, 194.0, 509.0, 18.0], shoonya_7s5QJHI5240OS3, 5726326]
[paragraph, [23.0, 212.0, 509.0, 18.0], shoonya_7s5QJHI5240OS3, 5726326]
[paragraph, [23.0, 230.0, 509.0, 18.0], shoonya_7s5QJHI5240OS3, 5726326]
[paragraph, [23.0, 248.0, 509.0, 18.0], shoonya_7s5QJHI5240OS3, 5726326]
[paragraph, [23.0, 266.0, 509.0, 18.0], shoonya_7s5QJHI5240OS3, 5726326]
[paragraph, [23.0, 284.0, 509.0, 18.0], shoonya_7s5QJHI5240OS3, 5726326]
[paragraph, [23.0, 302.0, 509.0, 18.0], shoonya_7s5QJHI5240OS3, 5726326]
[paragraph, [23.0, 320.0, 509.0, 18.0], shoonya_7s5QJHI5240OS3, 5726326]
[paragraph, [23.0, 338.0, 509.0, 18.0], shoonya_7s5QJHI5240OS3, 5726326]
[paragraph, [23.0, 356.0, 509.0, 18.0], shoonya_7s5QJHI5240OS3, 5726326]
[paragraph, [23.0, 374.0, 509.0, 18.0], shoonya_7s5QJHI5240OS3, 5726326]
[paragraph, [23.0, 392.0, 509.0, 18.0], shoonya_7s5QJHI5240OS3, 5726326]
[paragraph, [1125.0, 243.0, 511.0, 18.0], shoonya_8s55ANIOLPM0TN, 5726326]
[paragraph, [1125.0, 261.0, 511.0, 18.0], shoonya_8s55ANIOLPM0TN, 5726326]
[paragraph, [1125.0, 279.0, 511.0, 18.0], shoonya_8s55ANIOLPM0TN, 5726326]
[paragraph, [1125.0, 297.0, 511.0, 18.0], shoonya_8s55ANIOLPM0TN, 5726326]
[paragraph, [1125.0, 315.0, 511.0, 18.0], shoonya_8s55ANIOLPM0TN, 5726326]
[paragraph, [1125.0, 333.0, 511.0, 18.0], shoonya_8s55ANIOLPM0TN, 5726326]
[paragraph, [1125.0, 351.0, 511.0, 18.0], shoonya_8s55ANIOLPM0TN, 5726326]
[paragraph, [1125.0, 369.0, 511.0, 18.0], shoonya_8s55ANIOLPM0TN, 5726326]
[paragraph, [1125.0, 387.0, 511.0, 18.0], shoonya_8s55ANIOLPM0TN, 5726326]
[paragraph, [1125.0, 405.0, 511.0, 18.0], shoonya_8s55ANIOLPM0TN, 5726326]
[paragraph, [1125.0, 423.0, 511.0, 18.0], shoonya_8s55ANIOLPM0TN, 5726326]
[paragraph, [1125.0, 441.0, 511.0, 18.0], shoonya_8s55ANIOLPM0TN, 5726326]
[paragraph, [1125.0, 459.0, 511.0, 18.0], shoonya_8s55ANIOLPM0TN, 5726326]
[paragraph, [1125.0, 477.0, 511.0, 18.0], shoonya_8s55ANIOLPM0TN, 5726326]
[paragraph, [1125.0, 495.0, 511.0, 18.0], shoonya_8s55ANIOLPM0TN, 5726326]
[paragraph, [1125.0, 513.0, 511.0, 18.0], shoonya_8s55ANIOLPM0TN, 5726326]
[paragraph, [18.0, 482.0, 516.0, 18.0], shoonya_2sLKVAMZAL7Z1K, 5726326]
[paragraph, [18.0, 500.0, 516.0, 18.0], shoonya_2sLKVAMZAL7Z1K, 5726326]
[paragraph, [18.0, 518.0, 516.0, 18.0], shoonya_2sLKVAMZAL7Z1K, 5726326]
[paragraph, [18.0, 536.0, 516.0, 18.0], shoonya_2sLKVAMZAL7Z1K, 5726326]
[paragraph, [18.0, 554.0, 516.0, 18.0], shoonya_2sLKVAMZAL7Z1K, 5726326]
[paragraph, [18.0, 572.0, 516.0, 18.0], shoonya_2sLKVAMZAL7Z1K, 5726326]
[paragraph, [18.0, 590.0, 516.0, 18.0], shoonya_2sLKVAMZAL7Z1K, 5726326]
[paragraph, [18.0, 608.0, 516.0, 18.0], shoonya_2sLKVAMZAL7Z1K, 5726326]
[paragraph, [18.0, 626.0, 516.0, 18.0], shoonya_2sLKVAMZAL7Z1K, 5726326]
[paragraph, [18.0, 644.0, 516.0, 18.0], shoonya_2sLKVAMZAL7Z1K, 5726326]
[paragraph, [18.0, 662.0, 516.0, 18.0], shoonya_2sLKVAMZAL7Z1K, 5726326]
[paragraph, [18.0, 680.0, 516.0, 18.0], shoonya_2sLKVAMZAL7Z1K, 5726326]
[paragraph, [18.0, 698.0, 516.0, 18.0], shoonya_2sLKVAMZAL7Z1K, 5726326]
[paragraph, [18.0, 716.0, 516.0, 18.0], shoonya_2sLKVAMZAL7Z1K, 5726326]
[paragraph, [18.0, 734.0, 516.0, 18.0], shoonya_2sLKVAMZAL7Z1K, 5726326]
[paragraph, [18.0, 752.0, 516.0, 18.0], shoonya_2sLKVAMZAL7Z1K, 5726326]
[paragraph, [18.0, 770.0, 516.0, 18.0], shoonya_2sLKVAMZAL7Z1K, 5726326]
[paragraph, [18.0, 788.0, 516.0, 18.0], shoonya_2sLKVAMZAL7Z1K, 5726326]
[paragraph, [18.0, 806.0, 516.0, 18.0], shoonya_2sLKVAMZAL7Z1K, 5726326]
[paragraph, [18.0, 824.0, 516.0, 18.0], shoonya_2sLKVAMZAL7Z1K, 5726326]
