[1261, 892]
[chapter-title, [405.0, 59.0, 175.0, 30.0], shoonya_4sBZ7QC1MSSF2Y, 5776734]
[paragraph, [177.0, 97.0, 631.0, 18.0], shoonya_3s0H1UJ8NJY3TF, 5776734]
[paragraph, [177.0, 115.0, 631.0, 18.0], shoonya_3s0H1UJ8NJY3TF, 5776734]
[paragraph, [177.0, 133.0, 631.0, 18.0], shoonya_3s0H1UJ8NJY3TF, 5776734]
[paragraph, [177.0, 151.0, 631.0, 18.0], shoonya_3s0H1UJ8NJY3TF, 5776734]
[paragraph, [177.0, 169.0, 631.0, 18.0], shoonya_3s0H1UJ8NJY3TF, 5776734]
[paragraph, [177.0, 198.0, 633.0, 18.0], shoonya_2sOQLEEUZG2K64, 5776734]
[paragraph, [177.0, 216.0, 633.0, 18.0], shoonya_2sOQLEEUZG2K64, 5776734]
[paragraph, [177.0, 234.0, 633.0, 18.0], shoonya_2sOQLEEUZG2K64, 5776734]
[paragraph, [177.0, 252.0, 633.0, 18.0], shoonya_2sOQLEEUZG2K64, 5776734]
[paragraph, [177.0, 270.0, 633.0, 18.0], shoonya_2sOQLEEUZG2K64, 5776734]
[paragraph, [177.0, 299.0, 632.0, 18.0], shoonya_0sRNOGD57A5W2P, 5776734]
[paragraph, [177.0, 317.0, 632.0, 18.0], shoonya_0sRNOGD57A5W2P, 5776734]
[paragraph, [177.0, 335.0, 632.0, 18.0], shoonya_0sRNOGD57A5W2P, 5776734]
[paragraph, [177.0, 353.0, 632.0, 18.0], shoonya_0sRNOGD57A5W2P, 5776734]
[paragraph, [177.0, 371.0, 632.0, 18.0], shoonya_0sRNOGD57A5W2P, 5776734]
[paragraph, [177.0, 389.0, 632.0, 18.0], shoonya_0sRNOGD57A5W2P, 5776734]
[paragraph, [177.0, 407.0, 632.0, 18.0], shoonya_0sRNOGD57A5W2P, 5776734]
[paragraph, [177.0, 425.0, 632.0, 18.0], shoonya_0sRNOGD57A5W2P, 5776734]
[paragraph, [177.0, 443.0, 632.0, 18.0], shoonya_0sRNOGD57A5W2P, 5776734]
[paragraph, [177.0, 461.0, 632.0, 18.0], shoonya_0sRNOGD57A5W2P, 5776734]
