[1461, 1106]
[section-title, [109.0, 124.0, 852.0, 30.0], shoonya_7s30CPFY60L1DG, 5759507]
[section-title, [109.0, 154.0, 852.0, 30.0], shoonya_7s30CPFY60L1DG, 5759507]
[paragraph, [105.0, 192.0, 879.0, 18.0], shoonya_2sUBHFGE9L0R6S, 5759507]
[paragraph, [105.0, 210.0, 879.0, 18.0], shoonya_2sUBHFGE9L0R6S, 5759507]
[paragraph, [105.0, 228.0, 879.0, 18.0], shoonya_2sUBHFGE9L0R6S, 5759507]
[paragraph, [105.0, 246.0, 879.0, 18.0], shoonya_2sUBHFGE9L0R6S, 5759507]
[paragraph, [105.0, 264.0, 879.0, 18.0], shoonya_2sUBHFGE9L0R6S, 5759507]
[paragraph, [105.0, 282.0, 879.0, 18.0], shoonya_2sUBHFGE9L0R6S, 5759507]
[paragraph, [105.0, 300.0, 879.0, 18.0], shoonya_2sUBHFGE9L0R6S, 5759507]
[paragraph, [105.0, 318.0, 879.0, 18.0], shoonya_2sUBHFGE9L0R6S, 5759507]
[paragraph, [105.0, 336.0, 879.0, 18.0], shoonya_2sUBHFGE9L0R6S, 5759507]
[paragraph, [105.0, 354.0, 879.0, 18.0], shoonya_2sUBHFGE9L0R6S, 5759507]
[paragraph, [105.0, 372.0, 879.0, 18.0], shoonya_2sUBHFGE9L0R6S, 5759507]
[paragraph, [105.0, 390.0, 879.0, 18.0], shoonya_2sUBHFGE9L0R6S, 5759507]
[paragraph, [105.0, 408.0, 879.0, 18.0], shoonya_2sUBHFGE9L0R6S, 5759507]
[paragraph, [105.0, 426.0, 879.0, 18.0], shoonya_2sUBHFGE9L0R6S, 5759507]
[paragraph, [105.0, 444.0, 879.0, 18.0], shoonya_2sUBHFGE9L0R6S, 5759507]
[paragraph, [105.0, 462.0, 879.0, 18.0], shoonya_2sUBHFGE9L0R6S, 5759507]
[paragraph, [105.0, 480.0, 879.0, 18.0], shoonya_2sUBHFGE9L0R6S, 5759507]
[paragraph, [105.0, 498.0, 879.0, 18.0], shoonya_2sUBHFGE9L0R6S, 5759507]
[paragraph, [105.0, 516.0, 879.0, 18.0], shoonya_2sUBHFGE9L0R6S, 5759507]
[paragraph, [107.0, 545.0, 876.0, 18.0], Yr180GDLl_, 5759507]
[paragraph, [107.0, 563.0, 876.0, 18.0], Yr180GDLl_, 5759507]
[paragraph, [107.0, 581.0, 876.0, 18.0], Yr180GDLl_, 5759507]
[paragraph, [107.0, 599.0, 876.0, 18.0], Yr180GDLl_, 5759507]
[paragraph, [107.0, 617.0, 876.0, 18.0], Yr180GDLl_, 5759507]
[section-title, [360.0, 660.0, 375.0, 30.0], shoonya_5s7DW72ZYCWLRF, 5759507]
[paragraph, [109.0, 701.0, 864.0, 18.0], shoonya_0sWVJ0IMOCVX14, 5759507]
[paragraph, [109.0, 719.0, 864.0, 18.0], shoonya_0sWVJ0IMOCVX14, 5759507]
[paragraph, [109.0, 737.0, 864.0, 18.0], shoonya_0sWVJ0IMOCVX14, 5759507]
[paragraph, [109.0, 755.0, 864.0, 18.0], shoonya_0sWVJ0IMOCVX14, 5759507]
[paragraph, [109.0, 773.0, 864.0, 18.0], shoonya_0sWVJ0IMOCVX14, 5759507]
[paragraph, [109.0, 791.0, 864.0, 18.0], shoonya_0sWVJ0IMOCVX14, 5759507]
[paragraph, [328.0, 839.0, 435.0, 18.0], shoonya_4sBSS363WU8AHH, 5759507]
[paragraph, [328.0, 857.0, 435.0, 18.0], shoonya_4sBSS363WU8AHH, 5759507]
[paragraph, [328.0, 875.0, 435.0, 18.0], shoonya_4sBSS363WU8AHH, 5759507]
[paragraph, [328.0, 893.0, 435.0, 18.0], shoonya_4sBSS363WU8AHH, 5759507]
[paragraph, [328.0, 911.0, 435.0, 18.0], shoonya_4sBSS363WU8AHH, 5759507]
