[3508, 2481]
[contact-info, [673.0, 99.0, 1114.0, 52.5], MuMcFtvtpx, 6516753]
[contact-info, [673.0, 151.5, 1114.0, 52.5], MuMcFtvtpx, 6516753]
[contact-info, [1515.0, 264.0, 655.0, 52.5], LngjoZ-e5p, 6516753]
[contact-info, [1515.0, 316.5, 655.0, 52.5], LngjoZ-e5p, 6516753]
[contact-info, [1515.0, 369.0, 655.0, 52.5], LngjoZ-e5p, 6516753]
[contact-info, [198.0, 282.0, 869.0, 52.5], GZ7g_5IjJU, 6516753]
[contact-info, [198.0, 334.5, 869.0, 52.5], GZ7g_5IjJU, 6516753]
[contact-info, [198.0, 387.0, 869.0, 52.5], GZ7g_5IjJU, 6516753]
[website-link, [1726.0, 413.0, 400.0, 18.0], wzuoGWxskC, 6516753]
[website-link, [1726.0, 431.0, 400.0, 18.0], wzuoGWxskC, 6516753]
[website-link, [1726.0, 449.0, 400.0, 18.0], wzuoGWxskC, 6516753]
[section-title, [1021.0, 512.0, 440.0, 93.0], o-Blk-b4k6, 6516753]
[dateline, [1838.0, 879.0, 412.0, 52.5], a4_o2FknZ6, 6516753]
[paragraph, [214.0, 1152.0, 273.0, 52.5], FO_-DgHari, 6516753]
[paragraph, [201.0, 1270.0, 2061.0, 52.5], Wz7JRVNEZh, 6516753]
[paragraph, [201.0, 1322.5, 2061.0, 52.5], Wz7JRVNEZh, 6516753]
[paragraph, [201.0, 1375.0, 2061.0, 52.5], Wz7JRVNEZh, 6516753]
[paragraph, [201.0, 1427.5, 2061.0, 52.5], Wz7JRVNEZh, 6516753]
[paragraph, [201.0, 1480.0, 2061.0, 52.5], Wz7JRVNEZh, 6516753]
[paragraph, [201.0, 1532.5, 2061.0, 52.5], Wz7JRVNEZh, 6516753]
[paragraph, [208.0, 1637.0, 2077.0, 52.5], agOBjyo2or, 6516753]
[paragraph, [208.0, 1689.5, 2077.0, 52.5], agOBjyo2or, 6516753]
[paragraph, [208.0, 1742.0, 2077.0, 52.5], agOBjyo2or, 6516753]
[paragraph, [208.0, 1794.5, 2077.0, 52.5], agOBjyo2or, 6516753]
[paragraph, [208.0, 1847.0, 2077.0, 52.5], agOBjyo2or, 6516753]
[paragraph, [208.0, 1899.5, 2077.0, 52.5], agOBjyo2or, 6516753]
[paragraph, [208.0, 1952.0, 2077.0, 52.5], agOBjyo2or, 6516753]
[paragraph, [211.0, 2100.0, 2064.0, 52.5], 8FAoSTrNRi, 6516753]
[paragraph, [211.0, 2152.5, 2064.0, 52.5], 8FAoSTrNRi, 6516753]
[paragraph, [211.0, 2205.0, 2064.0, 52.5], 8FAoSTrNRi, 6516753]
[paragraph, [211.0, 2257.5, 2064.0, 52.5], 8FAoSTrNRi, 6516753]
[paragraph, [211.0, 2310.0, 2064.0, 52.5], 8FAoSTrNRi, 6516753]
[paragraph, [211.0, 2362.5, 2064.0, 52.5], 8FAoSTrNRi, 6516753]
[paragraph, [211.0, 2415.0, 2064.0, 52.5], 8FAoSTrNRi, 6516753]
[paragraph, [211.0, 2467.5, 2064.0, 52.5], 8FAoSTrNRi, 6516753]
[ordered-list, [273.0, 2575.0, 1962.0, 52.5], f4rqRKjhC8, 6516753]
[ordered-list, [273.0, 2627.5, 1962.0, 52.5], f4rqRKjhC8, 6516753]
[ordered-list, [273.0, 2680.0, 1962.0, 52.5], f4rqRKjhC8, 6516753]
[ordered-list, [273.0, 2732.5, 1962.0, 52.5], f4rqRKjhC8, 6516753]
[ordered-list, [273.0, 2785.0, 1962.0, 52.5], f4rqRKjhC8, 6516753]
[ordered-list, [273.0, 2837.5, 1962.0, 52.5], f4rqRKjhC8, 6516753]
[ordered-list, [273.0, 2890.0, 1962.0, 52.5], f4rqRKjhC8, 6516753]
[ordered-list, [273.0, 2942.5, 1962.0, 52.5], f4rqRKjhC8, 6516753]
[ordered-list, [273.0, 2995.0, 1962.0, 52.5], f4rqRKjhC8, 6516753]
[ordered-list, [273.0, 3047.5, 1962.0, 52.5], f4rqRKjhC8, 6516753]
[paragraph, [214.0, 3203.0, 2086.0, 52.5], 1VEeEeKnSA, 6516753]
[paragraph, [214.0, 3255.5, 2086.0, 52.5], 1VEeEeKnSA, 6516753]
[paragraph, [214.0, 3308.0, 2086.0, 52.5], 1VEeEeKnSA, 6516753]
[paragraph, [214.0, 3360.5, 2086.0, 52.5], 1VEeEeKnSA, 6516753]
