[1818, 1374]
[folio, [603.0, 107.0, 147.0, 36.0], MJ7veg8Naz, 5682733]
[paragraph, [105.0, 175.0, 564.0, 36.0], shoonya_2sF5ISXS74745P, 5682733]
[paragraph, [105.0, 211.0, 564.0, 36.0], shoonya_2sF5ISXS74745P, 5682733]
[paragraph, [105.0, 247.0, 564.0, 36.0], shoonya_2sF5ISXS74745P, 5682733]
[paragraph, [105.0, 283.0, 564.0, 36.0], shoonya_2sF5ISXS74745P, 5682733]
[paragraph, [105.0, 319.0, 564.0, 36.0], shoonya_2sF5ISXS74745P, 5682733]
[paragraph, [105.0, 355.0, 564.0, 36.0], shoonya_2sF5ISXS74745P, 5682733]
[paragraph, [105.0, 391.0, 564.0, 36.0], shoonya_2sF5ISXS74745P, 5682733]
[paragraph, [105.0, 427.0, 564.0, 36.0], shoonya_2sF5ISXS74745P, 5682733]
[paragraph, [105.0, 463.0, 564.0, 36.0], shoonya_2sF5ISXS74745P, 5682733]
[paragraph, [105.0, 499.0, 564.0, 36.0], shoonya_2sF5ISXS74745P, 5682733]
[paragraph, [105.0, 535.0, 564.0, 36.0], shoonya_2sF5ISXS74745P, 5682733]
[paragraph, [105.0, 571.0, 564.0, 36.0], shoonya_2sF5ISXS74745P, 5682733]
[paragraph, [105.0, 607.0, 564.0, 36.0], shoonya_2sF5ISXS74745P, 5682733]
[paragraph, [105.0, 643.0, 564.0, 36.0], shoonya_2sF5ISXS74745P, 5682733]
[paragraph, [105.0, 679.0, 564.0, 36.0], shoonya_2sF5ISXS74745P, 5682733]
[paragraph, [105.0, 715.0, 564.0, 36.0], shoonya_2sF5ISXS74745P, 5682733]
[paragraph, [105.0, 751.0, 564.0, 36.0], shoonya_2sF5ISXS74745P, 5682733]
[paragraph, [105.0, 787.0, 564.0, 36.0], shoonya_2sF5ISXS74745P, 5682733]
[paragraph, [684.0, 178.0, 541.0, 36.0], shoonya_1sOI0YF54O7ZLY, 5682733]
[paragraph, [729.0, 223.0, 237.0, 36.0], shoonya_3sTV12EL49DMVR, 5682733]
[paragraph, [693.0, 265.0, 555.0, 36.0], d-vjpqwyn9, 5682733]
[paragraph, [693.0, 301.0, 555.0, 36.0], d-vjpqwyn9, 5682733]
[paragraph, [723.0, 348.0, 438.0, 36.0], 0b_RJb6Cc7, 5682733]
[paragraph, [726.0, 392.0, 245.0, 36.0], Us6IcfX1oh, 5682733]
[paragraph, [693.0, 436.0, 560.0, 36.0], dT6jSity4H, 5682733]
[paragraph, [693.0, 472.0, 560.0, 36.0], dT6jSity4H, 5682733]
[paragraph, [693.0, 520.0, 561.0, 36.0], eNXjSloUkt, 5682733]
[paragraph, [693.0, 556.0, 561.0, 36.0], eNXjSloUkt, 5682733]
[paragraph, [693.0, 592.0, 561.0, 36.0], eNXjSloUkt, 5682733]
[paragraph, [694.0, 647.0, 560.0, 36.0], bbrv6iFSeU, 5682733]
[paragraph, [694.0, 683.0, 560.0, 36.0], bbrv6iFSeU, 5682733]
[paragraph, [694.0, 719.0, 560.0, 36.0], bbrv6iFSeU, 5682733]
[paragraph, [695.0, 776.0, 516.0, 36.0], LC7Hw74X6o, 5682733]
[paragraph, [694.0, 817.0, 564.0, 36.0], 2GW6j1YrS8, 5682733]
[paragraph, [694.0, 853.0, 564.0, 36.0], 2GW6j1YrS8, 5682733]
[paragraph, [694.0, 889.0, 564.0, 36.0], 2GW6j1YrS8, 5682733]
[paragraph, [694.0, 925.0, 564.0, 36.0], 2GW6j1YrS8, 5682733]
[paragraph, [106.0, 860.0, 562.0, 36.0], shoonya_0sY4MD9CKZAAOY, 5682733]
[paragraph, [106.0, 896.0, 562.0, 36.0], shoonya_0sY4MD9CKZAAOY, 5682733]
[paragraph, [106.0, 932.0, 562.0, 36.0], shoonya_0sY4MD9CKZAAOY, 5682733]
[paragraph, [106.0, 968.0, 562.0, 36.0], shoonya_0sY4MD9CKZAAOY, 5682733]
[paragraph, [106.0, 1004.0, 562.0, 36.0], shoonya_0sY4MD9CKZAAOY, 5682733]
[paragraph, [106.0, 1040.0, 562.0, 36.0], shoonya_0sY4MD9CKZAAOY, 5682733]
[paragraph, [106.0, 1076.0, 562.0, 36.0], shoonya_0sY4MD9CKZAAOY, 5682733]
[paragraph, [106.0, 1112.0, 562.0, 36.0], shoonya_0sY4MD9CKZAAOY, 5682733]
[paragraph, [694.0, 988.0, 565.0, 36.0], Jvfswl2uzI, 5682733]
[paragraph, [694.0, 1024.0, 565.0, 36.0], Jvfswl2uzI, 5682733]
[paragraph, [694.0, 1060.0, 565.0, 36.0], Jvfswl2uzI, 5682733]
[paragraph, [694.0, 1096.0, 565.0, 36.0], Jvfswl2uzI, 5682733]
[paragraph, [694.0, 1132.0, 565.0, 36.0], Jvfswl2uzI, 5682733]
[paragraph, [694.0, 1168.0, 565.0, 36.0], Jvfswl2uzI, 5682733]
[paragraph, [694.0, 1204.0, 565.0, 36.0], Jvfswl2uzI, 5682733]
[paragraph, [694.0, 1240.0, 565.0, 36.0], Jvfswl2uzI, 5682733]
[paragraph, [694.0, 1276.0, 565.0, 36.0], Jvfswl2uzI, 5682733]
[paragraph, [694.0, 1312.0, 565.0, 36.0], Jvfswl2uzI, 5682733]
[paragraph, [694.0, 1348.0, 565.0, 36.0], Jvfswl2uzI, 5682733]
[paragraph, [694.0, 1384.0, 565.0, 36.0], Jvfswl2uzI, 5682733]
[paragraph, [694.0, 1420.0, 565.0, 36.0], Jvfswl2uzI, 5682733]
[paragraph, [694.0, 1456.0, 565.0, 36.0], Jvfswl2uzI, 5682733]
[paragraph, [694.0, 1492.0, 565.0, 36.0], Jvfswl2uzI, 5682733]
[paragraph, [694.0, 1528.0, 565.0, 36.0], Jvfswl2uzI, 5682733]
[paragraph, [694.0, 1564.0, 565.0, 36.0], Jvfswl2uzI, 5682733]
[paragraph, [105.0, 1157.0, 570.0, 36.0], 7znn2xGF0M, 5682733]
[paragraph, [105.0, 1193.0, 570.0, 36.0], 7znn2xGF0M, 5682733]
[paragraph, [105.0, 1229.0, 570.0, 36.0], 7znn2xGF0M, 5682733]
[paragraph, [105.0, 1265.0, 570.0, 36.0], 7znn2xGF0M, 5682733]
[paragraph, [105.0, 1301.0, 570.0, 36.0], 7znn2xGF0M, 5682733]
[paragraph, [105.0, 1337.0, 570.0, 36.0], 7znn2xGF0M, 5682733]
