[975, 575]
[chapter-title, [67.0, 54.0, 414.0, 30.0], shoonya_2sCOK2NAUAMIRB, 5776771]
[paragraph, [18.0, 90.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 108.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 126.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 144.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 162.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 180.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 198.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 216.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 234.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 252.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 270.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 288.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 306.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 324.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 342.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 360.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 378.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 396.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 414.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 432.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 450.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 468.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 486.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 504.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 522.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 540.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [18.0, 558.0, 526.0, 18.0], shoonya_1sFYPZDY7AZN8E, 5776771]
[paragraph, [35.0, 580.0, 506.0, 18.0], shoonya_0sR2NX6JA9CRWB, 5776771]
[paragraph, [35.0, 598.0, 506.0, 18.0], shoonya_0sR2NX6JA9CRWB, 5776771]
[paragraph, [35.0, 616.0, 506.0, 18.0], shoonya_0sR2NX6JA9CRWB, 5776771]
[paragraph, [35.0, 634.0, 506.0, 18.0], shoonya_0sR2NX6JA9CRWB, 5776771]
[paragraph, [35.0, 652.0, 506.0, 18.0], shoonya_0sR2NX6JA9CRWB, 5776771]
[paragraph, [35.0, 670.0, 506.0, 18.0], shoonya_0sR2NX6JA9CRWB, 5776771]
[paragraph, [35.0, 688.0, 506.0, 18.0], shoonya_0sR2NX6JA9CRWB, 5776771]
[paragraph, [35.0, 706.0, 506.0, 18.0], shoonya_0sR2NX6JA9CRWB, 5776771]
[paragraph, [35.0, 724.0, 506.0, 18.0], shoonya_0sR2NX6JA9CRWB, 5776771]
[paragraph, [35.0, 742.0, 506.0, 18.0], shoonya_0sR2NX6JA9CRWB, 5776771]
[paragraph, [35.0, 760.0, 506.0, 18.0], shoonya_0sR2NX6JA9CRWB, 5776771]
[paragraph, [35.0, 778.0, 506.0, 18.0], shoonya_0sR2NX6JA9CRWB, 5776771]
[paragraph, [35.0, 796.0, 506.0, 18.0], shoonya_0sR2NX6JA9CRWB, 5776771]
[paragraph, [35.0, 814.0, 506.0, 18.0], shoonya_0sR2NX6JA9CRWB, 5776771]
[paragraph, [35.0, 832.0, 506.0, 18.0], shoonya_0sR2NX6JA9CRWB, 5776771]
[paragraph, [35.0, 850.0, 506.0, 18.0], shoonya_0sR2NX6JA9CRWB, 5776771]
[paragraph, [35.0, 868.0, 506.0, 18.0], shoonya_0sR2NX6JA9CRWB, 5776771]
[paragraph, [35.0, 886.0, 506.0, 18.0], shoonya_0sR2NX6JA9CRWB, 5776771]
[paragraph, [35.0, 904.0, 506.0, 18.0], shoonya_0sR2NX6JA9CRWB, 5776771]
[paragraph, [35.0, 922.0, 506.0, 18.0], shoonya_0sR2NX6JA9CRWB, 5776771]
