[864, 612]
[paragraph, [75.0, 67.0, 452.0, 18.0], InIpe1v57Z, 5717818]
[paragraph, [75.0, 85.0, 452.0, 18.0], InIpe1v57Z, 5717818]
[paragraph, [75.0, 103.0, 452.0, 18.0], InIpe1v57Z, 5717818]
[paragraph, [75.0, 121.0, 452.0, 18.0], InIpe1v57Z, 5717818]
[paragraph, [75.0, 139.0, 452.0, 18.0], InIpe1v57Z, 5717818]
[paragraph, [75.0, 157.0, 452.0, 18.0], InIpe1v57Z, 5717818]
[sub-ordered-list, [56.0, 182.0, 489.0, 18.0], qPuwbCYp_m, 5717818]
[sub-ordered-list, [56.0, 200.0, 489.0, 18.0], qPuwbCYp_m, 5717818]
[sub-ordered-list, [56.0, 218.0, 489.0, 18.0], qPuwbCYp_m, 5717818]
[sub-ordered-list, [56.0, 236.0, 489.0, 18.0], qPuwbCYp_m, 5717818]
[sub-ordered-list, [56.0, 254.0, 489.0, 18.0], qPuwbCYp_m, 5717818]
[sub-ordered-list, [56.0, 272.0, 489.0, 18.0], qPuwbCYp_m, 5717818]
[sub-ordered-list, [56.0, 290.0, 489.0, 18.0], qPuwbCYp_m, 5717818]
[sub-ordered-list, [56.0, 308.0, 489.0, 18.0], qPuwbCYp_m, 5717818]
[sub-ordered-list, [56.0, 326.0, 489.0, 18.0], qPuwbCYp_m, 5717818]
[sub-ordered-list, [56.0, 344.0, 489.0, 18.0], qPuwbCYp_m, 5717818]
[sub-ordered-list, [56.0, 362.0, 489.0, 18.0], qPuwbCYp_m, 5717818]
[sub-ordered-list, [56.0, 380.0, 489.0, 18.0], qPuwbCYp_m, 5717818]
[sub-ordered-list, [56.0, 398.0, 489.0, 18.0], qPuwbCYp_m, 5717818]
[sub-ordered-list, [56.0, 416.0, 489.0, 18.0], qPuwbCYp_m, 5717818]
[sub-ordered-list, [56.0, 434.0, 489.0, 18.0], qPuwbCYp_m, 5717818]
[sub-ordered-list, [56.0, 452.0, 489.0, 18.0], qPuwbCYp_m, 5717818]
[sub-ordered-list, [56.0, 470.0, 489.0, 18.0], qPuwbCYp_m, 5717818]
[ordered-list, [54.0, 185.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 203.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 221.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 239.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 257.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 275.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 293.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 311.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 329.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 347.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 365.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 383.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 401.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
