[1425, 1088]
[section-title, [97.0, 110.0, 164.0, 30.0], shoonya_8sALA25NA0DDXK, 5759456]
[unordered-list, [93.0, 141.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 159.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 177.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 195.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 213.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 231.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 249.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 267.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 285.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 303.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 321.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 339.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 357.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 375.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 393.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 411.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 429.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 447.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 465.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 483.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 501.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 519.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 537.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 555.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 573.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 591.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 609.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 627.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 645.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 663.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 681.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 699.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[unordered-list, [93.0, 717.0, 866.0, 18.0], shoonya_0sHIR4GSN4Z23F, 5759456]
[section-title, [96.0, 808.0, 861.0, 30.0], shoonya_5sO3HQ9TS4GNMX, 5759456]
[section-title, [96.0, 838.0, 861.0, 30.0], shoonya_5sO3HQ9TS4GNMX, 5759456]
[sub-section-title, [93.0, 885.0, 169.0, 25.5], shoonya_3sH2Z58SRZUT28, 5759456]
[unordered-list, [94.0, 924.0, 869.0, 18.0], shoonya_9s3XVF39J4322Z, 5759456]
[unordered-list, [94.0, 942.0, 869.0, 18.0], shoonya_9s3XVF39J4322Z, 5759456]
[unordered-list, [94.0, 960.0, 869.0, 18.0], shoonya_9s3XVF39J4322Z, 5759456]
[unordered-list, [94.0, 978.0, 869.0, 18.0], shoonya_9s3XVF39J4322Z, 5759456]
[unordered-list, [94.0, 996.0, 869.0, 18.0], shoonya_9s3XVF39J4322Z, 5759456]
[unordered-list, [94.0, 1014.0, 869.0, 18.0], shoonya_9s3XVF39J4322Z, 5759456]
[unordered-list, [94.0, 1032.0, 869.0, 18.0], shoonya_9s3XVF39J4322Z, 5759456]
[unordered-list, [94.0, 1050.0, 869.0, 18.0], shoonya_9s3XVF39J4322Z, 5759456]
[unordered-list, [94.0, 1068.0, 869.0, 18.0], shoonya_9s3XVF39J4322Z, 5759456]
[unordered-list, [94.0, 1086.0, 869.0, 18.0], shoonya_9s3XVF39J4322Z, 5759456]
[unordered-list, [94.0, 1104.0, 869.0, 18.0], shoonya_9s3XVF39J4322Z, 5759456]
[unordered-list, [94.0, 1122.0, 869.0, 18.0], shoonya_9s3XVF39J4322Z, 5759456]
[unordered-list, [94.0, 1140.0, 869.0, 18.0], shoonya_9s3XVF39J4322Z, 5759456]
[unordered-list, [94.0, 1158.0, 869.0, 18.0], shoonya_9s3XVF39J4322Z, 5759456]
[unordered-list, [94.0, 1176.0, 869.0, 18.0], shoonya_9s3XVF39J4322Z, 5759456]
[unordered-list, [94.0, 1194.0, 869.0, 18.0], shoonya_9s3XVF39J4322Z, 5759456]
[unordered-list, [94.0, 1212.0, 869.0, 18.0], shoonya_9s3XVF39J4322Z, 5759456]
[unordered-list, [94.0, 1230.0, 869.0, 18.0], shoonya_9s3XVF39J4322Z, 5759456]
[unordered-list, [94.0, 1248.0, 869.0, 18.0], shoonya_9s3XVF39J4322Z, 5759456]
[unordered-list, [94.0, 1266.0, 869.0, 18.0], shoonya_9s3XVF39J4322Z, 5759456]
[sub-unordered-list, [159.0, 956.0, 403.0, 18.0], YERhfq3O6L, 5759456]
[sub-unordered-list, [159.0, 974.0, 403.0, 18.0], YERhfq3O6L, 5759456]
[sub-unordered-list, [159.0, 992.0, 403.0, 18.0], YERhfq3O6L, 5759456]
[sub-unordered-list, [159.0, 1010.0, 403.0, 18.0], YERhfq3O6L, 5759456]
[sub-unordered-list, [159.0, 1028.0, 403.0, 18.0], YERhfq3O6L, 5759456]
[sub-unordered-list, [159.0, 1046.0, 403.0, 18.0], YERhfq3O6L, 5759456]
[sub-unordered-list, [159.0, 1064.0, 403.0, 18.0], YERhfq3O6L, 5759456]
[sub-unordered-list, [159.0, 1082.0, 403.0, 18.0], YERhfq3O6L, 5759456]
[sub-unordered-list, [159.0, 1100.0, 403.0, 18.0], YERhfq3O6L, 5759456]
[sub-unordered-list, [159.0, 1118.0, 403.0, 18.0], YERhfq3O6L, 5759456]
[folio, [94.0, 1339.0, 172.0, 18.0], shoonya_2s1WP5U3VEXE5A, 5759456]
[folio, [94.0, 1357.0, 172.0, 18.0], shoonya_2s1WP5U3VEXE5A, 5759456]
