[1787, 1218]
[paragraph, [102.0, 98.0, 1009.0, 36.0], 5_YkrSLbT7, 5650926]
[paragraph, [102.0, 134.0, 1009.0, 36.0], 5_YkrSLbT7, 5650926]
[paragraph, [102.0, 170.0, 1009.0, 36.0], 5_YkrSLbT7, 5650926]
[paragraph, [107.0, 217.0, 1002.0, 36.0], shoonya_0s75TGSSMSSSLL, 5650926]
[paragraph, [107.0, 253.0, 1002.0, 36.0], shoonya_0s75TGSSMSSSLL, 5650926]
[paragraph, [107.0, 289.0, 1002.0, 36.0], shoonya_0s75TGSSMSSSLL, 5650926]
[paragraph, [107.0, 325.0, 1002.0, 36.0], shoonya_0s75TGSSMSSSLL, 5650926]
[ordered-list, [103.0, 369.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 405.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 441.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 477.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 513.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 549.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 585.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 621.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 657.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 693.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 729.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 765.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 801.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 837.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 873.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 909.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 945.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 981.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 1017.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 1053.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 1089.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 1125.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 1161.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 1197.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 1233.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 1269.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 1305.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 1341.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 1377.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 1413.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 1449.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 1485.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 1521.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[ordered-list, [103.0, 1557.0, 1029.0, 36.0], lW4Ih_61g_, 5650926]
[footnote, [470.0, 1631.0, 220.0, 36.0], adnq0_rI1e, 5650926]
