[792, 612]
[section-title, [81.0, 20.0, 467.0, 30.0], 4vmILtpv4M, 5706788]
[paragraph, [58.0, 140.0, 502.0, 18.0], shoonya_2sOLDWQ2IUJ6O1, 5706788]
[paragraph, [58.0, 158.0, 502.0, 18.0], shoonya_2sOLDWQ2IUJ6O1, 5706788]
[paragraph, [58.0, 176.0, 502.0, 18.0], shoonya_2sOLDWQ2IUJ6O1, 5706788]
[paragraph, [58.0, 194.0, 502.0, 18.0], shoonya_2sOLDWQ2IUJ6O1, 5706788]
[paragraph, [58.0, 212.0, 502.0, 18.0], shoonya_2sOLDWQ2IUJ6O1, 5706788]
[paragraph, [58.0, 230.0, 502.0, 18.0], shoonya_2sOLDWQ2IUJ6O1, 5706788]
[paragraph, [58.0, 248.0, 502.0, 18.0], shoonya_2sOLDWQ2IUJ6O1, 5706788]
[paragraph, [58.0, 266.0, 502.0, 18.0], shoonya_2sOLDWQ2IUJ6O1, 5706788]
[paragraph, [58.0, 284.0, 502.0, 18.0], shoonya_2sOLDWQ2IUJ6O1, 5706788]
[paragraph, [58.0, 302.0, 502.0, 18.0], shoonya_2sOLDWQ2IUJ6O1, 5706788]
[paragraph, [57.0, 334.0, 499.0, 18.0], shoonya_0sOKLKXPG9CN2V, 5706788]
[paragraph, [57.0, 352.0, 499.0, 18.0], shoonya_0sOKLKXPG9CN2V, 5706788]
[paragraph, [57.0, 370.0, 499.0, 18.0], shoonya_0sOKLKXPG9CN2V, 5706788]
[paragraph, [57.0, 388.0, 499.0, 18.0], shoonya_0sOKLKXPG9CN2V, 5706788]
[paragraph, [57.0, 406.0, 499.0, 18.0], shoonya_0sOKLKXPG9CN2V, 5706788]
[paragraph, [57.0, 424.0, 499.0, 18.0], shoonya_0sOKLKXPG9CN2V, 5706788]
[paragraph, [57.0, 442.0, 499.0, 18.0], shoonya_0sOKLKXPG9CN2V, 5706788]
[paragraph, [57.0, 460.0, 499.0, 18.0], shoonya_0sOKLKXPG9CN2V, 5706788]
[paragraph, [57.0, 478.0, 499.0, 18.0], shoonya_0sOKLKXPG9CN2V, 5706788]
[paragraph, [57.0, 496.0, 499.0, 18.0], shoonya_0sOKLKXPG9CN2V, 5706788]
[paragraph, [57.0, 514.0, 499.0, 18.0], shoonya_0sOKLKXPG9CN2V, 5706788]
[paragraph, [57.0, 532.0, 499.0, 18.0], shoonya_0sOKLKXPG9CN2V, 5706788]
[paragraph, [57.0, 550.0, 499.0, 18.0], shoonya_0sOKLKXPG9CN2V, 5706788]
[paragraph, [57.0, 568.0, 499.0, 18.0], shoonya_0sOKLKXPG9CN2V, 5706788]
[paragraph, [53.0, 604.0, 501.0, 18.0], shoonya_3sE7F7QYM2O6DH, 5706788]
[paragraph, [53.0, 622.0, 501.0, 18.0], shoonya_3sE7F7QYM2O6DH, 5706788]
[paragraph, [53.0, 640.0, 501.0, 18.0], shoonya_3sE7F7QYM2O6DH, 5706788]
[contact-info, [388.0, 671.0, 160.0, 18.0], mDROvC58jR, 5706788]
[contact-info, [388.0, 689.0, 160.0, 18.0], mDROvC58jR, 5706788]
[contact-info, [388.0, 707.0, 160.0, 18.0], mDROvC58jR, 5706788]
[contact-info, [388.0, 725.0, 160.0, 18.0], mDROvC58jR, 5706788]
[contact-info, [388.0, 743.0, 160.0, 18.0], mDROvC58jR, 5706788]
[contact-info, [388.0, 761.0, 160.0, 18.0], mDROvC58jR, 5706788]
[contact-info, [52.0, 729.0, 95.0, 18.0], 4WxGJ2wI3V, 5706788]
