[2200, 1700]
[paragraph, [189.0, 178.0, 1331.0, 36.0], KZ0dPGcBMk, 5753100]
[paragraph, [189.0, 214.0, 1331.0, 36.0], KZ0dPGcBMk, 5753100]
[paragraph, [189.0, 250.0, 1331.0, 36.0], KZ0dPGcBMk, 5753100]
[paragraph, [189.0, 286.0, 1331.0, 36.0], KZ0dPGcBMk, 5753100]
[paragraph, [189.0, 322.0, 1331.0, 36.0], KZ0dPGcBMk, 5753100]
[paragraph, [189.0, 358.0, 1331.0, 36.0], KZ0dPGcBMk, 5753100]
[paragraph, [189.0, 394.0, 1331.0, 36.0], KZ0dPGcBMk, 5753100]
[paragraph, [189.0, 430.0, 1331.0, 36.0], KZ0dPGcBMk, 5753100]
[paragraph, [189.0, 466.0, 1331.0, 36.0], KZ0dPGcBMk, 5753100]
[paragraph, [189.0, 502.0, 1331.0, 36.0], KZ0dPGcBMk, 5753100]
[paragraph, [189.0, 538.0, 1331.0, 36.0], KZ0dPGcBMk, 5753100]
[paragraph, [189.0, 574.0, 1331.0, 36.0], KZ0dPGcBMk, 5753100]
[paragraph, [189.0, 610.0, 1331.0, 36.0], KZ0dPGcBMk, 5753100]
[paragraph, [189.0, 646.0, 1331.0, 36.0], KZ0dPGcBMk, 5753100]
[paragraph, [189.0, 682.0, 1331.0, 36.0], KZ0dPGcBMk, 5753100]
[paragraph, [187.0, 738.0, 1336.0, 36.0], jtebDo1D6v, 5753100]
[paragraph, [187.0, 774.0, 1336.0, 36.0], jtebDo1D6v, 5753100]
[paragraph, [187.0, 810.0, 1336.0, 36.0], jtebDo1D6v, 5753100]
[paragraph, [187.0, 846.0, 1336.0, 36.0], jtebDo1D6v, 5753100]
[paragraph, [187.0, 882.0, 1336.0, 36.0], jtebDo1D6v, 5753100]
[paragraph, [187.0, 918.0, 1336.0, 36.0], jtebDo1D6v, 5753100]
[paragraph, [187.0, 954.0, 1336.0, 36.0], jtebDo1D6v, 5753100]
[paragraph, [187.0, 990.0, 1336.0, 36.0], jtebDo1D6v, 5753100]
[paragraph, [187.0, 1026.0, 1336.0, 36.0], jtebDo1D6v, 5753100]
[paragraph, [187.0, 1062.0, 1336.0, 36.0], jtebDo1D6v, 5753100]
[paragraph, [187.0, 1098.0, 1336.0, 36.0], jtebDo1D6v, 5753100]
[paragraph, [187.0, 1134.0, 1336.0, 36.0], jtebDo1D6v, 5753100]
[paragraph, [187.0, 1170.0, 1336.0, 36.0], jtebDo1D6v, 5753100]
[paragraph, [187.0, 1206.0, 1336.0, 36.0], jtebDo1D6v, 5753100]
[paragraph, [187.0, 1242.0, 1336.0, 36.0], jtebDo1D6v, 5753100]
[paragraph, [189.0, 1306.0, 1325.0, 36.0], -iaUfTq_DN, 5753100]
[paragraph, [189.0, 1342.0, 1325.0, 36.0], -iaUfTq_DN, 5753100]
[paragraph, [189.0, 1378.0, 1325.0, 36.0], -iaUfTq_DN, 5753100]
[paragraph, [189.0, 1414.0, 1325.0, 36.0], -iaUfTq_DN, 5753100]
[paragraph, [189.0, 1450.0, 1325.0, 36.0], -iaUfTq_DN, 5753100]
[paragraph, [189.0, 1486.0, 1325.0, 36.0], -iaUfTq_DN, 5753100]
[paragraph, [189.0, 1522.0, 1325.0, 36.0], -iaUfTq_DN, 5753100]
[paragraph, [189.0, 1558.0, 1325.0, 36.0], -iaUfTq_DN, 5753100]
[paragraph, [189.0, 1629.0, 1327.0, 36.0], 6_d99hO2go, 5753100]
[paragraph, [189.0, 1665.0, 1327.0, 36.0], 6_d99hO2go, 5753100]
[paragraph, [189.0, 1701.0, 1327.0, 36.0], 6_d99hO2go, 5753100]
[paragraph, [189.0, 1737.0, 1327.0, 36.0], 6_d99hO2go, 5753100]
[paragraph, [189.0, 1773.0, 1327.0, 36.0], 6_d99hO2go, 5753100]
[paragraph, [189.0, 1809.0, 1327.0, 36.0], 6_d99hO2go, 5753100]
[paragraph, [189.0, 1845.0, 1327.0, 36.0], 6_d99hO2go, 5753100]
[paragraph, [189.0, 1881.0, 1327.0, 36.0], 6_d99hO2go, 5753100]
[folio, [363.0, 2004.0, 408.0, 36.0], 9in2kcCI1P, 5753100]
